dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_topk_raw,topk_size,raw_category,symbol_category
0_0_0_10_14_16,-26.0,42,11,28,7,7,7,6,6,6,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,11,29,610,684,301,609,683,300,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,11,30,823,265,823,822,264,822,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-26.0,42,11,31,905,905,905,904,904,904,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,11,32,748,748,748,747,747,747,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,11,33,586,586,586,585,585,585,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,11,34,93,689,689,92,688,688,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,0,803,803,803,802,802,802,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,1,711,711,711,710,710,710,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,3,691,691,691,690,690,690,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,5,468,468,271,467,467,270,1,40,C_savaux_ok_phase_break,C_savaux_ok_phase_break
0_0_0_10_14_16,-26.0,42,12,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,9,492,492,435,491,491,434,1,40,C_savaux_ok_phase_break,C_savaux_ok_phase_break
0_0_0_10_14_16,-26.0,42,12,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,11,1023,265,265,1022,264,264,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,15,267,869,869,266,868,868,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,16,917,415,415,916,414,414,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,24,874,874,874,873,873,873,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,27,602,963,963,601,962,962,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,28,7,921,921,6,920,920,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,29,610,576,576,609,575,575,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,12,30,791,791,791,790,790,790,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,31,904,904,904,903,903,903,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,32,761,652,652,760,651,651,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,42,12,33,587,587,587,586,586,586,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,12,34,934,934,934,933,933,933,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,0,222,144,144,221,143,143,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,13,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,2,871,184,1013,870,183,1012,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,42,13,3,691,691,691,690,690,690,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,18,889,516,516,888,515,515,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,13,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,24,874,921,874,873,920,873,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-26.0,42,13,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,27,602,602,602,601,601,601,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,28,7,7,7,6,6,6,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,30,778,778,778,777,777,777,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,31,921,921,921,920,920,920,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,32,749,749,749,748,748,748,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,42,13,33,577,747,757,576,746,756,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,42,13,34,936,936,936,935,935,935,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,0,222,222,222,221,221,221,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,2,922,922,922,921,921,921,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,3,718,718,718,717,717,717,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,24,874,874,874,873,873,873,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,27,602,602,602,601,601,601,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,28,7,7,7,6,6,6,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,30,807,807,807,806,806,806,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,31,897,897,897,896,896,896,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,32,749,749,749,748,748,748,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,33,584,584,584,583,583,583,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,1,34,934,934,934,933,933,933,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,0,803,803,803,802,802,802,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,2,922,922,922,921,921,921,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,3,718,718,718,717,717,717,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,4,86,86,86,85,85,85,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,24,874,874,874,873,873,873,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,27,602,602,602,601,601,601,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,28,7,397,397,6,396,396,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-22.0,43,2,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,30,775,775,775,774,774,774,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,31,912,912,912,911,911,911,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,32,768,768,768,767,767,767,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,33,581,581,581,580,580,580,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,2,34,93,93,93,92,92,92,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,0,222,222,222,221,221,221,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,1,711,711,711,710,710,710,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,3,718,718,718,717,717,717,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,24,874,874,874,873,873,873,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,27,602,602,602,601,601,601,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,28,7,7,7,6,6,6,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,30,778,778,778,777,777,777,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,31,897,897,897,896,896,896,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,32,740,740,740,739,739,739,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,33,590,590,590,589,589,589,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,3,34,930,930,930,929,929,929,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,0,222,222,222,221,221,221,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,3,718,718,718,717,717,717,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,4,86,86,86,85,85,85,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,13,562,780,562,561,779,561,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-22.0,43,5,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-22.0,43,5,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
