trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power
10:20260819:172,10.0,20260819,172,exp0_000006_rxg20_0_fulltrim,6,17,1009,999,1,94,0,0,0,7.63129663347194e-08,3.125779101070107e-05
10:20260819:173,10.0,20260819,173,exp0_000006_rxg20_0_fulltrim,6,18,3653,3653,0,1,1,1,1,7.661240754754316e-08,3.138044213147368e-05
10:20260819:174,10.0,20260819,174,exp0_000006_rxg20_0_fulltrim,6,19,1949,398,1,132,0,0,0,7.494167816359966e-08,3.069611137581042e-05
10:20260819:175,10.0,20260819,175,exp0_000006_rxg20_0_fulltrim,6,20,1253,763,1,292,0,0,0,7.460000001812531e-08,3.055616000742412e-05
10:20260819:176,10.0,20260819,176,exp0_000006_rxg20_0_fulltrim,6,21,17,874,1,161,0,0,0,7.634977472200704e-08,3.1272867726134085e-05
10:20260819:177,10.0,20260819,177,exp0_000006_rxg20_0_fulltrim,6,22,1837,39,1,113,0,0,0,7.685898068398805e-08,3.1481438488161503e-05
10:20260819:178,10.0,20260819,178,exp0_000006_rxg20_0_fulltrim,6,23,3049,3743,1,2,1,1,1,7.569623518055047e-08,3.100517792995347e-05
10:20260819:179,10.0,20260819,179,exp0_000006_rxg20_0_fulltrim,6,24,1805,4040,1,40,0,0,0,7.587732074216099e-08,3.107935057598914e-05
10:20260819:180,10.0,20260819,180,exp0_000006_rxg20_0_fulltrim,6,25,965,170,1,319,0,0,0,7.528412346435288e-08,3.083637697099894e-05
10:20260819:181,10.0,20260819,181,exp0_000006_rxg20_0_fulltrim,6,26,4037,3098,1,6,0,1,1,7.641199389891028e-08,3.129835270099365e-05
10:20260819:182,10.0,20260819,182,exp0_000006_rxg20_0_fulltrim,6,27,25,25,0,1,1,1,1,7.770716427111561e-08,3.182885448544896e-05
10:20260819:183,10.0,20260819,183,exp0_000006_rxg20_0_fulltrim,6,28,1029,609,1,243,0,0,0,7.577888988858357e-08,3.103903329836383e-05
10:20260819:184,10.0,20260819,184,exp0_000006_rxg20_0_fulltrim,6,29,3009,100,1,161,0,0,0,7.464459645530883e-08,3.05744267080945e-05
10:20260819:185,10.0,20260819,185,exp0_000006_rxg20_0_fulltrim,6,30,1025,3788,1,100,0,0,0,7.625862094613738e-08,3.123553113953787e-05
10:20260819:186,10.0,20260819,186,exp0_000006_rxg20_0_fulltrim,6,31,1777,3988,1,292,0,0,0,7.570004374646718e-08,3.100673791855296e-05
10:20260819:187,10.0,20260819,187,exp0_000007_rxg20_0_fulltrim,7,0,3293,3829,1,44,0,0,0,7.469056100994132e-08,3.0593253789671966e-05
10:20260819:188,10.0,20260819,188,exp0_000007_rxg20_0_fulltrim,7,1,313,513,1,14,0,0,1,7.447616285026532e-08,3.0505436303468675e-05
10:20260819:189,10.0,20260819,189,exp0_000007_rxg20_0_fulltrim,7,2,1433,3921,1,152,0,0,0,7.496902534736612e-08,3.0707312782281164e-05
10:20260819:190,10.0,20260819,190,exp0_000007_rxg20_0_fulltrim,7,3,2865,3710,1,17,0,0,0,7.409872836485912e-08,3.0350839138246298e-05
10:20260819:191,10.0,20260819,191,exp0_000007_rxg20_0_fulltrim,7,4,3469,741,1,4,1,1,1,7.420233156321055e-08,3.039327500829104e-05
10:20260819:192,10.0,20260819,192,exp0_000007_rxg20_0_fulltrim,7,5,3985,4083,1,2,1,1,1,7.472734092822891e-08,3.060831884420256e-05
10:20260819:193,10.0,20260819,193,exp0_000007_rxg20_0_fulltrim,7,6,3165,477,1,3,1,1,1,7.518194539783592e-08,3.079452483495359e-05
10:20260819:194,10.0,20260819,194,exp0_000007_rxg20_0_fulltrim,7,7,1669,3774,1,24,0,0,0,7.338183269572355e-08,3.0057198672168364e-05
10:20260819:195,10.0,20260819,195,exp0_000007_rxg20_0_fulltrim,7,8,3217,1325,1,7,0,1,1,7.381244745304603e-08,3.0233578476767654e-05
10:20260819:196,10.0,20260819,196,exp0_000007_rxg20_0_fulltrim,7,9,1401,3931,1,137,0,0,0,7.488202135242547e-08,3.067167594595347e-05
10:20260819:197,10.0,20260819,197,exp0_000007_rxg20_0_fulltrim,7,10,569,569,0,1,1,1,1,7.519033006136386e-08,3.079795919313464e-05
10:20260819:198,10.0,20260819,198,exp0_000007_rxg20_0_fulltrim,7,11,993,993,0,1,1,1,1,7.487761566133177e-08,3.066987137488149e-05
10:20260819:199,10.0,20260819,199,exp0_000007_rxg20_0_fulltrim,7,12,233,220,1,2,1,1,1,7.42029858413048e-08,3.0393543000598446e-05
10:20260819:200,10.0,20260819,200,exp0_000007_rxg20_0_fulltrim,7,13,745,746,1,72,0,0,0,7.488440899696757e-08,3.067265392515791e-05
10:20260819:201,10.0,20260819,201,exp0_000007_rxg20_0_fulltrim,7,14,2457,144,1,218,0,0,0,7.504014101236866e-08,3.0736441758666206e-05
10:20260819:202,10.0,20260819,202,exp0_000007_rxg20_0_fulltrim,7,15,1097,5,1,55,0,0,0,7.336338584950188e-08,3.0049642843955967e-05
10:20260819:203,10.0,20260819,203,exp0_000007_rxg20_0_fulltrim,7,16,737,86,1,8,0,1,1,7.396451273825215e-08,3.029586441758808e-05
10:20260819:204,10.0,20260819,204,exp0_000007_rxg20_0_fulltrim,7,17,3189,3470,1,4,1,1,1,7.543639168063862e-08,3.089874603238958e-05
10:20260819:205,10.0,20260819,205,exp0_000007_rxg20_0_fulltrim,7,18,3913,3913,0,1,1,1,1,7.553581696937949e-08,3.093947063065784e-05
10:20260819:206,10.0,20260819,206,exp0_000007_rxg20_0_fulltrim,7,19,3917,3917,0,1,1,1,1,7.506825170934671e-08,3.074795590014841e-05
10:20260819:207,10.0,20260819,207,exp0_000007_rxg20_0_fulltrim,7,20,2445,3845,1,417,0,0,0,7.613776846516897e-08,3.118602996333321e-05
10:20260819:208,10.0,20260819,208,exp0_000007_rxg20_0_fulltrim,7,21,2817,3847,1,1183,0,0,0,7.40476230640739e-08,3.032990640704467e-05
10:20260819:209,10.0,20260819,209,exp0_000007_rxg20_0_fulltrim,7,22,1665,3812,1,31,0,0,0,7.543698867790678e-08,3.089899056247062e-05
10:20260819:210,10.0,20260819,210,exp0_000007_rxg20_0_fulltrim,7,23,3445,3446,1,7,0,1,1,7.428092260499718e-08,3.0425465899006848e-05
10:20260819:211,10.0,20260819,211,exp0_000007_rxg20_0_fulltrim,7,24,1785,284,1,1328,0,0,0,7.651688032243237e-08,3.13413141800683e-05
10:20260819:212,10.0,20260819,212,exp0_000007_rxg20_0_fulltrim,7,25,2081,4033,1,51,0,0,0,7.74288743113423e-08,3.171486691792581e-05
10:20260819:213,10.0,20260819,213,exp0_000007_rxg20_0_fulltrim,7,26,3065,4012,1,2,1,1,1,7.512660494037791e-08,3.0771857383578794e-05
10:20260819:214,10.0,20260819,214,exp0_000007_rxg20_0_fulltrim,7,27,3397,274,1,65,0,0,0,7.371919007562718e-08,3.019538025497689e-05
10:20260819:215,10.0,20260819,215,exp0_000007_rxg20_0_fulltrim,7,28,2665,1434,1,68,0,0,0,7.35060430047761e-08,3.010807521475629e-05
10:20260819:216,10.0,20260819,216,exp0_000007_rxg20_0_fulltrim,7,29,3757,3757,0,1,1,1,1,7.161821531210997e-08,2.9334820991840247e-05
10:20260819:217,10.0,20260819,217,exp0_000007_rxg20_0_fulltrim,7,30,2445,3800,1,5,0,1,1,7.112091916618473e-08,2.9131128490469264e-05
10:20260819:218,10.0,20260819,218,exp0_000007_rxg20_0_fulltrim,7,31,1605,3909,1,383,0,0,0,6.910217361501786e-08,2.8304250312711316e-05
10:20260819:219,10.0,20260819,219,exp0_000008_rxg20_0_fulltrim,8,0,3293,1095,1,15,0,0,1,7.054444238265006e-08,2.8895003599933465e-05
10:20260819:220,10.0,20260819,220,exp0_000008_rxg20_0_fulltrim,8,1,313,314,1,47,0,0,0,6.833685137698464e-08,2.799077432401291e-05
10:20260819:221,10.0,20260819,221,exp0_000008_rxg20_0_fulltrim,8,2,1433,3996,1,9,0,0,1,6.683691847673367e-08,2.7376401808070113e-05
10:20260819:222,10.0,20260819,222,exp0_000008_rxg20_0_fulltrim,8,4,3469,143,1,5,0,1,1,7.13136941771441e-08,2.9210089134958224e-05
10:20260819:223,10.0,20260819,223,exp0_000008_rxg20_0_fulltrim,8,5,3985,3985,0,1,1,1,1,7.040496867675282e-08,2.8837875169997956e-05
10:20260819:224,10.0,20260819,224,exp0_000008_rxg20_0_fulltrim,8,6,3165,308,1,14,0,0,1,6.759133324391442e-08,2.7685410096707346e-05
10:20260819:225,10.0,20260819,225,exp0_000008_rxg20_0_fulltrim,8,8,3921,3573,1,12,0,0,1,6.809448491183336e-08,2.7891501019886943e-05
10:20260819:226,10.0,20260819,226,exp0_000008_rxg20_0_fulltrim,8,9,1381,530,1,142,0,0,0,6.732224866327172e-08,2.7575193052476094e-05
10:20260819:227,10.0,20260819,227,exp0_000008_rxg20_0_fulltrim,8,10,713,274,1,2,1,1,1,6.997767938204359e-08,2.8662857474885053e-05
10:20260819:228,10.0,20260819,228,exp0_000008_rxg20_0_fulltrim,8,11,997,3996,1,14,0,0,1,6.87076636213099e-08,2.814265901928853e-05
10:20260819:229,10.0,20260819,229,exp0_000008_rxg20_0_fulltrim,8,12,3861,20,1,158,0,0,0,7.272187621805969e-08,2.978688049891725e-05
10:20260819:230,10.0,20260819,230,exp0_000008_rxg20_0_fulltrim,8,13,1289,1289,0,1,1,1,1,7.227994876358043e-08,2.9605867013562546e-05
10:20260819:231,10.0,20260819,231,exp0_000008_rxg20_0_fulltrim,8,14,2665,2769,1,52,0,0,0,7.212253973415986e-08,2.954139227511188e-05
10:20260819:232,10.0,20260819,232,exp0_000008_rxg20_0_fulltrim,8,15,1461,4062,1,12,0,0,1,7.114844035540807e-08,2.9142401169575146e-05
10:20260819:233,10.0,20260819,233,exp0_000008_rxg20_0_fulltrim,8,16,1677,4084,1,17,0,0,0,7.207331041825293e-08,2.9521227947316402e-05
10:20260819:234,10.0,20260819,234,exp0_000008_rxg20_0_fulltrim,8,17,1585,1585,0,1,1,1,1,7.343476408845749e-08,3.007887937063219e-05
10:20260819:235,10.0,20260819,235,exp0_000008_rxg20_0_fulltrim,8,18,1309,707,1,4,1,1,1,7.148642320319742e-08,2.928083894402966e-05
10:20260819:236,10.0,20260819,236,exp0_000008_rxg20_0_fulltrim,8,19,2905,1197,1,66,0,0,0,7.370467330653716e-08,3.0189434186357622e-05
10:20260819:237,10.0,20260819,237,exp0_000008_rxg20_0_fulltrim,8,20,1513,4013,1,689,0,0,0,7.157919759579576e-08,2.9318839335237942e-05
10:20260819:238,10.0,20260819,238,exp0_000008_rxg20_0_fulltrim,8,21,1557,323,1,61,0,0,0,7.308006824804216e-08,2.993359595439807e-05
10:20260819:239,10.0,20260819,239,exp0_000008_rxg20_0_fulltrim,8,22,957,632,1,19,0,0,0,7.144188377162249e-08,2.926259559285657e-05
10:20260819:240,10.0,20260819,240,exp0_000008_rxg20_0_fulltrim,8,23,273,879,1,20,0,0,0,7.28066349200592e-08,2.982159766325625e-05
10:20260819:241,10.0,20260819,241,exp0_000008_rxg20_0_fulltrim,8,24,2753,24,1,5,0,1,1,7.272724819931743e-08,2.9789080862440417e-05
10:20260819:242,10.0,20260819,242,exp0_000008_rxg20_0_fulltrim,8,25,1129,4081,1,102,0,0,0,7.497954924048851e-08,3.0711623368904094e-05
10:20260819:243,10.0,20260819,243,exp0_000008_rxg20_0_fulltrim,8,26,865,587,1,57,0,0,0,7.252976206977067e-08,2.9708190543778066e-05
10:20260819:244,10.0,20260819,244,exp0_000008_rxg20_0_fulltrim,8,27,3909,3909,0,1,1,1,1,7.484709606667111e-08,3.065737054890849e-05
10:20260819:245,10.0,20260819,245,exp0_000008_rxg20_0_fulltrim,8,28,1273,3624,1,66,0,0,0,7.099657401431171e-08,2.9080196716262074e-05
10:20260819:246,10.0,20260819,246,exp0_000008_rxg20_0_fulltrim,8,29,3589,3589,0,1,1,1,1,7.051968580823462e-08,2.8884863307052903e-05
10:20260819:247,10.0,20260819,247,exp0_000008_rxg20_0_fulltrim,8,30,797,3930,1,6,0,1,1,7.209803868820428e-08,2.9531356646688476e-05
10:20260819:248,10.0,20260819,248,exp0_000008_rxg20_0_fulltrim,8,31,2821,47,1,2,1,1,1,7.242692610736488e-08,2.9666068933576654e-05
10:20260820:0,10.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,1023,1,4,1,1,1,5.461110784836597e-08,2.2368709774690702e-05
10:20260820:1,10.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,9,1,66,0,0,0,5.516800773616521e-08,2.259681596873327e-05
10:20260820:2,10.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,4039,1,25,0,0,0,5.490116890765393e-08,2.248751878457505e-05
10:20260820:3,10.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,2865,0,1,1,1,1,5.706549947195974e-08,2.337402858371471e-05
10:20260820:4,10.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,3469,0,1,1,1,1,5.727483806912936e-08,2.3459773673115387e-05
10:20260820:5,10.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,3985,0,1,1,1,1,5.998009479350775e-08,2.4567846827420775e-05
10:20260820:6,10.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,3724,1,249,0,0,0,6.021993173101038e-08,2.4666084037021852e-05
10:20260820:7,10.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,3640,1,19,0,0,0,6.297640756193777e-08,2.5795136537369707e-05
10:20260820:8,10.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,849,0,1,1,1,1,6.501240630023145e-08,2.6629081620574803e-05
10:20260820:9,10.0,20260820,9,exp0_000000_rxg20_0_fulltrim,0,9,665,210,1,3,1,1,1,6.361536648147813e-08,2.605685411081344e-05
10:20260820:10,10.0,20260820,10,exp0_000000_rxg20_0_fulltrim,0,10,713,652,1,5,0,1,1,6.285975786989332e-08,2.5747356823508304e-05
10:20260820:11,10.0,20260820,11,exp0_000000_rxg20_0_fulltrim,0,11,797,1152,1,2,1,1,1,6.41980468785086e-08,2.629552000143712e-05
10:20260820:12,10.0,20260820,12,exp0_000000_rxg20_0_fulltrim,0,12,3881,183,1,2,1,1,1,6.638878275846576e-08,2.7192845417867575e-05
10:20260820:13,10.0,20260820,13,exp0_000000_rxg20_0_fulltrim,0,13,693,4073,1,18,0,0,0,6.707617489640913e-08,2.747440123756918e-05
10:20260820:14,10.0,20260820,14,exp0_000000_rxg20_0_fulltrim,0,14,2437,1011,1,324,0,0,0,6.669297009117698e-08,2.731744054934609e-05
10:20260820:15,10.0,20260820,15,exp0_000000_rxg20_0_fulltrim,0,15,1117,3680,1,14,0,0,1,6.649173228138338e-08,2.7235013542454633e-05
10:20260820:16,10.0,20260820,16,exp0_000000_rxg20_0_fulltrim,0,16,3705,1684,1,36,0,0,0,6.725976160509957e-08,2.7549598353448786e-05
10:20260820:17,10.0,20260820,17,exp0_000000_rxg20_0_fulltrim,0,17,3961,3639,1,11,0,0,1,6.763267734756565e-08,2.770234464156289e-05
10:20260820:18,10.0,20260820,18,exp0_000000_rxg20_0_fulltrim,0,18,661,5,1,2,1,1,1,6.599972254066516e-08,2.7033486352656448e-05
10:20260820:19,10.0,20260820,19,exp0_000000_rxg20_0_fulltrim,0,19,73,73,0,1,1,1,1,6.574391180668965e-08,2.692870627602008e-05
10:20260820:20,10.0,20260820,20,exp0_000000_rxg20_0_fulltrim,0,20,2989,4083,1,3,1,1,1,6.626869349066005e-08,2.714365685377436e-05
10:20260820:21,10.0,20260820,21,exp0_000000_rxg20_0_fulltrim,0,21,693,3997,1,3,1,1,1,6.652362307658597e-08,2.7248076012169612e-05
10:20260820:22,10.0,20260820,22,exp0_000000_rxg20_0_fulltrim,0,22,3273,62,1,20,0,0,0,6.679654523945706e-08,2.7359864930081614e-05
10:20260820:23,10.0,20260820,23,exp0_000000_rxg20_0_fulltrim,0,23,3277,140,1,9,0,0,1,6.76383617920378e-08,2.770467299001868e-05
10:20260820:24,10.0,20260820,24,exp0_000000_rxg20_0_fulltrim,0,24,893,893,0,1,1,1,1,6.80420313290309e-08,2.7870016032371058e-05
10:20260820:25,10.0,20260820,25,exp0_000000_rxg20_0_fulltrim,0,25,3605,3605,0,1,1,1,1,6.842685608202886e-08,2.802764025119902e-05
10:20260820:26,10.0,20260820,26,exp0_000000_rxg20_0_fulltrim,0,26,357,3960,1,4,1,1,1,6.476401392503328e-08,2.652734010369363e-05
10:20260820:27,10.0,20260820,27,exp0_000000_rxg20_0_fulltrim,0,27,1981,673,1,4,1,1,1,6.694602402354048e-08,2.742109144004218e-05
10:20260820:28,10.0,20260820,28,exp0_000000_rxg20_0_fulltrim,0,28,3501,3501,0,1,1,1,1,6.276138429432516e-08,2.5707063006955586e-05
10:20260820:29,10.0,20260820,29,exp0_000000_rxg20_0_fulltrim,0,29,2269,4078,1,1340,0,0,0,6.393811427330359e-08,2.618905160634515e-05
10:20260820:30,10.0,20260820,30,exp0_000000_rxg20_0_fulltrim,0,30,2677,3151,1,117,0,0,0,6.23435032529794e-08,2.5535898932420362e-05
10:20260820:31,10.0,20260820,31,exp0_000000_rxg20_0_fulltrim,0,31,1909,3075,1,65,0,0,0,6.194128315506919e-08,2.537114958031634e-05
10:20260820:32,10.0,20260820,32,exp0_000002_rxg20_0_fulltrim,2,1,313,3412,1,21,0,0,0,2.8571456172268963e-08,1.1702868448161367e-05
10:20260820:33,10.0,20260820,33,exp0_000002_rxg20_0_fulltrim,2,2,1433,328,1,28,0,0,0,2.8822207680385437e-08,1.1805576265885875e-05
10:20260820:34,10.0,20260820,34,exp0_000002_rxg20_0_fulltrim,2,3,2865,3600,1,6,0,1,1,3.087116764368785e-08,1.2644830266854542e-05
10:20260820:35,10.0,20260820,35,exp0_000002_rxg20_0_fulltrim,2,4,3469,3882,1,1084,0,0,0,2.938706659844156e-08,1.2036942478721663e-05
10:20260820:36,10.0,20260820,36,exp0_000002_rxg20_0_fulltrim,2,5,3985,3986,1,2,1,1,1,3.0635793243844216e-08,1.2548420912678592e-05
10:20260820:37,10.0,20260820,37,exp0_000002_rxg20_0_fulltrim,2,6,3165,3595,1,5,0,1,1,2.944709671099476e-08,1.2061530812823453e-05
10:20260820:38,10.0,20260820,38,exp0_000002_rxg20_0_fulltrim,2,8,173,175,1,12,0,0,1,2.844139065605319e-08,1.1649593612719387e-05
10:20260820:39,10.0,20260820,39,exp0_000002_rxg20_0_fulltrim,2,9,1669,207,1,261,0,0,0,2.8904408243193406e-08,1.1839245616412018e-05
10:20260820:40,10.0,20260820,40,exp0_000002_rxg20_0_fulltrim,2,10,53,53,0,1,1,1,1,3.0146085913362616e-08,1.2347836790113328e-05
10:20260820:41,10.0,20260820,41,exp0_000002_rxg20_0_fulltrim,2,11,541,81,1,13,0,0,1,2.918315687256153e-08,1.1953421055001202e-05
10:20260820:42,10.0,20260820,42,exp0_000002_rxg20_0_fulltrim,2,12,213,85,1,13,0,0,1,2.973033652740225e-08,1.217754584162396e-05
10:20260820:43,10.0,20260820,43,exp0_000002_rxg20_0_fulltrim,2,13,1301,1302,1,15,0,0,1,3.006001965050024e-08,1.23125840488449e-05
10:20260820:44,10.0,20260820,44,exp0_000002_rxg20_0_fulltrim,2,14,2677,465,1,127,0,0,0,2.8955769661715394e-08,1.1860283253438625e-05
10:20260820:45,10.0,20260820,45,exp0_000002_rxg20_0_fulltrim,2,15,1117,4033,1,102,0,0,0,2.915803053910802e-08,1.1943129308818645e-05
10:20260820:46,10.0,20260820,46,exp0_000002_rxg20_0_fulltrim,2,16,3085,3085,0,1,1,1,1,2.7375284707791176e-08,1.1212916616311265e-05
10:20260820:47,10.0,20260820,47,exp0_000002_rxg20_0_fulltrim,2,17,2501,3607,1,319,0,0,0,2.8294015271034982e-08,1.1589228655015929e-05
10:20260820:48,10.0,20260820,48,exp0_000002_rxg20_0_fulltrim,2,18,1409,208,1,24,0,0,0,2.9683665142736638e-08,1.2158429242464927e-05
10:20260820:49,10.0,20260820,49,exp0_000002_rxg20_0_fulltrim,2,19,2009,2873,1,215,0,0,0,2.877050545110491e-08,1.1784399032772571e-05
10:20260820:50,10.0,20260820,50,exp0_000002_rxg20_0_fulltrim,2,20,153,4019,1,116,0,0,0,2.871050379445332e-08,1.175982235420808e-05
10:20260820:51,10.0,20260820,51,exp0_000002_rxg20_0_fulltrim,2,21,2085,147,1,152,0,0,0,3.0583522438251264e-08,1.2527010790707717e-05
10:20260820:52,10.0,20260820,52,exp0_000002_rxg20_0_fulltrim,2,23,1589,3748,1,70,0,0,0,3.0654694840829973e-08,1.2556163006803957e-05
10:20260820:53,10.0,20260820,53,exp0_000002_rxg20_0_fulltrim,2,24,169,10,1,12,0,0,1,2.970387430237634e-08,1.216670691425335e-05
10:20260820:54,10.0,20260820,54,exp0_000002_rxg20_0_fulltrim,2,25,2949,1016,1,164,0,0,0,3.068795020769464e-08,1.2569784405071725e-05
10:20260820:55,10.0,20260820,55,exp0_000002_rxg20_0_fulltrim,2,26,3433,3126,1,168,0,0,0,3.0631302435411055e-08,1.2546581477544368e-05
10:20260820:56,10.0,20260820,56,exp0_000002_rxg20_0_fulltrim,2,27,2973,3934,1,29,0,0,0,3.035187150887835e-08,1.2432126570036572e-05
10:20260820:57,10.0,20260820,57,exp0_000002_rxg20_0_fulltrim,2,28,989,52,1,755,0,0,0,2.9685597820806067e-08,1.2159220867402165e-05
10:20260820:58,10.0,20260820,58,exp0_000002_rxg20_0_fulltrim,2,29,2545,3478,1,19,0,0,0,3.026040489320457e-08,1.2394661844256592e-05
10:20260820:59,10.0,20260820,59,exp0_000002_rxg20_0_fulltrim,2,30,2897,22,1,146,0,0,0,3.020611617388162e-08,1.2372425184821912e-05
10:20260820:60,10.0,20260820,60,exp0_000002_rxg20_0_fulltrim,2,31,3949,3949,0,1,1,1,1,2.9340935267037116e-08,1.2018047085378403e-05
10:20260820:61,10.0,20260820,61,exp0_000003_rxg20_0_fulltrim,3,0,3293,3871,1,11,0,0,1,5.121082167596095e-08,2.0975952558473605e-05
10:20260820:62,10.0,20260820,62,exp0_000003_rxg20_0_fulltrim,3,1,313,314,1,2,1,1,1,5.104155990421327e-08,2.0906622936765755e-05
10:20260820:63,10.0,20260820,63,exp0_000003_rxg20_0_fulltrim,3,2,1433,1258,1,21,0,0,0,5.190583120022059e-08,2.126062845961035e-05
10:20260820:64,10.0,20260820,64,exp0_000003_rxg20_0_fulltrim,3,3,2865,2866,1,3,1,1,1,5.050714270918412e-08,2.0687725653681817e-05
10:20260820:65,10.0,20260820,65,exp0_000003_rxg20_0_fulltrim,3,4,3469,3469,0,1,1,1,1,5.363718742013514e-08,2.1969791967287353e-05
10:20260820:66,10.0,20260820,66,exp0_000003_rxg20_0_fulltrim,3,5,3985,3985,0,1,1,1,1,5.4426619992905013e-08,2.2293143549093895e-05
10:20260820:67,10.0,20260820,67,exp0_000003_rxg20_0_fulltrim,3,6,3165,3201,1,15,0,0,1,5.551768183468996e-08,2.2740042479489008e-05
10:20260820:68,10.0,20260820,68,exp0_000003_rxg20_0_fulltrim,3,7,1669,3778,1,21,0,0,0,5.623764731608835e-08,2.303494034066979e-05
10:20260820:69,10.0,20260820,69,exp0_000003_rxg20_0_fulltrim,3,8,3949,3949,0,1,1,1,1,5.5429028909629816e-08,2.2703730241384372e-05
10:20260820:70,10.0,20260820,70,exp0_000003_rxg20_0_fulltrim,3,9,1669,3667,1,37,0,0,0,5.510321109689072e-08,2.2570275265286438e-05
10:20260820:71,10.0,20260820,71,exp0_000003_rxg20_0_fulltrim,3,10,969,316,1,15,0,0,1,5.236998567475801e-08,2.1450746132380882e-05
10:20260820:72,10.0,20260820,72,exp0_000003_rxg20_0_fulltrim,3,11,541,3522,1,22,0,0,0,5.146162982794843e-08,2.1078683577527676e-05
10:20260820:73,10.0,20260820,73,exp0_000003_rxg20_0_fulltrim,3,12,3881,37,1,54,0,0,0,5.3372025464603164e-08,2.1861181630301456e-05
10:20260820:74,10.0,20260820,74,exp0_000003_rxg20_0_fulltrim,3,13,1385,2826,1,404,0,0,0,5.518114853351036e-08,2.2602198439325845e-05
10:20260820:75,10.0,20260820,75,exp0_000003_rxg20_0_fulltrim,3,14,2485,1,1,2,1,1,1,5.4668958061153547e-08,2.2392405221848493e-05
10:20260820:76,10.0,20260820,76,exp0_000003_rxg20_0_fulltrim,3,15,1441,333,1,2,1,1,1,5.768076175710014e-08,2.362604001570822e-05
10:20260820:77,10.0,20260820,77,exp0_000003_rxg20_0_fulltrim,3,16,781,423,1,74,0,0,0,6.088178022130336e-08,2.4937177178645855e-05
10:20260820:78,10.0,20260820,78,exp0_000003_rxg20_0_fulltrim,3,17,1501,19,1,596,0,0,0,6.054959530028768e-08,2.4801114234997833e-05
10:20260820:79,10.0,20260820,79,exp0_000003_rxg20_0_fulltrim,3,18,3913,641,1,24,0,0,0,6.12067164916302e-08,2.5070271074971727e-05
10:20260820:80,10.0,20260820,80,exp0_000003_rxg20_0_fulltrim,3,19,3937,4069,1,7,0,1,1,6.201544848585949e-08,2.5401527699808048e-05
10:20260820:81,10.0,20260820,81,exp0_000003_rxg20_0_fulltrim,3,20,1881,529,1,19,0,0,0,6.272461308789527e-08,2.5692001520801904e-05
10:20260820:82,10.0,20260820,82,exp0_000003_rxg20_0_fulltrim,3,21,3693,26,1,120,0,0,0,6.367111348141865e-08,2.607968808198908e-05
10:20260820:83,10.0,20260820,83,exp0_000003_rxg20_0_fulltrim,3,22,1329,224,1,26,0,0,0,6.604347503916389e-08,2.7051407376041526e-05
10:20260820:84,10.0,20260820,84,exp0_000003_rxg20_0_fulltrim,3,23,2549,3360,1,21,0,0,0,6.756247987885564e-08,2.767359175837927e-05
10:20260820:85,10.0,20260820,85,exp0_000003_rxg20_0_fulltrim,3,24,1289,465,1,58,0,0,0,6.735450534052649e-08,2.758840538747965e-05
10:20260820:86,10.0,20260820,86,exp0_000003_rxg20_0_fulltrim,3,25,2737,229,1,138,0,0,0,6.70837727965835e-08,2.7477513337480604e-05
10:20260820:87,10.0,20260820,87,exp0_000003_rxg20_0_fulltrim,3,26,769,3762,1,103,0,0,0,7.144233516283017e-08,2.9262780482695236e-05
10:20260820:88,10.0,20260820,88,exp0_000003_rxg20_0_fulltrim,3,27,125,3826,1,4,1,1,1,7.061066522452057e-08,2.8922128475963628e-05
10:20260820:89,10.0,20260820,89,exp0_000003_rxg20_0_fulltrim,3,28,1081,7,1,2,1,1,1,7.266508263716313e-08,2.976361784818202e-05
10:20260820:90,10.0,20260820,90,exp0_000003_rxg20_0_fulltrim,3,29,3285,455,1,2,1,1,1,7.51784529148212e-08,3.079309431391077e-05
10:20260820:91,10.0,20260820,91,exp0_000003_rxg20_0_fulltrim,3,30,1741,3975,1,343,0,0,0,7.734548353416439e-08,3.168071005559373e-05
10:20260820:92,10.0,20260820,92,exp0_000003_rxg20_0_fulltrim,3,31,2133,378,1,8,0,1,1,7.826555026098304e-08,3.2057569386898655e-05
