trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power
10:20260820:194,10.0,20260820,194,exp0_000007_rxg20_0_fulltrim,7,7,1669,3655,1,5,0,1,1,7.338183269572355e-08,3.0057198672168364e-05
10:20260820:195,10.0,20260820,195,exp0_000007_rxg20_0_fulltrim,7,8,3217,419,1,2,1,1,1,7.381244745304603e-08,3.0233578476767654e-05
10:20260820:196,10.0,20260820,196,exp0_000007_rxg20_0_fulltrim,7,9,1401,509,1,196,0,0,0,7.488202135242547e-08,3.067167594595347e-05
10:20260820:197,10.0,20260820,197,exp0_000007_rxg20_0_fulltrim,7,10,569,6,1,14,0,0,1,7.519033006136386e-08,3.079795919313464e-05
10:20260820:198,10.0,20260820,198,exp0_000007_rxg20_0_fulltrim,7,11,993,993,0,1,1,1,1,7.487761566133177e-08,3.066987137488149e-05
10:20260820:199,10.0,20260820,199,exp0_000007_rxg20_0_fulltrim,7,12,233,3985,1,12,0,0,1,7.42029858413048e-08,3.0393543000598446e-05
10:20260820:200,10.0,20260820,200,exp0_000007_rxg20_0_fulltrim,7,13,745,3839,1,123,0,0,0,7.488440899696757e-08,3.067265392515791e-05
10:20260820:201,10.0,20260820,201,exp0_000007_rxg20_0_fulltrim,7,14,2457,2457,0,1,1,1,1,7.504014101236866e-08,3.0736441758666206e-05
10:20260820:202,10.0,20260820,202,exp0_000007_rxg20_0_fulltrim,7,15,1097,935,1,250,0,0,0,7.336338584950188e-08,3.0049642843955967e-05
10:20260820:203,10.0,20260820,203,exp0_000007_rxg20_0_fulltrim,7,16,737,738,1,2,1,1,1,7.396451273825215e-08,3.029586441758808e-05
10:20260820:204,10.0,20260820,204,exp0_000007_rxg20_0_fulltrim,7,17,3189,659,1,19,0,0,0,7.543639168063862e-08,3.089874603238958e-05
10:20260820:205,10.0,20260820,205,exp0_000007_rxg20_0_fulltrim,7,18,3913,4020,1,4,1,1,1,7.553581696937949e-08,3.093947063065784e-05
10:20260820:206,10.0,20260820,206,exp0_000007_rxg20_0_fulltrim,7,19,3917,3909,1,8,0,1,1,7.506825170934671e-08,3.074795590014841e-05
10:20260820:207,10.0,20260820,207,exp0_000007_rxg20_0_fulltrim,7,20,2445,675,1,151,0,0,0,7.613776846516897e-08,3.118602996333321e-05
10:20260820:208,10.0,20260820,208,exp0_000007_rxg20_0_fulltrim,7,21,2817,349,1,41,0,0,0,7.40476230640739e-08,3.032990640704467e-05
10:20260820:209,10.0,20260820,209,exp0_000007_rxg20_0_fulltrim,7,22,1665,3912,1,81,0,0,0,7.543698867790678e-08,3.089899056247062e-05
10:20260820:210,10.0,20260820,210,exp0_000007_rxg20_0_fulltrim,7,23,3445,3960,1,3,1,1,1,7.428092260499718e-08,3.0425465899006848e-05
10:20260820:211,10.0,20260820,211,exp0_000007_rxg20_0_fulltrim,7,24,1785,3933,1,1808,0,0,0,7.651688032243237e-08,3.13413141800683e-05
10:20260820:212,10.0,20260820,212,exp0_000007_rxg20_0_fulltrim,7,25,2081,2896,1,7,0,1,1,7.74288743113423e-08,3.171486691792581e-05
10:20260820:213,10.0,20260820,213,exp0_000007_rxg20_0_fulltrim,7,26,3065,3936,1,14,0,0,1,7.512660494037791e-08,3.0771857383578794e-05
10:20260820:214,10.0,20260820,214,exp0_000007_rxg20_0_fulltrim,7,27,3397,594,1,64,0,0,0,7.371919007562718e-08,3.019538025497689e-05
10:20260820:215,10.0,20260820,215,exp0_000007_rxg20_0_fulltrim,7,28,2665,2666,1,38,0,0,0,7.35060430047761e-08,3.010807521475629e-05
10:20260820:216,10.0,20260820,216,exp0_000007_rxg20_0_fulltrim,7,29,3757,3938,1,12,0,0,1,7.161821531210997e-08,2.9334820991840247e-05
10:20260820:217,10.0,20260820,217,exp0_000007_rxg20_0_fulltrim,7,30,2445,3888,1,145,0,0,0,7.112091916618473e-08,2.9131128490469264e-05
10:20260820:218,10.0,20260820,218,exp0_000007_rxg20_0_fulltrim,7,31,1605,3977,1,49,0,0,0,6.910217361501786e-08,2.8304250312711316e-05
10:20260820:219,10.0,20260820,219,exp0_000008_rxg20_0_fulltrim,8,0,3293,33,1,812,0,0,0,7.054444238265006e-08,2.8895003599933465e-05
10:20260820:220,10.0,20260820,220,exp0_000008_rxg20_0_fulltrim,8,1,313,3923,1,3,1,1,1,6.833685137698464e-08,2.799077432401291e-05
10:20260820:221,10.0,20260820,221,exp0_000008_rxg20_0_fulltrim,8,2,1433,131,1,48,0,0,0,6.683691847673367e-08,2.7376401808070113e-05
10:20260820:222,10.0,20260820,222,exp0_000008_rxg20_0_fulltrim,8,4,3469,3469,0,1,1,1,1,7.13136941771441e-08,2.9210089134958224e-05
10:20260820:223,10.0,20260820,223,exp0_000008_rxg20_0_fulltrim,8,5,3985,948,1,152,0,0,0,7.040496867675282e-08,2.8837875169997956e-05
10:20260820:224,10.0,20260820,224,exp0_000008_rxg20_0_fulltrim,8,6,3165,3770,1,11,0,0,1,6.759133324391442e-08,2.7685410096707346e-05
10:20260820:225,10.0,20260820,225,exp0_000008_rxg20_0_fulltrim,8,8,3921,3535,1,36,0,0,0,6.809448491183336e-08,2.7891501019886943e-05
10:20260820:226,10.0,20260820,226,exp0_000008_rxg20_0_fulltrim,8,9,1381,108,1,79,0,0,0,6.732224866327172e-08,2.7575193052476094e-05
10:20260820:227,10.0,20260820,227,exp0_000008_rxg20_0_fulltrim,8,10,713,431,1,15,0,0,1,6.997767938204359e-08,2.8662857474885053e-05
10:20260820:228,10.0,20260820,228,exp0_000008_rxg20_0_fulltrim,8,11,997,998,1,2,1,1,1,6.87076636213099e-08,2.814265901928853e-05
10:20260820:229,10.0,20260820,229,exp0_000008_rxg20_0_fulltrim,8,12,3861,3861,0,1,1,1,1,7.272187621805969e-08,2.978688049891725e-05
10:20260820:230,10.0,20260820,230,exp0_000008_rxg20_0_fulltrim,8,13,1289,326,1,4,1,1,1,7.227994876358043e-08,2.9605867013562546e-05
10:20260820:231,10.0,20260820,231,exp0_000008_rxg20_0_fulltrim,8,14,2665,2666,1,3,1,1,1,7.212253973415986e-08,2.954139227511188e-05
10:20260820:232,10.0,20260820,232,exp0_000008_rxg20_0_fulltrim,8,15,1461,3896,1,3,1,1,1,7.114844035540807e-08,2.9142401169575146e-05
10:20260820:233,10.0,20260820,233,exp0_000008_rxg20_0_fulltrim,8,16,1677,3337,1,58,0,0,0,7.207331041825293e-08,2.9521227947316402e-05
10:20260820:234,10.0,20260820,234,exp0_000008_rxg20_0_fulltrim,8,17,1585,2951,1,3,1,1,1,7.343476408845749e-08,3.007887937063219e-05
10:20260820:235,10.0,20260820,235,exp0_000008_rxg20_0_fulltrim,8,18,1309,61,1,136,0,0,0,7.148642320319742e-08,2.928083894402966e-05
10:20260820:236,10.0,20260820,236,exp0_000008_rxg20_0_fulltrim,8,19,2905,495,1,140,0,0,0,7.370467330653716e-08,3.0189434186357622e-05
10:20260820:237,10.0,20260820,237,exp0_000008_rxg20_0_fulltrim,8,20,1513,3534,1,81,0,0,0,7.157919759579576e-08,2.9318839335237942e-05
10:20260820:238,10.0,20260820,238,exp0_000008_rxg20_0_fulltrim,8,21,1557,349,1,23,0,0,0,7.308006824804216e-08,2.993359595439807e-05
10:20260820:239,10.0,20260820,239,exp0_000008_rxg20_0_fulltrim,8,22,957,957,0,1,1,1,1,7.144188377162249e-08,2.926259559285657e-05
10:20260820:240,10.0,20260820,240,exp0_000008_rxg20_0_fulltrim,8,23,273,3932,1,19,0,0,0,7.28066349200592e-08,2.982159766325625e-05
10:20260820:241,10.0,20260820,241,exp0_000008_rxg20_0_fulltrim,8,24,2753,44,1,488,0,0,0,7.272724819931743e-08,2.9789080862440417e-05
10:20260820:242,10.0,20260820,242,exp0_000008_rxg20_0_fulltrim,8,25,1129,288,1,2,1,1,1,7.497954924048851e-08,3.0711623368904094e-05
10:20260820:243,10.0,20260820,243,exp0_000008_rxg20_0_fulltrim,8,26,865,387,1,28,0,0,0,7.252976206977067e-08,2.9708190543778066e-05
10:20260820:244,10.0,20260820,244,exp0_000008_rxg20_0_fulltrim,8,27,3909,3909,0,1,1,1,1,7.484709606667111e-08,3.065737054890849e-05
10:20260820:245,10.0,20260820,245,exp0_000008_rxg20_0_fulltrim,8,28,1273,1758,1,43,0,0,0,7.099657401431171e-08,2.9080196716262074e-05
10:20260820:246,10.0,20260820,246,exp0_000008_rxg20_0_fulltrim,8,29,3589,12,1,6,0,1,1,7.051968580823462e-08,2.8884863307052903e-05
10:20260820:247,10.0,20260820,247,exp0_000008_rxg20_0_fulltrim,8,30,797,443,1,3,1,1,1,7.209803868820428e-08,2.9531356646688476e-05
10:20260820:248,10.0,20260820,248,exp0_000008_rxg20_0_fulltrim,8,31,2821,2821,0,1,1,1,1,7.242692610736488e-08,2.9666068933576654e-05
10:20260821:0,10.0,20260821,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,3294,1,695,0,0,0,5.461110784836597e-08,2.2368709774690702e-05
10:20260821:1,10.0,20260821,1,exp0_000000_rxg20_0_fulltrim,0,1,313,193,1,2,1,1,1,5.516800773616521e-08,2.259681596873327e-05
10:20260821:2,10.0,20260821,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,2944,1,5,0,1,1,5.490116890765393e-08,2.248751878457505e-05
10:20260821:3,10.0,20260821,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,3980,1,19,0,0,0,5.706549947195974e-08,2.337402858371471e-05
10:20260821:4,10.0,20260821,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,1425,1,50,0,0,0,5.727483806912936e-08,2.3459773673115387e-05
10:20260821:5,10.0,20260821,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,3985,0,1,1,1,1,5.998009479350775e-08,2.4567846827420775e-05
10:20260821:6,10.0,20260821,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,3795,1,6,0,1,1,6.021993173101038e-08,2.4666084037021852e-05
10:20260821:7,10.0,20260821,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,4046,1,88,0,0,0,6.297640756193777e-08,2.5795136537369707e-05
10:20260821:8,10.0,20260821,8,exp0_000000_rxg20_0_fulltrim,0,8,849,462,1,28,0,0,0,6.501240630023145e-08,2.6629081620574803e-05
10:20260821:9,10.0,20260821,9,exp0_000000_rxg20_0_fulltrim,0,9,665,665,0,1,1,1,1,6.361536648147813e-08,2.605685411081344e-05
10:20260821:10,10.0,20260821,10,exp0_000000_rxg20_0_fulltrim,0,10,713,713,0,1,1,1,1,6.285975786989332e-08,2.5747356823508304e-05
10:20260821:11,10.0,20260821,11,exp0_000000_rxg20_0_fulltrim,0,11,797,604,1,29,0,0,0,6.41980468785086e-08,2.629552000143712e-05
10:20260821:12,10.0,20260821,12,exp0_000000_rxg20_0_fulltrim,0,12,3881,755,1,3,1,1,1,6.638878275846576e-08,2.7192845417867575e-05
10:20260821:13,10.0,20260821,13,exp0_000000_rxg20_0_fulltrim,0,13,693,693,0,1,1,1,1,6.707617489640913e-08,2.747440123756918e-05
10:20260821:14,10.0,20260821,14,exp0_000000_rxg20_0_fulltrim,0,14,2437,4074,1,891,0,0,0,6.669297009117698e-08,2.731744054934609e-05
10:20260821:15,10.0,20260821,15,exp0_000000_rxg20_0_fulltrim,0,15,1117,3947,1,3,1,1,1,6.649173228138338e-08,2.7235013542454633e-05
10:20260821:16,10.0,20260821,16,exp0_000000_rxg20_0_fulltrim,0,16,3705,3705,0,1,1,1,1,6.725976160509957e-08,2.7549598353448786e-05
10:20260821:17,10.0,20260821,17,exp0_000000_rxg20_0_fulltrim,0,17,3961,3961,0,1,1,1,1,6.763267734756565e-08,2.770234464156289e-05
10:20260821:18,10.0,20260821,18,exp0_000000_rxg20_0_fulltrim,0,18,661,3874,1,11,0,0,1,6.599972254066516e-08,2.7033486352656448e-05
10:20260821:19,10.0,20260821,19,exp0_000000_rxg20_0_fulltrim,0,19,73,3391,1,470,0,0,0,6.574391180668965e-08,2.692870627602008e-05
10:20260821:20,10.0,20260821,20,exp0_000000_rxg20_0_fulltrim,0,20,2989,3650,1,101,0,0,0,6.626869349066005e-08,2.714365685377436e-05
10:20260821:21,10.0,20260821,21,exp0_000000_rxg20_0_fulltrim,0,21,693,3172,1,3,1,1,1,6.652362307658597e-08,2.7248076012169612e-05
10:20260821:22,10.0,20260821,22,exp0_000000_rxg20_0_fulltrim,0,22,3273,595,1,3,1,1,1,6.679654523945706e-08,2.7359864930081614e-05
10:20260821:23,10.0,20260821,23,exp0_000000_rxg20_0_fulltrim,0,23,3277,4027,1,3,1,1,1,6.76383617920378e-08,2.770467299001868e-05
10:20260821:24,10.0,20260821,24,exp0_000000_rxg20_0_fulltrim,0,24,893,800,1,86,0,0,0,6.80420313290309e-08,2.7870016032371058e-05
10:20260821:25,10.0,20260821,25,exp0_000000_rxg20_0_fulltrim,0,25,3605,274,1,30,0,0,0,6.842685608202886e-08,2.802764025119902e-05
10:20260821:26,10.0,20260821,26,exp0_000000_rxg20_0_fulltrim,0,26,357,79,1,17,0,0,0,6.476401392503328e-08,2.652734010369363e-05
10:20260821:27,10.0,20260821,27,exp0_000000_rxg20_0_fulltrim,0,27,1981,3370,1,11,0,0,1,6.694602402354048e-08,2.742109144004218e-05
10:20260821:28,10.0,20260821,28,exp0_000000_rxg20_0_fulltrim,0,28,3501,494,1,93,0,0,0,6.276138429432516e-08,2.5707063006955586e-05
10:20260821:29,10.0,20260821,29,exp0_000000_rxg20_0_fulltrim,0,29,2269,3940,1,127,0,0,0,6.393811427330359e-08,2.618905160634515e-05
10:20260821:30,10.0,20260821,30,exp0_000000_rxg20_0_fulltrim,0,30,2677,464,1,699,0,0,0,6.23435032529794e-08,2.5535898932420362e-05
10:20260821:31,10.0,20260821,31,exp0_000000_rxg20_0_fulltrim,0,31,1909,3764,1,79,0,0,0,6.194128315506919e-08,2.537114958031634e-05
10:20260821:32,10.0,20260821,32,exp0_000002_rxg20_0_fulltrim,2,1,313,3937,1,142,0,0,0,2.8571456172268963e-08,1.1702868448161367e-05
10:20260821:33,10.0,20260821,33,exp0_000002_rxg20_0_fulltrim,2,2,1433,3842,1,28,0,0,0,2.8822207680385437e-08,1.1805576265885875e-05
10:20260821:34,10.0,20260821,34,exp0_000002_rxg20_0_fulltrim,2,3,2865,3142,1,968,0,0,0,3.087116764368785e-08,1.2644830266854542e-05
10:20260821:35,10.0,20260821,35,exp0_000002_rxg20_0_fulltrim,2,4,3469,3900,1,214,0,0,0,2.938706659844156e-08,1.2036942478721663e-05
10:20260821:36,10.0,20260821,36,exp0_000002_rxg20_0_fulltrim,2,5,3985,856,1,8,0,1,1,3.0635793243844216e-08,1.2548420912678592e-05
10:20260821:37,10.0,20260821,37,exp0_000002_rxg20_0_fulltrim,2,6,3165,776,1,7,0,1,1,2.944709671099476e-08,1.2061530812823453e-05
10:20260821:38,10.0,20260821,38,exp0_000002_rxg20_0_fulltrim,2,8,173,173,0,1,1,1,1,2.844139065605319e-08,1.1649593612719387e-05
10:20260821:39,10.0,20260821,39,exp0_000002_rxg20_0_fulltrim,2,9,1669,574,1,487,0,0,0,2.8904408243193406e-08,1.1839245616412018e-05
10:20260821:40,10.0,20260821,40,exp0_000002_rxg20_0_fulltrim,2,10,53,53,0,1,1,1,1,3.0146085913362616e-08,1.2347836790113328e-05
10:20260821:41,10.0,20260821,41,exp0_000002_rxg20_0_fulltrim,2,11,541,3626,1,30,0,0,0,2.918315687256153e-08,1.1953421055001202e-05
10:20260821:42,10.0,20260821,42,exp0_000002_rxg20_0_fulltrim,2,12,213,3990,1,30,0,0,0,2.973033652740225e-08,1.217754584162396e-05
10:20260821:43,10.0,20260821,43,exp0_000002_rxg20_0_fulltrim,2,13,1301,1301,0,1,1,1,1,3.006001965050024e-08,1.23125840488449e-05
10:20260821:44,10.0,20260821,44,exp0_000002_rxg20_0_fulltrim,2,14,2677,3413,1,3,1,1,1,2.8955769661715394e-08,1.1860283253438625e-05
10:20260821:45,10.0,20260821,45,exp0_000002_rxg20_0_fulltrim,2,15,1117,3859,1,6,0,1,1,2.915803053910802e-08,1.1943129308818645e-05
10:20260821:46,10.0,20260821,46,exp0_000002_rxg20_0_fulltrim,2,16,3085,3946,1,12,0,0,1,2.7375284707791176e-08,1.1212916616311265e-05
10:20260821:47,10.0,20260821,47,exp0_000002_rxg20_0_fulltrim,2,17,2501,285,1,4,1,1,1,2.8294015271034982e-08,1.1589228655015929e-05
10:20260821:48,10.0,20260821,48,exp0_000002_rxg20_0_fulltrim,2,18,1409,61,1,13,0,0,1,2.9683665142736638e-08,1.2158429242464927e-05
10:20260821:49,10.0,20260821,49,exp0_000002_rxg20_0_fulltrim,2,19,2009,465,1,470,0,0,0,2.877050545110491e-08,1.1784399032772571e-05
10:20260821:50,10.0,20260821,50,exp0_000002_rxg20_0_fulltrim,2,20,153,3984,1,111,0,0,0,2.871050379445332e-08,1.175982235420808e-05
10:20260821:51,10.0,20260821,51,exp0_000002_rxg20_0_fulltrim,2,21,2085,3873,1,427,0,0,0,3.0583522438251264e-08,1.2527010790707717e-05
10:20260821:52,10.0,20260821,52,exp0_000002_rxg20_0_fulltrim,2,23,1589,1254,1,79,0,0,0,3.0654694840829973e-08,1.2556163006803957e-05
10:20260821:53,10.0,20260821,53,exp0_000002_rxg20_0_fulltrim,2,24,169,130,1,23,0,0,0,2.970387430237634e-08,1.216670691425335e-05
10:20260821:54,10.0,20260821,54,exp0_000002_rxg20_0_fulltrim,2,25,2949,1019,1,29,0,0,0,3.068795020769464e-08,1.2569784405071725e-05
10:20260821:55,10.0,20260821,55,exp0_000002_rxg20_0_fulltrim,2,26,3433,3434,1,2,1,1,1,3.0631302435411055e-08,1.2546581477544368e-05
10:20260821:56,10.0,20260821,56,exp0_000002_rxg20_0_fulltrim,2,27,2973,144,1,13,0,0,1,3.035187150887835e-08,1.2432126570036572e-05
10:20260821:57,10.0,20260821,57,exp0_000002_rxg20_0_fulltrim,2,28,989,469,1,82,0,0,0,2.9685597820806067e-08,1.2159220867402165e-05
10:20260821:58,10.0,20260821,58,exp0_000002_rxg20_0_fulltrim,2,29,2545,3788,1,5,0,1,1,3.026040489320457e-08,1.2394661844256592e-05
10:20260821:59,10.0,20260821,59,exp0_000002_rxg20_0_fulltrim,2,30,2897,2897,0,1,1,1,1,3.020611617388162e-08,1.2372425184821912e-05
10:20260821:60,10.0,20260821,60,exp0_000002_rxg20_0_fulltrim,2,31,3949,506,1,28,0,0,0,2.9340935267037116e-08,1.2018047085378403e-05
10:20260821:61,10.0,20260821,61,exp0_000003_rxg20_0_fulltrim,3,0,3293,148,1,108,0,0,0,5.121082167596095e-08,2.0975952558473605e-05
10:20260821:62,10.0,20260821,62,exp0_000003_rxg20_0_fulltrim,3,1,313,4094,1,2,1,1,1,5.104155990421327e-08,2.0906622936765755e-05
10:20260821:63,10.0,20260821,63,exp0_000003_rxg20_0_fulltrim,3,2,1433,466,1,14,0,0,1,5.190583120022059e-08,2.126062845961035e-05
10:20260821:64,10.0,20260821,64,exp0_000003_rxg20_0_fulltrim,3,3,2865,59,1,27,0,0,0,5.050714270918412e-08,2.0687725653681817e-05
10:20260821:65,10.0,20260821,65,exp0_000003_rxg20_0_fulltrim,3,4,3469,4035,1,10,0,0,1,5.363718742013514e-08,2.1969791967287353e-05
10:20260821:66,10.0,20260821,66,exp0_000003_rxg20_0_fulltrim,3,5,3985,3985,0,1,1,1,1,5.4426619992905013e-08,2.2293143549093895e-05
10:20260821:67,10.0,20260821,67,exp0_000003_rxg20_0_fulltrim,3,6,3165,164,1,4,1,1,1,5.551768183468996e-08,2.2740042479489008e-05
10:20260821:68,10.0,20260821,68,exp0_000003_rxg20_0_fulltrim,3,7,1669,4094,1,22,0,0,0,5.623764731608835e-08,2.303494034066979e-05
10:20260821:69,10.0,20260821,69,exp0_000003_rxg20_0_fulltrim,3,8,3949,3901,1,193,0,0,0,5.5429028909629816e-08,2.2703730241384372e-05
10:20260821:70,10.0,20260821,70,exp0_000003_rxg20_0_fulltrim,3,9,1669,3320,1,33,0,0,0,5.510321109689072e-08,2.2570275265286438e-05
10:20260821:71,10.0,20260821,71,exp0_000003_rxg20_0_fulltrim,3,10,969,411,1,2,1,1,1,5.236998567475801e-08,2.1450746132380882e-05
10:20260821:72,10.0,20260821,72,exp0_000003_rxg20_0_fulltrim,3,11,541,3675,1,3,1,1,1,5.146162982794843e-08,2.1078683577527676e-05
10:20260821:73,10.0,20260821,73,exp0_000003_rxg20_0_fulltrim,3,12,3881,3881,0,1,1,1,1,5.3372025464603164e-08,2.1861181630301456e-05
10:20260821:74,10.0,20260821,74,exp0_000003_rxg20_0_fulltrim,3,13,1385,421,1,7,0,1,1,5.518114853351036e-08,2.2602198439325845e-05
10:20260821:75,10.0,20260821,75,exp0_000003_rxg20_0_fulltrim,3,14,2485,75,1,29,0,0,0,5.4668958061153547e-08,2.2392405221848493e-05
10:20260821:76,10.0,20260821,76,exp0_000003_rxg20_0_fulltrim,3,15,1441,3815,1,99,0,0,0,5.768076175710014e-08,2.362604001570822e-05
10:20260821:77,10.0,20260821,77,exp0_000003_rxg20_0_fulltrim,3,16,781,781,0,1,1,1,1,6.088178022130336e-08,2.4937177178645855e-05
10:20260821:78,10.0,20260821,78,exp0_000003_rxg20_0_fulltrim,3,17,1501,3454,1,2,1,1,1,6.054959530028768e-08,2.4801114234997833e-05
10:20260821:79,10.0,20260821,79,exp0_000003_rxg20_0_fulltrim,3,18,3913,283,1,3,1,1,1,6.12067164916302e-08,2.5070271074971727e-05
10:20260821:80,10.0,20260821,80,exp0_000003_rxg20_0_fulltrim,3,19,3937,245,1,372,0,0,0,6.201544848585949e-08,2.5401527699808048e-05
10:20260821:81,10.0,20260821,81,exp0_000003_rxg20_0_fulltrim,3,20,1881,469,1,29,0,0,0,6.272461308789527e-08,2.5692001520801904e-05
10:20260821:82,10.0,20260821,82,exp0_000003_rxg20_0_fulltrim,3,21,3693,3910,1,46,0,0,0,6.367111348141865e-08,2.607968808198908e-05
10:20260821:83,10.0,20260821,83,exp0_000003_rxg20_0_fulltrim,3,22,1329,112,1,42,0,0,0,6.604347503916389e-08,2.7051407376041526e-05
10:20260821:84,10.0,20260821,84,exp0_000003_rxg20_0_fulltrim,3,23,2549,182,1,526,0,0,0,6.756247987885564e-08,2.767359175837927e-05
10:20260821:85,10.0,20260821,85,exp0_000003_rxg20_0_fulltrim,3,24,1289,3664,1,70,0,0,0,6.735450534052649e-08,2.758840538747965e-05
10:20260821:86,10.0,20260821,86,exp0_000003_rxg20_0_fulltrim,3,25,2737,3515,1,37,0,0,0,6.70837727965835e-08,2.7477513337480604e-05
10:20260821:87,10.0,20260821,87,exp0_000003_rxg20_0_fulltrim,3,26,769,3722,1,5,0,1,1,7.144233516283017e-08,2.9262780482695236e-05
10:20260821:88,10.0,20260821,88,exp0_000003_rxg20_0_fulltrim,3,27,125,125,0,1,1,1,1,7.061066522452057e-08,2.8922128475963628e-05
10:20260821:89,10.0,20260821,89,exp0_000003_rxg20_0_fulltrim,3,28,1081,3503,1,156,0,0,0,7.266508263716313e-08,2.976361784818202e-05
10:20260821:90,10.0,20260821,90,exp0_000003_rxg20_0_fulltrim,3,29,3285,1019,1,3,1,1,1,7.51784529148212e-08,3.079309431391077e-05
10:20260821:91,10.0,20260821,91,exp0_000003_rxg20_0_fulltrim,3,30,1741,584,1,455,0,0,0,7.734548353416439e-08,3.168071005559373e-05
10:20260821:92,10.0,20260821,92,exp0_000003_rxg20_0_fulltrim,3,31,2133,3816,1,46,0,0,0,7.826555026098304e-08,3.2057569386898655e-05
10:20260821:93,10.0,20260821,93,exp0_000004_rxg20_0_fulltrim,4,1,313,26,1,88,0,0,0,8.157081366743916e-08,3.341140527818308e-05
10:20260821:94,10.0,20260821,94,exp0_000004_rxg20_0_fulltrim,4,2,1433,342,1,297,0,0,0,8.030162244751467e-08,3.289154455450201e-05
10:20260821:95,10.0,20260821,95,exp0_000004_rxg20_0_fulltrim,4,4,3469,4063,1,2,1,1,1,7.58633036501803e-08,3.1073609175113855e-05
10:20260821:96,10.0,20260821,96,exp0_000004_rxg20_0_fulltrim,4,5,3985,3696,1,4,1,1,1,7.015064903730328e-08,2.8733705845679422e-05
10:20260821:97,10.0,20260821,97,exp0_000004_rxg20_0_fulltrim,4,6,3165,4026,1,364,0,0,0,6.721845937988267e-08,2.753268096199994e-05
10:20260821:98,10.0,20260821,98,exp0_000004_rxg20_0_fulltrim,4,7,1669,572,1,227,0,0,0,6.0957886044426e-08,2.4968350123796887e-05
10:20260821:99,10.0,20260821,99,exp0_000004_rxg20_0_fulltrim,4,8,3245,3909,1,57,0,0,0,5.7288762375525745e-08,2.3465477069015345e-05
10:20260821:100,10.0,20260821,100,exp0_000004_rxg20_0_fulltrim,4,9,1381,201,1,71,0,0,0,5.143671891759314e-08,2.106848006864615e-05
10:20260821:101,10.0,20260821,101,exp0_000004_rxg20_0_fulltrim,4,10,709,28,1,1046,0,0,0,4.895049323003227e-08,2.0050122027021218e-05
10:20260821:102,10.0,20260821,102,exp0_000004_rxg20_0_fulltrim,4,11,609,610,1,9,0,0,1,4.6849944792774036e-08,1.9189737387120245e-05
10:20260821:103,10.0,20260821,103,exp0_000004_rxg20_0_fulltrim,4,12,213,4011,1,3,1,1,1,4.5580639758656736e-08,1.86698300451458e-05
10:20260821:104,10.0,20260821,104,exp0_000004_rxg20_0_fulltrim,4,13,1385,3746,1,9,0,0,1,4.4617085211113114e-08,1.827515810247193e-05
10:20260821:105,10.0,20260821,105,exp0_000004_rxg20_0_fulltrim,4,14,2473,1416,1,130,0,0,0,4.4256107747480834e-08,1.812730173336815e-05
10:20260821:106,10.0,20260821,106,exp0_000004_rxg20_0_fulltrim,4,15,1449,3580,1,10,0,0,1,4.563515593836338e-08,1.869215987235364e-05
10:20260821:107,10.0,20260821,107,exp0_000004_rxg20_0_fulltrim,4,16,3157,169,1,3,1,1,1,4.70494773734987e-08,1.9271465932185065e-05
10:20260821:108,10.0,20260821,108,exp0_000004_rxg20_0_fulltrim,4,17,1013,1061,1,5,0,1,1,4.915906440463978e-08,2.0135552780140454e-05
10:20260821:109,10.0,20260821,109,exp0_000004_rxg20_0_fulltrim,4,18,2033,3484,1,645,0,0,0,5.006619798609439e-08,2.0507114695104263e-05
10:20260821:110,10.0,20260821,110,exp0_000004_rxg20_0_fulltrim,4,19,1361,19,1,44,0,0,0,5.239450365795853e-08,2.1460788698299813e-05
10:20260821:111,10.0,20260821,111,exp0_000004_rxg20_0_fulltrim,4,20,185,185,0,1,1,1,1,5.395148196945539e-08,2.2098527014688926e-05
10:20260821:112,10.0,20260821,112,exp0_000004_rxg20_0_fulltrim,4,21,2965,2966,1,25,0,0,0,5.7458506812434e-08,2.3535004390372967e-05
10:20260821:113,10.0,20260821,113,exp0_000004_rxg20_0_fulltrim,4,22,3321,3865,1,71,0,0,0,5.831985063599937e-08,2.388781082050534e-05
10:20260821:114,10.0,20260821,114,exp0_000004_rxg20_0_fulltrim,4,23,2253,67,1,22,0,0,0,6.212196775232584e-08,2.5445157991352664e-05
10:20260821:115,10.0,20260821,115,exp0_000004_rxg20_0_fulltrim,4,24,3105,226,1,32,0,0,0,6.49452103014986e-08,2.6601558139493826e-05
10:20260821:116,10.0,20260821,116,exp0_000004_rxg20_0_fulltrim,4,25,2373,3837,1,34,0,0,0,5.8547636028418385e-08,2.398111171724017e-05
10:20260821:117,10.0,20260821,117,exp0_000004_rxg20_0_fulltrim,4,26,3849,1057,1,21,0,0,0,5.850730340253594e-08,2.396459147367872e-05
