file_name,input_iq,experiment_id,corridor_id,position_id,sf,tx_power_dbm,preamble_len,status,error,sync_returncode,sync_elapsed_s,header_returncode,header_elapsed_s,probe_returncode,probe_elapsed_s,probe_file_name,probe_input_iq,probe_symbol_csv,probe_detected_events,probe_framesync_valid,probe_header_valid_packets,probe_traditional_fft_crc_valid,probe_traditional_fft_crc_valid_rate,probe_multi_offset_argmax_crc_valid,probe_multi_offset_argmax_crc_valid_rate,probe_current_selected_crc_valid,probe_current_selected_crc_valid_rate,probe_savaux_paper_crc_valid,probe_savaux_paper_crc_valid_rate,probe_savaux_codec_crc_valid,probe_savaux_codec_crc_valid_rate,probe_savaux_codec_extra_crc_valid_vs_paper,probe_savaux_codec_mean_symbol_change_count,probe_note
1_1_7_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_7_12_14_16.bin,1,1,7,12,14,16,ok,,0,192.453,0,0.312,0,17.000,1_1_7_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_7_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_7_12_14_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_10_12_6_16.bin,1,0,10,12,6,16,ok,,0,204.860,0,0.312,0,16.891,1_0_10_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_10_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_10_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_11_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_11_12_6_16.bin,1,0,11,12,6,16,ok,,0,204.968,0,0.297,0,16.782,1_0_11_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_11_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_11_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_12_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_12_12_6_16.bin,1,0,12,12,6,16,ok,,0,190.562,0,0.266,0,16.703,1_0_12_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_12_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_12_12_6_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_13_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_13_12_6_16.bin,1,0,13,12,6,16,ok,,0,208.750,0,0.297,0,17.562,1_0_13_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_13_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_13_12_6_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_14_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_14_12_6_16.bin,1,0,14,12,6,16,ok,,0,189.422,0,0.281,0,15.953,1_0_14_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_14_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_14_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_15_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_15_12_6_16.bin,1,0,15,12,6,16,ok,,0,186.937,0,0.297,0,17.610,1_0_15_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_15_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_15_12_6_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_16_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_16_12_6_16.bin,1,0,16,12,6,16,ok,,0,207.437,0,0.297,0,19.453,1_0_16_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_16_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_16_12_6_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_8_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_8_12_6_16.bin,1,0,8,12,6,16,sync_failed,,1073807364,124.453,,,,,,,,,,,,,,,,,,,,,,,
1_0_9_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_0_9_12_6_16.bin,1,0,9,12,6,16,sync_failed,,3221226091,0.219,,,,,,,,,,,,,,,,,,,,,,,
1_1_0_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_0_12_6_16.bin,1,1,0,12,6,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_1_1_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_1_12_6_16.bin,1,1,1,12,6,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_1_2_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_2_12_6_16.bin,1,1,2,12,6,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_3_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_3_12_6_16.bin,1,1,3,12,6,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_4_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_4_12_6_16.bin,1,1,4,12,6,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_5_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_5_12_6_16.bin,1,1,5,12,6,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_1_6_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_6_12_6_16.bin,1,1,6,12,6,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_1_7_12_6_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP6\1_1_7_12_6_16.bin,1,1,7,12,6,16,sync_failed,,3221226091,0.141,,,,,,,,,,,,,,,,,,,,,,,
1_0_10_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_10_12_2_16.bin,1,0,10,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_0_11_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_11_12_2_16.bin,1,0,11,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_0_12_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_12_12_2_16.bin,1,0,12,12,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_13_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_13_12_2_16.bin,1,0,13,12,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_14_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_14_12_2_16.bin,1,0,14,12,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_15_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_15_12_2_16.bin,1,0,15,12,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_0_16_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_16_12_2_16.bin,1,0,16,12,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_8_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_8_12_2_16.bin,1,0,8,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_0_9_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_9_12_2_16.bin,1,0,9,12,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_1_0_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_0_12_2_16.bin,1,1,0,12,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_1_1_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_1_12_2_16.bin,1,1,1,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_2_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_2_12_2_16.bin,1,1,2,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_3_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_3_12_2_16.bin,1,1,3,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_4_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_4_12_2_16.bin,1,1,4,12,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_1_5_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_5_12_2_16.bin,1,1,5,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_6_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_6_12_2_16.bin,1,1,6,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_7_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_1_7_12_2_16.bin,1,1,7,12,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_0_10_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_10_11_2_16.bin,1,0,10,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_11_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_11_11_2_16.bin,1,0,11,11,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_0_12_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_12_11_2_16.bin,1,0,12,11,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_0_13_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_13_11_2_16.bin,1,0,13,11,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_0_14_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_14_11_2_16.bin,1,0,14,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_15_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_15_11_2_16.bin,1,0,15,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_16_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_16_11_2_16.bin,1,0,16,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_0_8_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_8_11_2_16.bin,1,0,8,11,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_0_9_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_9_11_2_16.bin,1,0,9,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_1_0_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_0_11_2_16.bin,1,1,0,11,2,16,sync_failed,,3221226091,0.109,,,,,,,,,,,,,,,,,,,,,,,
1_1_1_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_1_11_2_16.bin,1,1,1,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
1_1_2_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_2_11_2_16.bin,1,1,2,11,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_1_3_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_3_11_2_16.bin,1,1,3,11,2,16,sync_failed,,3221226091,0.110,,,,,,,,,,,,,,,,,,,,,,,
1_1_4_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_4_11_2_16.bin,1,1,4,11,2,16,sync_failed,,3221226091,0.125,,,,,,,,,,,,,,,,,,,,,,,
