source_dataset,target_snr_db,symbol_count,packet_count,n_bins,argmax_correct_rate,mean_abs_distance_bins,median_abs_distance_bins,p75_abs_distance_bins,p90_abs_distance_bins,p95_abs_distance_bins,p99_abs_distance_bins,mean_distance_fraction_of_half_band,gt_rank_mean,gt_rank_median,gt_top8_recall,gt_top16_recall,gt_top32_recall,wrong_argmax_symbol_count,wrong_argmax_mean_abs_distance_bins,wrong_argmax_median_abs_distance_bins,wrong_argmax_p90_abs_distance_bins,gt_within_pm0_bins_rate,wrong_argmax_gt_within_pm0_bins_rate,random_within_pm0_bins_rate,gt_within_pm1_bins_rate,wrong_argmax_gt_within_pm1_bins_rate,random_within_pm1_bins_rate,gt_within_pm2_bins_rate,wrong_argmax_gt_within_pm2_bins_rate,random_within_pm2_bins_rate,gt_within_pm4_bins_rate,wrong_argmax_gt_within_pm4_bins_rate,random_within_pm4_bins_rate,gt_within_pm8_bins_rate,wrong_argmax_gt_within_pm8_bins_rate,random_within_pm8_bins_rate,gt_within_pm16_bins_rate,wrong_argmax_gt_within_pm16_bins_rate,random_within_pm16_bins_rate,gt_within_pm32_bins_rate,wrong_argmax_gt_within_pm32_bins_rate,random_within_pm32_bins_rate,gt_within_pm64_bins_rate,wrong_argmax_gt_within_pm64_bins_rate,random_within_pm64_bins_rate,gt_within_pm128_bins_rate,wrong_argmax_gt_within_pm128_bins_rate,random_within_pm128_bins_rate,gt_within_pm256_bins_rate,wrong_argmax_gt_within_pm256_bins_rate,random_within_pm256_bins_rate,packet_index,event_index,frame_index
0_0_0_10_14_16_extreme_snr,-27.0,35,1,1024,0.08571428571428572,234.9142857142857,253.0,395.0,444.8,502.09999999999997,508.98,0.4588169642857143,111.14285714285714,40.0,0.2,0.3142857142857143,0.42857142857142855,32,256.9375,258.5,447.20000000000005,0.08571428571428572,0.0,0.0009765625,0.08571428571428572,0.0,0.0029296875,0.08571428571428572,0.0,0.0048828125,0.08571428571428572,0.0,0.0087890625,0.08571428571428572,0.0,0.0166015625,0.11428571428571428,0.03125,0.0322265625,0.17142857142857143,0.09375,0.0634765625,0.2571428571428571,0.1875,0.1259765625,0.34285714285714286,0.28125,0.2509765625,0.5142857142857142,0.46875,0.5009765625,12,12,9
0_0_0_10_14_16_extreme_snr,-27.0,35,1,1024,0.0,233.57142857142858,220.0,294.5,438.0,448.09999999999997,469.4999999999999,0.45619419642857145,237.0,109.0,0.14285714285714285,0.22857142857142856,0.2571428571428571,35,233.57142857142858,220.0,438.0,0.0,0.0,0.0009765625,0.0,0.0,0.0029296875,0.0,0.0,0.0048828125,0.0,0.0,0.0087890625,0.0,0.0,0.0166015625,0.02857142857142857,0.02857142857142857,0.0322265625,0.05714285714285714,0.05714285714285714,0.0634765625,0.08571428571428572,0.08571428571428572,0.1259765625,0.22857142857142856,0.22857142857142856,0.2509765625,0.6,0.6,0.5009765625,13,13,10
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.08571428571428572,207.57142857142858,190.0,287.5,416.2,474.0999999999999,500.65999999999997,0.40541294642857145,215.94285714285715,84.0,0.2571428571428571,0.3142857142857143,0.4,32,227.03125,199.5,418.3,0.08571428571428572,0.0,0.0009765625,0.08571428571428572,0.0,0.0029296875,0.08571428571428572,0.0,0.0048828125,0.08571428571428572,0.0,0.0087890625,0.11428571428571428,0.03125,0.0166015625,0.11428571428571428,0.03125,0.0322265625,0.11428571428571428,0.03125,0.0634765625,0.22857142857142856,0.15625,0.1259765625,0.37142857142857144,0.3125,0.2509765625,0.6285714285714286,0.59375,0.5009765625,1,1,0
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.05714285714285714,244.71428571428572,221.0,389.5,480.0,503.79999999999995,508.0,0.4779575892857143,222.88571428571427,88.0,0.2,0.34285714285714286,0.42857142857142855,33,259.54545454545456,230.0,482.0,0.05714285714285714,0.0,0.0009765625,0.05714285714285714,0.0,0.0029296875,0.05714285714285714,0.0,0.0048828125,0.05714285714285714,0.0,0.0087890625,0.05714285714285714,0.0,0.0166015625,0.05714285714285714,0.0,0.0322265625,0.05714285714285714,0.0,0.0634765625,0.17142857142857143,0.12121212121212122,0.1259765625,0.34285714285714286,0.30303030303030304,0.2509765625,0.5428571428571428,0.5151515151515151,0.5009765625,2,2,1
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.05714285714285714,277.4,298.0,389.0,463.2,475.79999999999995,491.87999999999994,0.541796875,103.45714285714286,27.0,0.2857142857142857,0.4857142857142857,0.5142857142857142,33,294.2121212121212,299.0,464.6,0.05714285714285714,0.0,0.0009765625,0.05714285714285714,0.0,0.0029296875,0.05714285714285714,0.0,0.0048828125,0.05714285714285714,0.0,0.0087890625,0.05714285714285714,0.0,0.0166015625,0.08571428571428572,0.030303030303030304,0.0322265625,0.08571428571428572,0.030303030303030304,0.0634765625,0.11428571428571428,0.06060606060606061,0.1259765625,0.17142857142857143,0.12121212121212122,0.2509765625,0.37142857142857144,0.3333333333333333,0.5009765625,3,3,2
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.02857142857142857,246.0,270.0,387.5,424.80000000000007,439.79999999999995,451.91999999999996,0.48046875,134.8,34.0,0.4,0.4,0.4857142857142857,34,253.23529411764707,288.5,427.59999999999997,0.02857142857142857,0.0,0.0009765625,0.02857142857142857,0.0,0.0029296875,0.02857142857142857,0.0,0.0048828125,0.02857142857142857,0.0,0.0087890625,0.02857142857142857,0.0,0.0166015625,0.02857142857142857,0.0,0.0322265625,0.05714285714285714,0.029411764705882353,0.0634765625,0.2,0.17647058823529413,0.1259765625,0.2857142857142857,0.2647058823529412,0.2509765625,0.45714285714285713,0.4411764705882353,0.5009765625,5,5,3
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.08571428571428572,238.0857142857143,215.0,361.5,472.20000000000005,498.2,506.28,0.4650111607142857,131.74285714285713,23.0,0.2857142857142857,0.34285714285714286,0.6,32,260.40625,253.0,477.3,0.08571428571428572,0.0,0.0009765625,0.08571428571428572,0.0,0.0029296875,0.08571428571428572,0.0,0.0048828125,0.08571428571428572,0.0,0.0087890625,0.11428571428571428,0.03125,0.0166015625,0.11428571428571428,0.03125,0.0322265625,0.11428571428571428,0.03125,0.0634765625,0.14285714285714285,0.0625,0.1259765625,0.2857142857142857,0.21875,0.2509765625,0.5428571428571428,0.5,0.5009765625,6,6,4
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.08571428571428572,212.0857142857143,180.0,354.0,463.8,491.9,501.65999999999997,0.4142299107142857,109.62857142857143,54.0,0.2857142857142857,0.42857142857142855,0.4857142857142857,32,231.96875,186.5,470.70000000000005,0.08571428571428572,0.0,0.0009765625,0.08571428571428572,0.0,0.0029296875,0.08571428571428572,0.0,0.0048828125,0.08571428571428572,0.0,0.0087890625,0.14285714285714285,0.0625,0.0166015625,0.14285714285714285,0.0625,0.0322265625,0.17142857142857143,0.09375,0.0634765625,0.2857142857142857,0.21875,0.1259765625,0.4,0.34375,0.2509765625,0.6571428571428571,0.625,0.5009765625,8,8,5
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.02857142857142857,264.0571428571429,260.0,377.0,455.00000000000006,476.49999999999994,498.2199999999999,0.5157366071428572,214.42857142857142,107.0,0.2,0.2857142857142857,0.34285714285714286,34,271.8235294117647,262.0,458.5,0.02857142857142857,0.0,0.0009765625,0.02857142857142857,0.0,0.0029296875,0.02857142857142857,0.0,0.0048828125,0.02857142857142857,0.0,0.0087890625,0.02857142857142857,0.0,0.0166015625,0.02857142857142857,0.0,0.0322265625,0.05714285714285714,0.029411764705882353,0.0634765625,0.08571428571428572,0.058823529411764705,0.1259765625,0.22857142857142856,0.20588235294117646,0.2509765625,0.4857142857142857,0.47058823529411764,0.5009765625,9,9,6
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.08571428571428572,227.9142857142857,237.0,324.0,471.0,483.29999999999995,500.23999999999995,0.4451450892857143,170.42857142857142,37.0,0.2571428571428571,0.3142857142857143,0.4,32,249.28125,250.5,472.5,0.08571428571428572,0.0,0.0009765625,0.08571428571428572,0.0,0.0029296875,0.08571428571428572,0.0,0.0048828125,0.11428571428571428,0.03125,0.0087890625,0.14285714285714285,0.0625,0.0166015625,0.14285714285714285,0.0625,0.0322265625,0.17142857142857143,0.09375,0.0634765625,0.22857142857142856,0.15625,0.1259765625,0.3142857142857143,0.25,0.2509765625,0.6285714285714286,0.59375,0.5009765625,10,10,7
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.2,228.0,194.0,401.5,462.0,475.79999999999995,493.19999999999993,0.4453125,66.77142857142857,13.0,0.4,0.5714285714285714,0.7142857142857143,28,285.0,288.0,467.0,0.2,0.0,0.0009765625,0.2,0.0,0.0029296875,0.2,0.0,0.0048828125,0.2,0.0,0.0087890625,0.2,0.0,0.0166015625,0.2,0.0,0.0322265625,0.2,0.0,0.0634765625,0.2857142857142857,0.10714285714285714,0.1259765625,0.34285714285714286,0.17857142857142858,0.2509765625,0.6,0.5,0.5009765625,11,11,8
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.17142857142857143,222.31428571428572,225.0,370.0,444.8,502.09999999999997,508.98,0.4342075892857143,51.02857142857143,9.0,0.4857142857142857,0.7142857142857143,0.7714285714285715,29,268.3103448275862,258.0,458.4,0.17142857142857143,0.0,0.0009765625,0.17142857142857143,0.0,0.0029296875,0.17142857142857143,0.0,0.0048828125,0.17142857142857143,0.0,0.0087890625,0.17142857142857143,0.0,0.0166015625,0.17142857142857143,0.0,0.0322265625,0.2,0.034482758620689655,0.0634765625,0.2571428571428571,0.10344827586206896,0.1259765625,0.37142857142857144,0.2413793103448276,0.2509765625,0.5714285714285714,0.4827586206896552,0.5009765625,12,12,9
0_0_0_10_14_16_extreme_snr,-25.0,35,1,1024,0.08571428571428572,212.14285714285714,214.0,291.0,411.2000000000001,448.09999999999997,469.4999999999999,0.41434151785714285,136.22857142857143,30.0,0.2857142857142857,0.45714285714285713,0.5142857142857142,32,232.03125,217.5,434.3000000000002,0.08571428571428572,0.0,0.0009765625,0.08571428571428572,0.0,0.0029296875,0.08571428571428572,0.0,0.0048828125,0.08571428571428572,0.0,0.0087890625,0.08571428571428572,0.0,0.0166015625,0.11428571428571428,0.03125,0.0322265625,0.11428571428571428,0.03125,0.0634765625,0.14285714285714285,0.0625,0.1259765625,0.2857142857142857,0.21875,0.2509765625,0.6571428571428571,0.625,0.5009765625,13,13,10
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.2,188.11428571428573,181.0,281.0,416.2,467.19999999999993,492.8399999999999,0.3674107142857143,129.57142857142858,19.0,0.37142857142857144,0.45714285714285713,0.6,28,235.14285714285714,218.0,432.20000000000005,0.2,0.0,0.0009765625,0.2,0.0,0.0029296875,0.2,0.0,0.0048828125,0.2,0.0,0.0087890625,0.22857142857142856,0.03571428571428571,0.0166015625,0.22857142857142856,0.03571428571428571,0.0322265625,0.22857142857142856,0.03571428571428571,0.0634765625,0.34285714285714286,0.17857142857142858,0.1259765625,0.42857142857142855,0.2857142857142857,0.2509765625,0.6571428571428571,0.5714285714285714,0.5009765625,1,1,0
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.11428571428571428,227.25714285714287,220.0,385.5,462.80000000000007,503.79999999999995,508.0,0.44386160714285716,121.94285714285714,17.0,0.4,0.4857142857142857,0.5714285714285714,31,256.5806451612903,230.0,484.0,0.11428571428571428,0.0,0.0009765625,0.11428571428571428,0.0,0.0029296875,0.11428571428571428,0.0,0.0048828125,0.11428571428571428,0.0,0.0087890625,0.11428571428571428,0.0,0.0166015625,0.11428571428571428,0.0,0.0322265625,0.11428571428571428,0.0,0.0634765625,0.22857142857142856,0.12903225806451613,0.1259765625,0.4,0.3225806451612903,0.2509765625,0.5714285714285714,0.5161290322580645,0.5009765625,2,2,1
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.3142857142857143,206.82857142857142,227.0,323.5,424.6,468.4,477.96,0.40396205357142856,48.77142857142857,8.0,0.5142857142857142,0.5428571428571428,0.6857142857142857,24,301.625,302.5,456.7,0.3142857142857143,0.0,0.0009765625,0.3142857142857143,0.0,0.0029296875,0.3142857142857143,0.0,0.0048828125,0.3142857142857143,0.0,0.0087890625,0.3142857142857143,0.0,0.0166015625,0.3142857142857143,0.0,0.0322265625,0.3142857142857143,0.0,0.0634765625,0.34285714285714286,0.041666666666666664,0.1259765625,0.37142857142857144,0.08333333333333333,0.2509765625,0.5428571428571428,0.3333333333333333,0.5009765625,3,3,2
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.2857142857142857,168.88571428571427,118.0,335.5,398.8,436.6,449.87999999999994,0.3298549107142857,56.94285714285714,7.0,0.5142857142857142,0.5428571428571428,0.6285714285714286,25,236.44,264.0,423.20000000000005,0.2857142857142857,0.0,0.0009765625,0.2857142857142857,0.0,0.0029296875,0.2857142857142857,0.0,0.0048828125,0.2857142857142857,0.0,0.0087890625,0.2857142857142857,0.0,0.0166015625,0.2857142857142857,0.0,0.0322265625,0.3142857142857143,0.04,0.0634765625,0.4,0.16,0.1259765625,0.5142857142857142,0.32,0.2509765625,0.6285714285714286,0.48,0.5009765625,5,5,3
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.2571428571428571,201.0,150.0,361.5,472.20000000000005,498.2,506.28,0.392578125,87.51428571428572,6.0,0.6285714285714286,0.6857142857142857,0.6857142857142857,26,270.5769230769231,287.0,488.0,0.2571428571428571,0.0,0.0009765625,0.2571428571428571,0.0,0.0029296875,0.2571428571428571,0.0,0.0048828125,0.2571428571428571,0.0,0.0087890625,0.2857142857142857,0.038461538461538464,0.0166015625,0.2857142857142857,0.038461538461538464,0.0322265625,0.2857142857142857,0.038461538461538464,0.0634765625,0.3142857142857143,0.07692307692307693,0.1259765625,0.45714285714285713,0.2692307692307692,0.2509765625,0.6,0.46153846153846156,0.5009765625,6,6,4
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.2,175.68571428571428,163.0,284.5,443.20000000000005,491.9,501.65999999999997,0.3431361607142857,44.02857142857143,12.0,0.4857142857142857,0.5428571428571428,0.6857142857142857,28,219.60714285714286,181.0,461.40000000000003,0.2,0.0,0.0009765625,0.2,0.0,0.0029296875,0.2,0.0,0.0048828125,0.2,0.0,0.0087890625,0.2571428571428571,0.07142857142857142,0.0166015625,0.2571428571428571,0.07142857142857142,0.0322265625,0.2857142857142857,0.10714285714285714,0.0634765625,0.4,0.25,0.1259765625,0.4857142857142857,0.35714285714285715,0.2509765625,0.7428571428571429,0.6785714285714286,0.5009765625,8,8,5
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.17142857142857143,229.57142857142858,249.0,344.0,448.20000000000005,476.49999999999994,498.2199999999999,0.44838169642857145,115.8,26.0,0.37142857142857144,0.42857142857142855,0.5714285714285714,29,277.0689655172414,301.0,469.6,0.17142857142857143,0.0,0.0009765625,0.17142857142857143,0.0,0.0029296875,0.17142857142857143,0.0,0.0048828125,0.17142857142857143,0.0,0.0087890625,0.17142857142857143,0.0,0.0166015625,0.17142857142857143,0.0,0.0322265625,0.2,0.034482758620689655,0.0634765625,0.22857142857142856,0.06896551724137931,0.1259765625,0.34285714285714286,0.20689655172413793,0.2509765625,0.5142857142857142,0.41379310344827586,0.5009765625,9,9,6
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.22857142857142856,187.17142857142858,176.0,291.5,451.80000000000007,483.29999999999995,500.23999999999995,0.36556919642857144,76.97142857142858,13.0,0.45714285714285713,0.5428571428571428,0.6285714285714286,27,242.62962962962962,250.0,475.8,0.22857142857142856,0.0,0.0009765625,0.22857142857142856,0.0,0.0029296875,0.22857142857142856,0.0,0.0048828125,0.2571428571428571,0.037037037037037035,0.0087890625,0.2857142857142857,0.07407407407407407,0.0166015625,0.2857142857142857,0.07407407407407407,0.0322265625,0.3142857142857143,0.1111111111111111,0.0634765625,0.37142857142857144,0.18518518518518517,0.1259765625,0.42857142857142855,0.25925925925925924,0.2509765625,0.7142857142857143,0.6296296296296297,0.5009765625,10,10,7
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.37142857142857144,186.4857142857143,137.0,359.0,462.0,475.79999999999995,493.19999999999993,0.36422991071428573,26.4,3.0,0.7142857142857143,0.8,0.8857142857142857,22,296.6818181818182,336.0,473.0,0.37142857142857144,0.0,0.0009765625,0.37142857142857144,0.0,0.0029296875,0.37142857142857144,0.0,0.0048828125,0.37142857142857144,0.0,0.0087890625,0.37142857142857144,0.0,0.0166015625,0.37142857142857144,0.0,0.0322265625,0.37142857142857144,0.0,0.0634765625,0.42857142857142855,0.09090909090909091,0.1259765625,0.4857142857142857,0.18181818181818182,0.2509765625,0.6571428571428571,0.45454545454545453,0.5009765625,11,11,8
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.5142857142857142,135.68571428571428,0.0,258.5,403.40000000000003,460.0999999999998,508.98,0.2650111607142857,15.542857142857143,1.0,0.7714285714285715,0.8285714285714286,0.8571428571428571,17,279.3529411764706,259.0,466.8,0.5142857142857142,0.0,0.0009765625,0.5142857142857142,0.0,0.0029296875,0.5142857142857142,0.0,0.0048828125,0.5142857142857142,0.0,0.0087890625,0.5142857142857142,0.0,0.0166015625,0.5142857142857142,0.0,0.0322265625,0.5142857142857142,0.0,0.0634765625,0.5714285714285714,0.11764705882352941,0.1259765625,0.6,0.17647058823529413,0.2509765625,0.7142857142857143,0.4117647058823529,0.5009765625,12,12,9
0_0_0_10_14_16_extreme_snr,-23.0,35,1,1024,0.2857142857142857,171.05714285714285,171.0,267.5,409.2000000000001,448.09999999999997,469.4999999999999,0.33409598214285713,57.628571428571426,6.0,0.5714285714285714,0.6571428571428571,0.7142857142857143,25,239.48,232.0,444.4,0.2857142857142857,0.0,0.0009765625,0.2857142857142857,0.0,0.0029296875,0.2857142857142857,0.0,0.0048828125,0.2857142857142857,0.0,0.0087890625,0.2857142857142857,0.0,0.0166015625,0.3142857142857143,0.04,0.0322265625,0.3142857142857143,0.04,0.0634765625,0.34285714285714286,0.08,0.1259765625,0.42857142857142855,0.2,0.2509765625,0.7142857142857143,0.6,0.5009765625,13,13,10
