dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_bin,cfr_nus_glrt_bin,cfr_whitened_ml_bin,savaux_correct,cfr_nus_glrt_correct,cfr_whitened_ml_correct,savaux_margin_db,cfr_nus_glrt_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,2,1,25,33,720,60,awgn,-24.0,202,720,720,720,1,1,1,4.355255819485714,4.355257248480566,4.355257197701416
0_0_0_10_14_32,2,1,26,34,314,61,awgn,-24.0,202,314,314,314,1,1,1,4.33895241316142,4.338953011341588,4.338952961574289
0_0_0_10_14_32,2,1,27,35,602,62,awgn,-24.0,202,602,602,602,1,1,1,5.521840667589598,5.521841334372284,5.521841325155794
0_0_0_10_14_32,2,1,28,36,7,63,awgn,-24.0,202,7,7,7,1,1,1,4.763599709273175,4.7635994529345576,4.763599420405627
0_0_0_10_14_32,0,0,0,8,803,0,awgn,-26.0,202,803,803,803,1,1,1,4.195755952770275,4.195756767305222,4.195756553226117
0_0_0_10_14_32,0,0,1,9,711,1,awgn,-26.0,202,711,711,711,1,1,1,2.9307221124800984,2.930720785729238,2.930720685944172
0_0_0_10_14_32,0,0,2,10,922,2,awgn,-26.0,202,922,922,922,1,1,1,3.021105811503279,3.0211047984594237,3.0211048174828288
0_0_0_10_14_32,0,0,3,11,718,3,awgn,-26.0,202,565,565,565,0,0,0,0.44075990026753853,0.44075975906444875,0.44075961765118865
0_0_0_10_14_32,0,0,4,12,107,4,awgn,-26.0,202,107,107,107,1,1,1,0.703866443915689,0.703866811568601,0.7038668207722149
0_0_0_10_14_32,0,0,5,13,468,5,awgn,-26.0,202,468,468,468,1,1,1,3.2721228651900995,3.2721232922630272,3.2721233901010836
0_0_0_10_14_32,0,0,6,14,89,6,awgn,-26.0,202,89,89,89,1,1,1,0.9289550751577635,0.9289539526369673,0.9289540817869869
0_0_0_10_14_32,0,0,7,15,713,7,awgn,-26.0,202,713,713,713,1,1,1,0.7309619482030166,0.7309634018112652,0.7309632931659092
0_0_0_10_14_32,0,0,8,16,865,8,awgn,-26.0,202,865,865,865,1,1,1,0.40114835472834565,0.4011475035726914,0.40114747359326935
0_0_0_10_14_32,0,0,9,17,492,9,awgn,-26.0,202,492,492,492,1,1,1,0.12011936934059933,0.12011827139227936,0.12011844632845693
0_0_0_10_14_32,0,0,10,18,765,10,awgn,-26.0,202,765,765,765,1,1,1,0.5634972327155751,0.5634988161780994,0.5634989021462057
0_0_0_10_14_32,0,0,11,19,1023,11,awgn,-26.0,202,1023,1023,1023,1,1,1,2.9551939325395464,2.9551921760231057,2.95519221598431
0_0_0_10_14_32,0,0,12,20,597,12,awgn,-26.0,202,597,597,597,1,1,1,1.549912063474219,1.5499124070120094,1.5499122594532653
0_0_0_10_14_32,0,0,13,21,562,13,awgn,-26.0,202,562,562,562,1,1,1,4.081956778901708,4.081955665610612,4.081955619791686
0_0_0_10_14_32,0,0,14,22,478,14,awgn,-26.0,202,478,478,478,1,1,1,2.570823940297612,2.570824606920938,2.5708246283065734
0_0_0_10_14_32,0,0,15,23,267,15,awgn,-26.0,202,267,267,267,1,1,1,0.9944550809972224,0.9944551918507788,0.9944551321198031
0_0_0_10_14_32,0,0,16,24,917,16,awgn,-26.0,202,880,880,880,0,0,0,0.0539307737060582,0.05393232760286326,0.053932103602667286
0_0_0_10_14_32,0,0,17,25,656,17,awgn,-26.0,202,656,656,656,1,1,1,2.3069219512277854,2.3069223201221822,2.3069223134304133
0_0_0_10_14_32,0,0,18,26,889,18,awgn,-26.0,202,889,889,889,1,1,1,2.461221698808648,2.4612221891534407,2.4612222826585803
0_0_0_10_14_32,0,0,19,27,510,19,awgn,-26.0,202,510,510,510,1,1,1,1.682400441993037,1.6823985437561293,1.6823985808629216
0_0_0_10_14_32,0,0,20,28,860,20,awgn,-26.0,202,278,278,278,0,0,0,0.12154460204503655,0.12154545675565434,0.1215454597236045
0_0_0_10_14_32,0,0,21,29,553,21,awgn,-26.0,202,553,553,553,1,1,1,4.5468751154456575,4.546873595672043,4.546873683859402
0_0_0_10_14_32,0,0,22,30,629,22,awgn,-26.0,202,629,629,629,1,1,1,1.1647234775304975,1.1647231580652422,1.1647230179343497
0_0_0_10_14_32,0,0,23,31,759,23,awgn,-26.0,202,409,409,409,0,0,0,0.6288516151319548,0.6288519376763001,0.6288517826379565
0_0_0_10_14_32,0,0,24,32,874,24,awgn,-26.0,202,874,874,874,1,1,1,1.6595905433492941,1.6595901215143325,1.6595898831496905
0_0_0_10_14_32,0,0,25,33,720,25,awgn,-26.0,202,720,720,720,1,1,1,0.4840673002236494,0.4840677233490423,0.4840676066047353
0_0_0_10_14_32,0,0,26,34,314,26,awgn,-26.0,202,314,314,314,1,1,1,4.160518161350916,4.160516515514321,4.160516406018855
0_0_0_10_14_32,0,0,27,35,602,27,awgn,-26.0,202,602,602,602,1,1,1,2.2040581258390097,2.2040586335267505,2.204058790286337
0_0_0_10_14_32,0,0,28,36,7,28,awgn,-26.0,202,7,7,7,1,1,1,2.938981806705261,2.9389831406764904,2.938983195063126
0_0_0_10_14_32,0,0,29,37,610,29,awgn,-26.0,202,610,610,610,1,1,1,2.390784526154455,2.3907859285004878,2.3907859122773085
0_0_0_10_14_32,0,0,30,38,826,30,awgn,-26.0,202,826,826,826,1,1,1,0.7377277660867405,0.7377260521538704,0.7377260888517916
0_0_0_10_14_32,0,0,31,39,928,31,awgn,-26.0,202,928,928,928,1,1,1,2.031538734898673,2.0315390517414054,2.031538880771268
0_0_0_10_14_32,0,0,32,40,761,32,awgn,-26.0,202,761,761,761,1,1,1,1.3127959515154377,1.3127957656055034,1.3127957870714446
0_0_0_10_14_32,0,0,33,41,590,33,awgn,-26.0,202,283,283,283,0,0,0,0.1079220893036849,0.1079227949988059,0.1079231480662255
0_0_0_10_14_32,0,0,34,42,936,34,awgn,-26.0,202,936,936,936,1,1,1,4.167952424448699,4.167951650635081,4.1679516489582795
0_0_0_10_14_32,2,1,0,8,803,35,awgn,-26.0,202,803,803,803,1,1,1,0.3065505856210421,0.3065511579599848,0.30655113208334794
0_0_0_10_14_32,2,1,1,9,826,36,awgn,-26.0,202,826,826,826,1,1,1,3.700087063529435,3.700084173095596,3.700084062119054
0_0_0_10_14_32,2,1,2,10,922,37,awgn,-26.0,202,922,922,922,1,1,1,4.399760263823227,4.399762053993532,4.39976220175475
0_0_0_10_14_32,2,1,3,11,718,38,awgn,-26.0,202,718,718,718,1,1,1,1.849531373462234,1.849530982915844,1.8495311132658645
0_0_0_10_14_32,2,1,4,12,86,39,awgn,-26.0,202,91,91,91,0,0,0,0.780593623750948,0.7805929680638686,0.7805929218797991
0_0_0_10_14_32,2,1,5,13,468,40,awgn,-26.0,202,468,468,468,1,1,1,1.1428650209364544,1.1428647623059698,1.1428648965519925
0_0_0_10_14_32,2,1,6,14,89,41,awgn,-26.0,202,89,89,89,1,1,1,0.14515489844506557,0.1451550755789591,0.14515498993639914
0_0_0_10_14_32,2,1,7,15,713,42,awgn,-26.0,202,314,314,314,0,0,0,0.5870183526137194,0.5870191291292339,0.5870189751223955
0_0_0_10_14_32,2,1,8,16,865,43,awgn,-26.0,202,266,266,266,0,0,0,0.9496700097898298,0.949668194255195,0.9496682396200595
0_0_0_10_14_32,2,1,9,17,492,44,awgn,-26.0,202,492,492,492,1,1,1,0.9783560659553123,0.9783549473336446,0.978354922860758
0_0_0_10_14_32,2,1,10,18,765,45,awgn,-26.0,202,765,765,765,1,1,1,1.622004513019451,1.6220038293873804,1.6220039092760143
0_0_0_10_14_32,2,1,11,19,1023,46,awgn,-26.0,202,1023,1023,1023,1,1,1,3.2386739658124055,3.2386749662613337,3.2386749243578175
0_0_0_10_14_32,2,1,12,20,597,47,awgn,-26.0,202,597,597,597,1,1,1,1.0483184759835085,1.0483193696064943,1.0483192156156624
0_0_0_10_14_32,2,1,13,21,562,48,awgn,-26.0,202,562,562,562,1,1,1,1.741076265103811,1.7410771066600854,1.7410770989489839
0_0_0_10_14_32,2,1,14,22,478,49,awgn,-26.0,202,478,478,478,1,1,1,2.6830808819653864,2.6830790655201167,2.683079221988231
0_0_0_10_14_32,2,1,15,23,267,50,awgn,-26.0,202,267,267,267,1,1,1,4.809129095735939,4.8091297247142,4.809129936475662
0_0_0_10_14_32,2,1,16,24,917,51,awgn,-26.0,202,917,917,917,1,1,1,1.2718560833358623,1.2718563908141232,1.2718564117844036
0_0_0_10_14_32,2,1,17,25,656,52,awgn,-26.0,202,656,656,656,1,1,1,0.6005714984757539,0.6005720409916117,0.6005723309122659
0_0_0_10_14_32,2,1,18,26,889,53,awgn,-26.0,202,889,889,889,1,1,1,2.0909490650453186,2.090948823528092,2.090948734737488
0_0_0_10_14_32,2,1,19,27,510,54,awgn,-26.0,202,183,183,183,0,0,0,0.2748748280064712,0.2748739437152801,0.2748738564835447
0_0_0_10_14_32,2,1,20,28,860,55,awgn,-26.0,202,860,860,860,1,1,1,2.349557709019325,2.349558481337769,2.3495585468494258
0_0_0_10_14_32,2,1,21,29,553,56,awgn,-26.0,202,1022,1022,1022,0,0,0,0.005033444708530014,0.00503290854276162,0.005032925900965413
0_0_0_10_14_32,2,1,22,30,629,57,awgn,-26.0,202,629,629,629,1,1,1,1.2665607402299224,1.2665593016525936,1.2665594507954903
0_0_0_10_14_32,2,1,23,31,759,58,awgn,-26.0,202,759,759,759,1,1,1,1.4424634607603557,1.4424634057934629,1.4424633204910808
0_0_0_10_14_32,2,1,24,32,874,59,awgn,-26.0,202,874,874,874,1,1,1,0.4760442712302947,0.47604348099256344,0.4760435475404653
0_0_0_10_14_32,2,1,25,33,720,60,awgn,-26.0,202,720,720,720,1,1,1,2.5070571243959994,2.5070572253080337,2.5070572386620538
0_0_0_10_14_32,2,1,26,34,314,61,awgn,-26.0,202,314,314,314,1,1,1,2.528706819770208,2.528705749977356,2.5287057294167066
0_0_0_10_14_32,2,1,27,35,602,62,awgn,-26.0,202,602,602,602,1,1,1,4.076336113341158,4.076334806955031,4.076334834655029
0_0_0_10_14_32,2,1,28,36,7,63,awgn,-26.0,202,7,7,7,1,1,1,3.0861787735975224,3.086177101396758,3.0861771111755383
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-24.0,101,922,922,51,0,0,0,0.099793343824274,0.10683185972676462,0.2306384331490995
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-24.0,101,771,771,32,0,0,0,0.9547317478598503,0.9576194795091285,0.009717774868229546
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-24.0,101,926,926,922,0,0,1,0.18451985177009508,0.1860882547814642,1.6977434124684085
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-24.0,101,718,718,718,1,1,1,0.569896151869836,0.5673276331118243,0.9659100640936248
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-24.0,101,511,511,592,0,0,0,1.7272357414302066,1.7213813444596624,0.8170423227567615
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-24.0,101,468,468,353,1,1,0,0.39088075335905315,0.3965288107718794,1.4140755992615681
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-24.0,101,14,14,89,0,0,1,0.3796435225648671,0.3741877261566556,0.4503100009765981
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-24.0,101,255,255,852,0,0,0,0.19965396615486258,0.20480102191484445,0.686242799729046
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-24.0,101,983,983,349,0,0,0,0.05625312053949242,0.059648556116882745,0.08415243959289069
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-24.0,101,492,492,492,1,1,1,0.7842260250854902,0.7797736963790123,2.9197277069152068
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-24.0,101,223,223,765,0,0,1,0.02321516670961859,0.02291402761917999,1.4982143267422618
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-24.0,101,999,999,126,0,0,0,0.053340828437058,0.0488382769382637,0.35748844099142923
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-24.0,101,597,597,597,1,1,1,1.393312137012162,1.3984617352577458,3.1065123877420264
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-24.0,101,562,562,562,1,1,1,0.15740536322674387,0.1538170945041412,2.8828058605791274
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-24.0,101,513,513,513,0,0,0,0.3866152519276588,0.38810360328991156,0.4964811764579025
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-24.0,101,267,267,267,1,1,1,1.572658186609667,1.5718052700113871,2.135723471292591
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-24.0,101,186,186,917,0,0,1,0.9942190441757717,0.9826632252514443,1.5352336394532105
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-24.0,101,847,847,847,0,0,0,0.4729075990130418,0.4838926142549563,0.7610487278506307
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-24.0,101,889,889,889,1,1,1,1.9517637735125668,1.947051325479171,1.1268927265812942
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-24.0,101,510,510,510,1,1,1,1.9472367116310885,1.9408185555825133,3.6484916129877965
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-24.0,101,121,121,425,0,0,0,0.9387880644770809,0.9434579306423028,0.06919710333396262
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-24.0,101,553,553,553,1,1,1,1.4557005469333877,1.4570255365037101,1.1432273241783433
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-24.0,101,629,629,629,1,1,1,1.19230897128728,1.1854376043744288,1.9479635296750675
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-24.0,101,759,759,759,1,1,1,1.4408986902660927,1.447751411963075,2.37474410225144
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-24.0,101,472,472,874,0,0,1,0.7213639045794003,0.7196910352010919,0.9848937202210792
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-24.0,101,720,720,574,1,1,0,0.29113499499128226,0.2941161602028438,0.45859363999257174
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-24.0,101,314,314,314,1,1,1,0.7730386622813075,0.7720969250648541,2.2503530385283854
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-24.0,101,562,562,889,0,0,0,0.5687308699503753,0.5699729410657445,0.6788380289748945
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-24.0,101,585,585,7,0,0,1,1.044768353933117,1.0532754814864898,1.3622349223876733
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-24.0,101,610,610,610,1,1,1,1.3390498296655955,1.3375386584936757,2.651720577231778
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-24.0,101,124,124,826,0,0,1,0.5232236696770838,0.5209743383378539,2.138420432087527
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-24.0,101,52,52,928,0,0,1,0.3393918008654711,0.33691097764209366,1.8970811851910785
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-24.0,101,761,761,761,1,1,1,1.4459525095854486,1.4466395723331154,0.8502563649807154
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-24.0,101,316,316,590,0,0,1,0.1283886009298428,0.11401221141146387,2.0889063097363683
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-24.0,101,936,936,936,1,1,1,1.467127699583926,1.4677783685351455,3.609483252753834
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-24.0,101,803,803,803,1,1,1,0.6090573883225263,0.6061374146953841,2.5996782342826004
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-24.0,101,826,826,826,1,1,1,2.5008263993450477,2.4917555768968103,2.413470973190755
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-24.0,101,193,193,193,0,0,0,0.5546274557704657,0.5508955995070117,0.002361871507207918
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-24.0,101,718,718,718,1,1,1,1.2063506636854147,1.218022317489569,1.3516702289239997
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-24.0,101,908,908,86,0,0,1,0.26829848858206373,0.2657355455506733,2.84483195876105
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-24.0,101,192,192,379,0,0,0,0.1598235400346286,0.1719748890998673,0.24650232990774903
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-24.0,101,89,89,89,1,1,1,0.44425019040948527,0.4310846207199382,0.9184480346522075
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-24.0,101,713,713,713,1,1,1,2.066034799512175,2.0621482549187284,3.5794286366697485
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-24.0,101,909,909,264,0,0,0,0.9991110021256554,1.0102201419088117,1.1879185815709712
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-24.0,101,492,492,492,1,1,1,2.859766642250396,2.865331378431613,3.0844881073996455
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-24.0,101,946,946,765,0,0,1,1.6438724422790703,1.6495744897060194,4.129206672264448
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-24.0,101,1023,1023,1023,1,1,1,0.8976336163685579,0.8977221565617816,3.0887382258500184
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-24.0,101,92,92,597,0,0,1,0.4348282685261709,0.4343865328654211,0.3439826600495893
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-24.0,101,562,562,562,1,1,1,0.2725546966238404,0.2778178933998019,1.478613569915765
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-24.0,101,365,365,478,0,0,1,1.1812324476182123,1.1694467223295342,1.2257308356201642
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-24.0,101,267,267,267,1,1,1,0.2178024964242214,0.2202585952675434,4.361210237368212
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-24.0,101,917,917,917,1,1,1,1.2660109229355878,1.2572234641289457,2.5748598323224248
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-24.0,101,39,39,422,0,0,0,0.3825131951110967,0.3966451931072903,0.130801366139818
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-24.0,101,336,336,336,0,0,0,0.8384385561922857,0.8322269527618316,0.18357586167120737
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-24.0,101,260,260,510,0,0,1,0.14126492354393813,0.12859866275616524,2.373548647435324
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-24.0,101,796,796,860,0,0,1,1.2710916331095776,1.2717182672357925,0.7346279835913717
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-24.0,101,937,937,781,0,0,0,0.3775818686174235,0.37207264802341333,0.15137888378347747
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-24.0,101,768,768,766,0,0,0,0.7348907744111882,0.7330789310039919,0.46982757192870045
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-24.0,101,517,57,242,0,0,0,0.0006183037182694746,0.003875055754343135,0.2919191926351593
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-24.0,101,965,965,874,0,0,1,0.04302091778489828,0.04589311856662057,1.1264577123322401
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-24.0,101,211,211,211,0,0,0,0.6940468790154022,0.6878809868214458,0.15098738074466786
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-24.0,101,732,732,314,0,0,1,0.4960691836410265,0.49369312709822677,3.0392933293682365
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-24.0,101,939,939,77,0,0,0,0.37325175045262776,0.36491815233353014,0.03617572288518059
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-24.0,101,586,586,7,0,0,1,0.48584256097294076,0.48009935188475633,2.0720765450027825
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-26.0,101,922,922,51,0,0,0,0.09792992235821707,0.10492037739090425,0.23125306566714857
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-26.0,101,771,771,32,0,0,0,0.9511715143035039,0.9540661321074582,0.00881219276938268
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-26.0,101,926,926,756,0,0,0,0.17307153823455199,0.17470902775967356,0.09070360925477577
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-26.0,101,149,149,94,0,0,0,0.1860433078247074,0.19789798124141933,0.6782770108454595
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-26.0,101,511,511,592,0,0,0,1.726481349772052,1.720626814220313,0.816566839529637
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-26.0,101,263,263,353,0,0,0,0.09061494317291628,0.08490143609862583,1.416144435971913
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-26.0,101,14,14,14,0,0,0,0.38473588033310524,0.3792645339311227,0.5525170960234989
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-26.0,101,255,255,852,0,0,0,0.20399575188836114,0.20913488761469956,0.684556227657078
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-26.0,101,983,983,349,0,0,0,0.0524832910950777,0.05587578410113525,0.08408626240611312
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-26.0,101,446,446,492,0,0,1,0.5184320791619623,0.5165182095858529,1.2826817977427978
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-26.0,101,223,223,765,0,0,1,0.022430709333295506,0.022113243353073644,0.7108066489253675
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-26.0,101,999,999,126,0,0,0,0.0657078704766517,0.060999972462554425,0.363286660219542
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-26.0,101,597,597,597,1,1,1,0.308156057330351,0.31401367060600516,1.6924413283770903
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-26.0,101,647,647,562,0,0,1,0.023459067543284022,0.024269828248891047,2.3832349814767335
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-26.0,101,513,513,513,0,0,0,0.3794102495117147,0.3808976177261838,0.4725516108107065
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-26.0,101,267,267,267,1,1,1,0.17888381797535724,0.17862679564152506,0.45444057379950165
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-26.0,101,186,186,186,0,0,0,1.1304728419893482,1.1188033766494647,0.026417345526257373
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-26.0,101,847,847,847,0,0,0,1.0205112040803015,1.028469791098416,0.7590023217297821
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-26.0,101,889,889,68,1,1,0,0.569489710312001,0.5641044585633375,0.5861396655996485
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-26.0,101,510,510,510,1,1,1,0.9414081773381634,0.9361596394465764,2.328820008614356
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-26.0,101,121,121,425,0,0,0,0.9400690907973965,0.9447339741740222,0.07329076511669079
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-26.0,101,553,553,114,1,1,0,0.26909105219323703,0.27018664333629505,0.57955425337805
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-26.0,101,817,817,629,0,0,1,0.1834418685717839,0.19150638143533877,0.31992116861079284
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-26.0,101,759,759,759,1,1,1,0.1066375616534547,0.11485001420065429,0.868912316952044
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-26.0,101,472,472,272,0,0,0,0.7218127303383002,0.7201380880159016,0.7637297569106611
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-26.0,101,68,68,574,0,0,0,0.4171262818209821,0.4173657807577105,0.6008879210074057
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-26.0,101,516,516,314,0,0,1,0.1535074002069243,0.14872318486143637,0.49020508095138526
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-26.0,101,562,562,889,0,0,0,0.5634228377025903,0.5646622750792398,1.3678144642680643
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-26.0,101,585,585,963,0,0,0,1.0445216152960697,1.053058242338078,0.46524132315605415
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-26.0,101,491,491,610,0,0,1,0.03948083793202634,0.04049363233312702,1.026171311566454
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-26.0,101,124,124,826,0,0,1,0.5221622460269348,0.5199329258513302,1.5443428785364928
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-26.0,101,52,52,928,0,0,1,0.3381845527282567,0.33569073329670246,1.2211460949415094
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-26.0,101,761,761,713,1,1,0,0.06638842474847319,0.06748770719750548,0.9265520616036835
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-26.0,101,316,316,590,0,0,1,0.12786461538950045,0.11347211965724448,0.19325238523972088
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-26.0,101,936,936,936,1,1,1,0.19575871122863384,0.19654640805734264,2.1750547392050352
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-26.0,101,211,548,803,0,0,1,0.0002877715711000309,0.0009903999038490513,1.0853982958405335
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-26.0,101,826,826,826,1,1,1,1.3598374045341786,1.3500070717305512,1.0675141855193013
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-26.0,101,193,193,193,0,0,0,0.5534134914697848,0.5496825108946745,0.0022211599292281457
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-26.0,101,718,718,381,1,1,0,0.11847688544343142,0.1301324384315664,0.3535879309556719
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-26.0,101,908,908,86,0,0,1,0.271400534532266,0.26881386263271473,1.2446330670374752
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-26.0,101,192,192,379,0,0,0,0.16025407578637849,0.17238572660144802,0.2515577997523287
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-26.0,101,490,490,315,0,0,0,0.3494517118895973,0.3571062264046914,0.5251184972110888
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-26.0,101,713,713,713,1,1,1,0.8126914939581044,0.808180854847623,2.554739755449613
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-26.0,101,909,909,264,0,0,0,1.0877850415956545,1.0948390791781553,1.8746236444377824
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-26.0,101,492,492,492,1,1,1,1.635097937972052,1.6409398669166417,1.4759700837856267
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-26.0,101,946,946,765,0,0,1,1.6456935698740092,1.6513888195064441,2.7240662650622385
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-26.0,101,153,153,1023,0,0,1,0.43588897728230713,0.43595353927899405,1.7213518614716365
