dataset,target_snr_db,top_l,symbol_count,multi_top1_correct_count,multi_top1_error_count,already_correct_count,repairable_count,unrecoverable_count,selected_error_count,selected_repair_count,selected_damage_count,selected_changed_top1_count,multi_top1_accuracy,multi_top1_SER,gt_recall@L,gt_recall_at_L,repairable_error_rate,unrecoverable_error_rate,repairable_fraction_of_multi_errors,unrecoverable_fraction_of_multi_errors,oracle_topL_SER,selected_SER,selected_accuracy,phase_repair_rate,phase_damage_rate,selected_SER_on_repairable,selected_SER_on_already_correct,selected_vs_multi_gain,selected_vs_multi_gain_on_repairable,net_selected_gain_count,net_selected_gain_rate,selected_changed_top1_rate,mean_gt_energy_rank,mean_gt_energy_drop_db,mean_selected_energy_rank,mean_top1_margin_db,mean_top1_peak_to_median_db
0_0_0_10_14_32,-21.0,24,245,206,39,206,14,25,32,7,0,35,0.8408163265306122,0.15918367346938775,0.8979591836734694,0.8979591836734694,0.05714285714285714,0.10204081632653061,0.358974358974359,0.6410256410256411,0.10204081632653061,0.1306122448979592,0.8693877551020408,0.5,0.0,0.5,0.0,0.028571428571428553,0.5,7,0.02857142857142857,0.14285714285714285,34.28163265306122,-0.4998615326588244,2.0816326530612246,2.0377678176045086,7.736204534247492
0_0_0_10_14_32,-21.0,32,245,206,39,206,16,23,32,7,0,35,0.8408163265306122,0.15918367346938775,0.9061224489795918,0.9061224489795918,0.0653061224489796,0.09387755102040816,0.41025641025641024,0.5897435897435898,0.09387755102040816,0.1306122448979592,0.8693877551020408,0.4375,0.0,0.5625,0.0,0.028571428571428553,0.4375,7,0.02857142857142857,0.14285714285714285,34.28163265306122,-0.4998615326588244,2.195918367346939,2.0377678176045086,7.736204534247492
0_0_0_10_14_32,-22.0,8,245,185,60,185,25,35,38,22,0,53,0.7551020408163265,0.24489795918367346,0.8571428571428571,0.8571428571428571,0.10204081632653061,0.14285714285714285,0.4166666666666667,0.5833333333333334,0.14285714285714285,0.15510204081632653,0.8448979591836735,0.88,0.0,0.12,0.0,0.08979591836734693,0.88,22,0.08979591836734693,0.2163265306122449,41.05714285714286,-0.6167890674778622,1.6081632653061224,1.5290102798599914,7.127414677348211
0_0_0_10_14_32,-22.0,16,245,185,60,185,29,31,37,23,0,56,0.7551020408163265,0.24489795918367346,0.8734693877551021,0.8734693877551021,0.11836734693877551,0.12653061224489795,0.48333333333333334,0.5166666666666667,0.12653061224489795,0.1510204081632653,0.8489795918367347,0.7931034482758621,0.0,0.20689655172413793,0.0,0.09387755102040815,0.7931034482758621,23,0.09387755102040816,0.22857142857142856,41.05714285714286,-0.6167890674778622,2.0653061224489795,1.5290102798599914,7.127414677348211
0_0_0_10_14_32,-22.0,24,245,185,60,185,31,29,36,24,0,56,0.7551020408163265,0.24489795918367346,0.8816326530612245,0.8816326530612245,0.12653061224489795,0.11836734693877551,0.5166666666666667,0.48333333333333334,0.11836734693877551,0.1469387755102041,0.8530612244897959,0.7741935483870968,0.0,0.22580645161290322,0.0,0.09795918367346937,0.7741935483870968,24,0.09795918367346938,0.22857142857142856,41.05714285714286,-0.6167890674778622,2.2816326530612243,1.5290102798599914,7.127414677348211
0_0_0_10_14_32,-22.0,32,245,185,60,185,34,26,37,23,0,56,0.7551020408163265,0.24489795918367346,0.8938775510204081,0.8938775510204081,0.13877551020408163,0.10612244897959183,0.5666666666666667,0.43333333333333335,0.10612244897959183,0.1510204081632653,0.8489795918367347,0.6764705882352942,0.0,0.3235294117647059,0.0,0.09387755102040815,0.6764705882352942,23,0.09387755102040816,0.22857142857142856,41.05714285714286,-0.6167890674778622,2.5755102040816324,1.5290102798599914,7.127414677348211
0_0_0_10_14_32,-23.0,8,245,161,84,161,33,51,61,25,2,73,0.6571428571428571,0.34285714285714286,0.7918367346938775,0.7918367346938775,0.1346938775510204,0.20816326530612245,0.39285714285714285,0.6071428571428571,0.20816326530612245,0.24897959183673468,0.7510204081632653,0.7575757575757576,0.012422360248447204,0.24242424242424243,0.012422360248447204,0.09387755102040818,0.7575757575757576,23,0.09387755102040816,0.2979591836734694,48.96326530612245,-0.8088644774542727,1.9795918367346939,1.0920260218699847,6.615544200897572
0_0_0_10_14_32,-23.0,16,245,161,84,161,44,40,51,35,2,78,0.6571428571428571,0.34285714285714286,0.8367346938775511,0.8367346938775511,0.17959183673469387,0.16326530612244897,0.5238095238095238,0.47619047619047616,0.16326530612244897,0.20816326530612245,0.7918367346938775,0.7954545454545454,0.012422360248447204,0.20454545454545456,0.012422360248447204,0.1346938775510204,0.7954545454545454,33,0.1346938775510204,0.3183673469387755,48.96326530612245,-0.8088644774542727,2.7020408163265306,1.0920260218699847,6.615544200897572
0_0_0_10_14_32,-23.0,24,245,161,84,161,47,37,51,35,2,78,0.6571428571428571,0.34285714285714286,0.8489795918367347,0.8489795918367347,0.19183673469387755,0.1510204081632653,0.5595238095238095,0.44047619047619047,0.1510204081632653,0.20816326530612245,0.7918367346938775,0.7446808510638298,0.012422360248447204,0.2553191489361702,0.012422360248447204,0.1346938775510204,0.7446808510638298,33,0.1346938775510204,0.3183673469387755,48.96326530612245,-0.8088644774542727,3.216326530612245,1.0920260218699847,6.615544200897572
0_0_0_10_14_32,-23.0,32,245,161,84,161,51,33,50,36,2,78,0.6571428571428571,0.34285714285714286,0.8653061224489796,0.8653061224489796,0.20816326530612245,0.1346938775510204,0.6071428571428571,0.39285714285714285,0.1346938775510204,0.20408163265306123,0.7959183673469388,0.7058823529411765,0.012422360248447204,0.29411764705882354,0.012422360248447204,0.13877551020408163,0.7058823529411765,34,0.13877551020408163,0.3183673469387755,48.96326530612245,-0.8088644774542727,3.563265306122449,1.0920260218699847,6.615544200897572
0_0_0_10_14_32,-24.0,8,245,119,126,119,55,71,81,47,2,113,0.4857142857142857,0.5142857142857142,0.710204081632653,0.710204081632653,0.22448979591836735,0.2897959183673469,0.4365079365079365,0.5634920634920635,0.2897959183673469,0.3306122448979592,0.6693877551020408,0.8545454545454545,0.01680672268907563,0.14545454545454545,0.01680672268907563,0.18367346938775503,0.8545454545454545,45,0.1836734693877551,0.46122448979591835,59.94285714285714,-1.1026301667696832,2.4979591836734696,0.7798182969777374,6.227360547775144
0_0_0_10_14_32,-24.0,16,245,119,126,119,65,61,83,45,2,116,0.4857142857142857,0.5142857142857142,0.7510204081632653,0.7510204081632653,0.2653061224489796,0.24897959183673468,0.5158730158730159,0.48412698412698413,0.24897959183673468,0.33877551020408164,0.6612244897959183,0.6923076923076923,0.01680672268907563,0.3076923076923077,0.01680672268907563,0.1755102040816326,0.6923076923076923,43,0.17551020408163265,0.47346938775510206,59.94285714285714,-1.1026301667696832,3.159183673469388,0.7798182969777374,6.227360547775144
0_0_0_10_14_32,-24.0,24,245,119,126,119,73,53,83,45,2,117,0.4857142857142857,0.5142857142857142,0.7836734693877551,0.7836734693877551,0.2979591836734694,0.2163265306122449,0.5793650793650794,0.42063492063492064,0.2163265306122449,0.33877551020408164,0.6612244897959183,0.6164383561643836,0.01680672268907563,0.3835616438356164,0.01680672268907563,0.1755102040816326,0.6164383561643836,43,0.17551020408163265,0.4775510204081633,59.94285714285714,-1.1026301667696832,4.044897959183674,0.7798182969777374,6.227360547775144
0_0_0_10_14_32,-24.0,32,245,119,126,119,77,49,82,46,2,117,0.4857142857142857,0.5142857142857142,0.8,0.8,0.3142857142857143,0.2,0.6111111111111112,0.3888888888888889,0.2,0.3346938775510204,0.6653061224489796,0.5974025974025974,0.01680672268907563,0.4025974025974026,0.01680672268907563,0.1795918367346938,0.5974025974025974,44,0.17959183673469387,0.4775510204081633,59.94285714285714,-1.1026301667696832,4.616326530612245,0.7798182969777374,6.227360547775144
0_0_0_10_14_32,-25.0,8,245,86,159,86,51,108,120,43,4,140,0.3510204081632653,0.6489795918367347,0.5591836734693878,0.5591836734693878,0.20816326530612245,0.44081632653061226,0.32075471698113206,0.6792452830188679,0.44081632653061226,0.4897959183673469,0.5102040816326531,0.8431372549019608,0.046511627906976744,0.1568627450980392,0.046511627906976744,0.15918367346938778,0.8431372549019608,39,0.15918367346938775,0.5714285714285714,76.88979591836734,-1.488454713324419,2.9224489795918367,0.5712310726620142,5.965112213979123
0_0_0_10_14_32,-25.0,16,245,86,159,86,72,87,113,50,4,147,0.3510204081632653,0.6489795918367347,0.6448979591836734,0.6448979591836734,0.2938775510204082,0.3551020408163265,0.4528301886792453,0.5471698113207547,0.3551020408163265,0.46122448979591835,0.5387755102040817,0.6944444444444444,0.046511627906976744,0.3055555555555556,0.046511627906976744,0.18775510204081636,0.6944444444444444,46,0.18775510204081633,0.6,76.88979591836734,-1.488454713324419,4.261224489795918,0.5712310726620142,5.965112213979123
0_0_0_10_14_32,-25.0,24,245,86,159,86,83,76,108,55,4,149,0.3510204081632653,0.6489795918367347,0.689795918367347,0.689795918367347,0.33877551020408164,0.31020408163265306,0.5220125786163522,0.4779874213836478,0.31020408163265306,0.44081632653061226,0.5591836734693878,0.6626506024096386,0.046511627906976744,0.3373493975903614,0.046511627906976744,0.20816326530612245,0.6626506024096386,51,0.20816326530612245,0.6081632653061224,76.88979591836734,-1.488454713324419,5.555102040816327,0.5712310726620142,5.965112213979123
0_0_0_10_14_32,-25.0,32,245,86,159,86,90,69,107,56,4,149,0.3510204081632653,0.6489795918367347,0.7183673469387755,0.7183673469387755,0.3673469387755102,0.2816326530612245,0.5660377358490566,0.4339622641509434,0.2816326530612245,0.43673469387755104,0.563265306122449,0.6222222222222222,0.046511627906976744,0.37777777777777777,0.046511627906976744,0.21224489795918366,0.6222222222222222,52,0.21224489795918366,0.6081632653061224,76.88979591836734,-1.488454713324419,6.118367346938776,0.5712310726620142,5.965112213979123
mean_of_datasets,-20.0,32,980,923,57,923,37,20,34,23,0,50,0.931948051948052,0.06805194805194804,0.9727891156462585,0.9727891156462585,0.04084106369820655,0.027210884353741496,0.8095238095238094,0.19047619047619047,0.027210884353741496,0.044452690166975874,0.9555473098330242,0.6249999999999999,0.0,0.375,0.0,0.023599257884972167,0.6249999999999999,23,0.023599257884972167,0.05992578849721706,10.045800865800866,-0.15452311481308253,1.4213358070500928,2.6401663185636397,8.509760029599411
mean_of_datasets,-20.0,24,980,923,57,923,37,20,34,23,0,50,0.931948051948052,0.06805194805194804,0.9727891156462585,0.9727891156462585,0.04084106369820655,0.027210884353741496,0.8095238095238094,0.19047619047619047,0.027210884353741496,0.044452690166975874,0.9555473098330242,0.6249999999999999,0.0,0.375,0.0,0.023599257884972167,0.6249999999999999,23,0.023599257884972167,0.05992578849721706,10.045800865800866,-0.15452311481308253,1.387322201607916,2.6401663185636397,8.509760029599411
mean_of_datasets,-20.0,16,980,923,57,923,35,22,34,23,0,50,0.931948051948052,0.06805194805194804,0.9700680272108843,0.9700680272108843,0.0381199752628324,0.029931972789115645,0.7904761904761904,0.20952380952380953,0.029931972789115645,0.044452690166975874,0.9555473098330242,0.642094017094017,0.0,0.3579059829059829,0.0,0.023599257884972167,0.642094017094017,23,0.023599257884972167,0.05992578849721706,10.045800865800866,-0.15452311481308253,1.3111317254174397,2.6401663185636397,8.509760029599411
mean_of_datasets,-20.0,8,980,923,57,923,26,31,36,21,0,47,0.931948051948052,0.06805194805194804,0.9594557823129252,0.9594557823129252,0.027507730364873223,0.04054421768707483,0.6595238095238095,0.34047619047619043,0.04054421768707483,0.04635745207173778,0.9536425479282622,0.7638888888888888,0.0,0.23611111111111108,0.0,0.021694495980210265,0.7638888888888888,21,0.021694495980210265,0.05625231910946197,10.045800865800866,-0.15452311481308253,1.163648732220161,2.6401663185636397,8.509760029599411
mean_of_datasets,-21.0,32,980,868,112,868,84,28,50,65,3,107,0.8797526283240568,0.12024737167594308,0.9640321583178726,0.9640321583178726,0.08427952999381572,0.0359678416821274,0.7620876171600809,0.23791238283991908,0.0359678416821274,0.060074211502782936,0.9399257884972171,0.718482905982906,0.002793296089385475,0.281517094017094,0.002793296089385475,0.06017316017316016,0.718482905982906,62,0.06017316017316018,0.11385281385281383,12.649461966604823,-0.222243768183805,1.66591218305504,2.0543212262318176,7.7935585649239165
mean_of_datasets,-21.0,24,980,868,112,868,81,31,50,65,3,106,0.8797526283240568,0.12024737167594308,0.9603586889301176,0.9603586889301176,0.0806060606060606,0.0396413110698825,0.7377472232544696,0.2622527767455304,0.0396413110698825,0.060074211502782936,0.9399257884972171,0.7460913070669167,0.002793296089385475,0.25390869293308316,0.002793296089385475,0.06017316017316016,0.7460913070669167,62,0.06017316017316018,0.1129004329004329,12.649461966604823,-0.222243768183805,1.5982931354359924,2.0543212262318176,7.7935585649239165
mean_of_datasets,-21.0,16,980,868,112,868,72,40,53,62,3,105,0.8797526283240568,0.12024737167594308,0.9512306740878169,0.9512306740878169,0.07147804576376006,0.048769325912183054,0.6546306618770387,0.3453693381229613,0.048769325912183054,0.06316635745207173,0.9368336425479282,0.7863298080689386,0.002793296089385475,0.21367019193106151,0.002793296089385475,0.05708101422387136,0.7863298080689386,59,0.05708101422387136,0.11194805194805195,12.649461966604823,-0.222243768183805,1.4203339517625233,2.0543212262318176,7.7935585649239165
mean_of_datasets,-21.0,8,980,868,112,868,65,47,53,62,3,103,0.8797526283240568,0.12024737167594308,0.9435126777983921,0.9435126777983921,0.06376004947433518,0.05648732220160791,0.5898055245881334,0.4101944754118667,0.05648732220160791,0.06275819418676562,0.9372418058132345,0.9164021164021164,0.002793296089385475,0.0835978835978836,0.002793296089385475,0.05748917748917748,0.9164021164021164,59,0.0574891774891775,0.1092269635126778,12.649461966604823,-0.222243768183805,1.2735312306740878,2.0543212262318176,7.7935585649239165
mean_of_datasets,-22.0,32,980,785,195,785,147,48,94,104,3,182,0.7957699443413729,0.2042300556586271,0.9443661100803958,0.9443661100803958,0.14859616573902287,0.0556338899196042,0.7462011418533159,0.25379885814668424,0.0556338899196042,0.10272108843537416,0.8972789115646259,0.6983779640481665,0.0032834135615380042,0.3016220359518334,0.0032834135615380042,0.10150896722325294,0.6983779640481665,101,0.10150896722325294,0.19056277056277057,16.63844155844156,-0.35036514623815784,2.207074829931973,1.5213050754796582,7.162693922401803
mean_of_datasets,-22.0,24,980,785,195,785,138,57,93,105,3,181,0.7957699443413729,0.2042300556586271,0.9349165120593691,0.9349165120593691,0.13914656771799627,0.0650834879406308,0.7001097935880544,0.2998902064119455,0.0650834879406308,0.101273964131107,0.898726035868893,0.7587662705149972,0.0032834135615380042,0.24123372948500285,0.0032834135615380042,0.1029560915275201,0.7587662705149972,102,0.1029560915275201,0.1896969696969697,16.63844155844156,-0.35036514623815784,1.9572541743970315,1.5213050754796582,7.162693922401803
mean_of_datasets,-22.0,16,980,785,195,785,131,64,93,105,3,179,0.7957699443413729,0.2042300556586271,0.9274335188620902,0.9274335188620902,0.1316635745207174,0.0725664811379097,0.6637461572244181,0.3362538427755819,0.0725664811379097,0.10168212739641312,0.8983178726035869,0.7969214223297708,0.0032834135615380042,0.2030785776702292,0.0032834135615380042,0.10254792826221397,0.7969214223297708,102,0.10254792826221398,0.18787878787878787,16.63844155844156,-0.35036514623815784,1.797612863327149,1.5213050754796582,7.162693922401803
mean_of_datasets,-22.0,8,980,785,195,785,111,84,99,99,3,175,0.7957699443413729,0.2042300556586271,0.9072727272727272,0.9072727272727272,0.11150278293135436,0.09272727272727273,0.5620333772507685,0.4379666227492314,0.09272727272727273,0.10763141620284478,0.8923685837971552,0.8892250233426703,0.0032834135615380042,0.1107749766573296,0.0032834135615380042,0.09659863945578233,0.8892250233426703,96,0.09659863945578233,0.1828447742733457,16.63844155844156,-0.35036514623815784,1.5225479282622139,1.5213050754796582,7.162693922401803
mean_of_datasets,-23.0,32,980,656,324,656,237,87,175,159,10,300,0.6677922077922078,0.33220779220779223,0.905578231292517,0.905578231292517,0.23778602350030922,0.09442176870748299,0.7182589316735658,0.28174106832643414,0.09442176870748299,0.18153370439084726,0.8184662956091527,0.6778877887788779,0.014793955398260917,0.3221122112211221,0.014793955398260917,0.15067408781694494,0.6778877887788779,149,0.15067408781694494,0.30776747062461346,23.73987631416203,-0.5644987405506031,3.229919604205319,1.0760797337456276,6.638996950993413
mean_of_datasets,-23.0,24,980,656,324,656,222,102,177,156,9,299,0.6677922077922078,0.33220779220779223,0.8902659245516388,0.8902659245516388,0.22247371675943103,0.10973407544836115,0.6720197147026417,0.3279802852973585,0.10973407544836115,0.18384662956091527,0.8161533704390846,0.7103143332457753,0.013521690767217662,0.28968566675422464,0.013521690767217662,0.14836116264687696,0.7103143332457753,147,0.14836116264687693,0.30690166975881267,23.73987631416203,-0.5644987405506031,2.8682993197278908,1.0760797337456276,6.638996950993413
mean_of_datasets,-23.0,16,980,656,324,656,209,115,182,151,9,295,0.6677922077922078,0.33220779220779223,0.8770068027210884,0.8770068027210884,0.20921459492888062,0.12299319727891156,0.6321808273027786,0.3678191726972215,0.12299319727891156,0.18843537414965986,0.8115646258503402,0.7355218855218855,0.013521690767217662,0.2644781144781145,0.013521690767217662,0.14377241805813235,0.7355218855218855,142,0.14377241805813235,0.30317872603586893,23.73987631416203,-0.5644987405506031,2.436004947433519,1.0760797337456276,6.638996950993413
mean_of_datasets,-23.0,8,980,656,324,656,164,160,203,129,8,284,0.6677922077922078,0.33220779220779223,0.8315646258503401,0.8315646258503401,0.16377241805813234,0.1684353741496599,0.4947214032579886,0.5052785967420114,0.1684353741496599,0.21173778602350032,0.7882622139764998,0.7825594884418413,0.012091075602696918,0.2174405115581586,0.012091075602696918,0.12047000618429189,0.7825594884418413,121,0.12047000618429189,0.290834879406308,23.73987631416203,-0.5644987405506031,1.904452690166976,1.0760797337456276,6.638996950993413
mean_of_datasets,-24.0,32,980,485,495,485,337,158,305,201,11,455,0.4941125541125541,0.5058874458874458,0.8338528138528138,0.8338528138528138,0.33974025974025973,0.16614718614718613,0.6716562026223464,0.3283437973776537,0.16614718614718613,0.3140754483611627,0.6859245516388374,0.5959538738918696,0.021833968992493416,0.40404612610813045,0.021833968992493416,0.1918119975262832,0.5959538738918696,190,0.19181199752628322,0.4653308596165739,36.31896103896104,-0.891727504150706,4.319468150896722,0.7688521978344852,6.251662598343361
mean_of_datasets,-24.0,24,980,485,495,485,322,173,304,201,10,454,0.4941125541125541,0.5058874458874458,0.8184539270253556,0.8184539270253556,0.3243413729128015,0.18154607297464442,0.6412361990396672,0.3587638009603327,0.18154607297464442,0.31353123067408784,0.6864687693259123,0.6236314835095783,0.02007030056215832,0.37636851649042175,0.02007030056215832,0.19235621521335802,0.6236314835095783,191,0.19235621521335808,0.46446505875077304,36.31896103896104,-0.891727504150706,3.771935683364255,0.7688521978344852,6.251662598343361
mean_of_datasets,-24.0,16,980,485,495,485,284,211,314,191,10,446,0.4941125541125541,0.5058874458874458,0.780470006184292,0.780470006184292,0.2863574520717378,0.21952999381570812,0.5661124436929557,0.43388755630704434,0.21952999381570812,0.32262213976499693,0.6773778602350031,0.6752136752136751,0.02007030056215832,0.3247863247863248,0.02007030056215832,0.18326530612244896,0.6752136752136751,181,0.18326530612244898,0.4567841682127396,36.31896103896104,-0.891727504150706,3.045355596784168,0.7688521978344852,6.251662598343361
mean_of_datasets,-24.0,8,980,485,495,485,230,265,324,180,9,436,0.4941125541125541,0.5058874458874458,0.7272974644403215,0.7272974644403215,0.23318491032776748,0.2727025355596784,0.46098375123973806,0.539016248760262,0.2727025355596784,0.3308101422387137,0.6691898577612863,0.7899908899117759,0.018306632131823222,0.21000911008822398,0.018306632131823222,0.17507730364873217,0.7899908899117759,171,0.17507730364873222,0.44629560915275196,36.31896103896104,-0.891727504150706,2.3574149659863948,0.7688521978344852,6.251662598343361
mean_of_datasets,-25.0,32,980,344,636,344,388,248,441,211,16,578,0.35085961657390224,0.6491403834260977,0.7434384662956092,0.7434384662956092,0.39257884972170687,0.2565615337043909,0.604829407277666,0.39517059272233396,0.2565615337043909,0.4490414347557204,0.5509585652442796,0.5536702163284442,0.046953072647120585,0.44632978367155585,0.046953072647120585,0.20009894867037725,0.5536702163284442,195,0.20009894867037725,0.5918985776128632,56.33045145330859,-1.3120873123916141,5.698157081014224,0.5707219287590263,5.990217003143026
mean_of_datasets,-25.0,24,980,344,636,344,359,277,437,213,14,575,0.35085961657390224,0.6491403834260977,0.71417439703154,0.71417439703154,0.3633147804576376,0.2858256029684601,0.559692317960158,0.440307682039842,0.2858256029684601,0.4457266542980829,0.5542733457019172,0.6021966654496775,0.041765161686150555,0.3978033345503225,0.041765161686150555,0.20341372912801484,0.6021966654496775,199,0.20341372912801484,0.5892145949288806,56.33045145330859,-1.3120873123916141,5.002350030921459,0.5707219287590263,5.990217003143026
mean_of_datasets,-25.0,16,980,344,636,344,309,327,445,205,14,566,0.35085961657390224,0.6491403834260977,0.6637105751391466,0.6637105751391466,0.3128509585652443,0.33628942486085345,0.4819818053920253,0.5180181946079747,0.33628942486085345,0.45529993815708103,0.544700061842919,0.6671005291005292,0.041765161686150555,0.3328994708994709,0.041765161686150555,0.1938404452690167,0.6671005291005292,191,0.1938404452690167,0.5800865800865801,56.33045145330859,-1.3120873123916141,4.002053184910328,0.5707219287590263,5.990217003143026
mean_of_datasets,-25.0,8,980,344,636,344,235,401,470,178,12,546,0.35085961657390224,0.6491403834260977,0.5872603586889301,0.5872603586889301,0.23640074211502782,0.41273964131106994,0.3641551737732571,0.6358448262267428,0.41273964131106994,0.48084106369820656,0.5191589363017934,0.7701054796056014,0.03625551981287232,0.22989452039439862,0.03625551981287232,0.16829931972789117,0.7701054796056014,166,0.16829931972789117,0.5586147186147186,56.33045145330859,-1.3120873123916141,2.819344465058751,0.5707219287590263,5.990217003143026
