packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error,dataset,target_snr_db
4,4,4,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5142857142857142,0.5142857142857142,0.4857142857142857,0.4857142857142857,0.42857142857142855,0.028571428571428525,4,31,0.11428571428571428,1,4,0.25,23,31,0.7419354838709677,0.9586633120060666,0.7550330433094781,0.8272605660593375,0.9915139984927488,-0.04377220324973848,0.8919415763085072,0.15902653497017294,26,40,,40442a6ac044d3e8945011ba3b3cb5be1f32919a9b0e6b7f5c50c2ea69dafe3e12,0,0x2725,0x1595,33,,0_0_0_10_14_8,-25.0
5,5,5,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.0,0.0,0,35,0.0,0,0,0.0,8,35,0.22857142857142856,0.8991593226224732,0.0016277528000041052,0.4957966131123659,1.0,0.12342398485190738,0.6817095636565044,0.7601644150519247,26,1,,401419cab46becaa8ec433e53a983b095e0d0c286da1cfa97e9f438f9b3ccfbd1c,0,0x7097,0xb613,33,,0_0_0_10_14_8,-25.0
6,6,6,33,1,1,0,35,35,1.0,1.0,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.11428571428571432,0.0,1,34,0.02857142857142857,0,1,0.0,10,34,0.29411764705882354,0.8993564635878251,0.05851495795417642,0.4967823179391251,1.0,-0.04631485161021957,0.4394406029542187,0.5054330400075864,26,1,,40d46a042f421398d820286b3efd37bdb67821eb5cb695afb5fae24f91ddbc7987,0,0xe2ef,0xcdf3,33,,0_0_0_10_14_8,-25.0
7,7,7,33,1,1,0,35,35,1.0,1.0,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.2571428571428571,0.0,1,34,0.02857142857142857,1,1,1.0,15,34,0.4411764705882353,0.9199840360858492,0.028178038145406075,0.599920180429246,1.0,-0.06412171278187237,0.5513540317998716,0.5667707785568786,26,1,,406431223122ca040cb461f7f9705354c5a2134362b73ea706413902812b076752,0,0x3496,0x1b33,33,,0_0_0_10_14_8,-25.0
8,8,8,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.05714285714285716,0.0,0,35,0.0,0,0,0.0,13,35,0.37142857142857144,0.8859863189028477,0.002892347240162874,0.42993159451423857,1.0,-0.10616659255587906,0.6757034109718618,0.7253356617051628,26,1,,40847fed26020f71ea963eeb4403fa00653f5c2d1d9da51ebe4961f403faa6b610,0,0x35af,0x0d51,33,,0_0_0_10_14_8,-25.0
9,9,9,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.19999999999999996,0.0,1,34,0.02857142857142857,0,1,0.0,18,34,0.5294117647058824,0.8807454089618549,0.0005513119113169793,0.40372704480927446,1.0,-0.18872438146561737,0.8358623913097177,0.8217596269017753,26,1,,4054bb573ff73232ca38bb7322203126220b1a09092f7c2f0f1227c00f9afa3470,0,0x6588,0x4635,33,,0_0_0_10_14_8,-25.0
1,0,1,33,1,1,0,35,35,0.5714285714285714,0.5714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.5428571428571428,0.0,26,9,0.7428571428571429,0,26,0.0,9,9,1.0,0.9878406493219604,0.9031439939303353,0.9392032466098017,1.0,-0.05200737916095893,0.9649529563818183,0.09575278006661378,26,1,,406411203300020058303132333435363738393a3b3c3d3e3f4041424378563412,0,0x8f61,0x4d14,33,,0_0_0_10_14_16,-20.0
2,1,2,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.0,26,9,0.7428571428571429,0,26,0.0,9,9,1.0,0.9883461286289289,0.8831311513277443,0.9417306431446443,1.0,-0.07542210022635541,0.9692516933314428,0.10576076973141048,26,1,,404433221100030058303132333435363738393a3b3c3d3e3f4061604158763613,0,0x94d7,0x09a0,33,,0_0_0_10_14_16,-20.0
3,2,3,33,1,1,0,35,35,0.4,0.4,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.34285714285714286,0.0,26,9,0.7428571428571429,0,26,0.0,9,9,1.0,0.9564887672551059,0.7675505690276059,0.7824438362755294,1.0,-0.10669408000178511,0.9785418436981456,0.1543035392778488,26,1,,406413001322060058303132133435363738393a3b3c3d3e3f4041424378563412,0,0xc016,0xc08d,33,,0_0_0_10_14_16,-20.0
5,3,5,33,1,1,0,35,35,0.37142857142857144,0.37142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.34285714285714286,0.0,28,7,0.8,0,28,0.0,7,7,1.0,0.9593420264255901,0.7765510557270778,0.7967101321279504,1.0,-0.11201045892858934,0.9787269656183855,0.15086537001970177,26,1,,404433221100060058303132333435363738393a3b3c3d3ebf4841424378563412,0,0xed5e,0x4be5,33,,0_0_0_10_14_16,-20.0
6,4,6,33,1,1,0,35,35,0.34285714285714286,0.34285714285714286,0.0,0.0,0.0,0.0,0.34285714285714286,0.0,30,5,0.8571428571428571,0,30,0.0,5,5,1.0,0.9661289931759269,0.885629194174378,0.8306449658796347,1.0,-0.12026250293593223,0.990668324369429,0.10455201549542276,26,1,,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,33,,0_0_0_10_14_16,-20.0
8,5,8,33,1,1,0,35,35,0.37142857142857144,0.37142857142857144,0.0,0.0,0.0,0.0,0.37142857142857144,0.0,29,6,0.8285714285714286,0,29,0.0,6,6,1.0,0.9777863696956092,0.8359376206961455,0.8889318484780454,1.0,-0.11376821237336707,0.9853473482487821,0.12699651828542097,26,1,,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x8e2a,0x8e2a,33,,0_0_0_10_14_16,-20.0
9,6,9,33,1,1,0,35,35,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,24,11,0.6857142857142857,0,24,0.0,11,11,1.0,0.9713709934199838,0.7728962095134211,0.8568549670999185,1.0,-0.11895703877154896,0.9795848700212709,0.15226603633397753,26,1,,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x40f6,0x40f6,33,,0_0_0_10_14_16,-20.0
10,7,10,33,1,1,0,35,35,0.45714285714285713,0.45714285714285713,0.0,0.0,0.0,0.0,0.45714285714285713,0.0,28,7,0.8,0,28,0.0,7,7,1.0,0.983865114622947,0.7663764212018671,0.919325573114735,1.0,-0.1285743081373735,0.981807441655155,0.15474935754585484,26,1,,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0542,0x0542,33,,0_0_0_10_14_16,-20.0
11,8,11,33,1,1,0,35,35,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,21,14,0.6,0,21,0.0,14,14,1.0,0.8283744688230046,0.0694285154885583,0.1418723441150228,1.0,-0.12689430813985542,0.8810843804783771,0.4899705959414168,26,1,,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcd6f,0xcd6f,33,,0_0_0_10_14_16,-20.0
12,9,12,33,1,1,0,35,35,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,24,11,0.6857142857142857,0,24,0.0,11,11,1.0,0.910382587967328,0.011223493711470736,0.5519129398366395,1.0,-0.2113145645058474,0.9071312109035189,0.6356706254331503,26,1,,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x88db,0x88db,33,,0_0_0_10_14_16,-20.0
13,10,13,33,1,1,0,35,35,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,34,1,0.9714285714285714,0,34,0.0,1,1,1.0,0.9827791646686574,0.7919299869023654,0.913895823343287,1.0,-0.12534957941449792,0.9827222469599768,0.14489791658472884,26,1,,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,33,,0_0_0_10_14_16,-20.0
1,0,1,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.6,0.0,20,15,0.5714285714285714,0,20,0.0,14,15,0.9333333333333333,0.9891104041228789,0.909905522939298,0.9455520206143944,1.0,-0.048174445017664505,0.9528802784696652,0.09218083055936929,26,1,,406411203300020058303132333435363738393a3b3c3d3e3f4041424378563412,0,0x8f61,0x4d14,33,,0_0_0_10_14_16,-21.0
2,1,2,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.0,21,14,0.6,0,21,0.0,13,14,0.9285714285714286,0.9811671443510026,0.8255870289749456,0.9058357217550127,1.0,-0.07455768361940654,0.9523231510821117,0.13133717518890087,26,1,,404433221100030058303132333435363738393a3b3c3d3e3f4061604158763613,0,0x94d7,0x09a0,33,,0_0_0_10_14_16,-21.0
3,2,3,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.08571428571428572,0.4,0.057142857142857134,20,15,0.5714285714285714,0,20,0.0,13,15,0.8666666666666667,0.9590043516694626,0.7412404099583983,0.8079552124588462,0.9967666364721166,-0.1056947660434595,0.9753324625864368,0.16416066513445682,26,4,,4064130013220600583031b29334bdbe3f38393a3b3c3d3e3f4041424378563412,0,0x718d,0xc08d,33,,0_0_0_10_14_16,-21.0
5,3,5,33,1,1,0,35,35,0.5428571428571428,0.5428571428571428,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.11428571428571428,0.42857142857142855,0.028571428571428567,19,16,0.5428571428571428,0,19,0.0,16,16,1.0,0.9618345827962625,0.7905017286297739,0.8424063465799203,0.9916916418503481,-0.10930860606748742,0.9784506920746194,0.14545744808089486,26,4,,405422220101070058303132333435363738393a3b3c3d3ebf484146077c563412,0,0x1b0b,0x4be5,33,,0_0_0_10_14_16,-21.0
6,4,6,33,1,1,0,35,35,0.5714285714285714,0.5714285714285714,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.5142857142857142,0.028571428571428574,21,14,0.6,0,21,0.0,13,14,0.9285714285714286,0.9774293672528831,0.8648521485697822,0.8992147871594524,0.9969830122762406,-0.12376688497078242,0.9895974494789576,0.114314059437981,26,2,,40443322110027225a301332333435363739393a3b3c3d3e3f4041424378563412,0,0xd078,0x0e51,33,,0_0_0_10_14_16,-21.0
8,5,8,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.4,0.0,25,10,0.7142857142857143,0,25,0.0,9,10,0.9,0.9614734579784181,0.8448002503939259,0.8073672898920901,1.0,-0.10261894386885248,0.9798722639447879,0.12320290689438819,26,1,,404433221100090058303132337035723338393a3b1c1f3c3f4043424378563412,0,0x81e9,0x06a2,33,,0_0_0_10_14_16,-21.0
9,6,9,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.0,20,15,0.5714285714285714,0,20,0.0,15,15,1.0,0.9609635036679349,0.805896868438138,0.8529175461530462,0.987974993046657,-0.10905912706750175,0.9797811774788301,0.13936267416651854,26,6,,4044332211000a0058303132333435363738393a3b3c393e3b444142437856741a,0,0x5b76,0xc076,33,,0_0_0_10_14_16,-21.0
10,7,10,33,1,1,0,35,35,0.5714285714285714,0.5714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.5142857142857142,0.0,23,12,0.6571428571428571,0,23,0.0,12,12,1.0,0.9786252755327293,0.7469360218271418,0.8931263776636461,1.0,-0.12689999841037503,0.9815385579607387,0.16204881051753195,26,1,,4044332211000b005830313233343536171a391a3b3e3d3e3f4041424378563412,0,0x4371,0x0542,33,,0_0_0_10_14_16,-21.0
11,8,11,33,1,1,0,35,35,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,13,22,0.37142857142857144,0,13,0.0,22,22,1.0,0.868444216643462,0.06684530457926346,0.3422210832173103,1.0,-0.12708597902971042,0.8799169011732464,0.49344065443084506,26,1,,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcd6f,0xcd6f,33,,0_0_0_10_14_16,-21.0
12,9,12,33,1,1,0,35,35,0.17142857142857143,0.17142857142857143,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,19,16,0.5428571428571428,0,19,0.0,16,16,1.0,0.8961553937991215,0.011091714697668393,0.48077696899560685,1.0,-0.2113224193449437,0.9069159264162328,0.6365061810940356,26,1,,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x88db,0x88db,33,,0_0_0_10_14_16,-21.0
13,10,13,33,1,1,0,35,35,0.37142857142857144,0.37142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.34285714285714286,0.0,32,3,0.9142857142857143,0,32,0.0,3,3,1.0,0.9378979057477219,0.788978426699447,0.6894895287386092,1.0,-0.12520140165198498,0.9824097121792289,0.14605295991067668,26,1,,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,33,,0_0_0_10_14_16,-21.0
1,0,1,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.2,0.2,0.2,0.2,0.4857142857142857,0.0,8,27,0.22857142857142856,0,8,0.0,25,27,0.9259259259259259,0.9385999902931061,0.21674090331067544,0.6929999514655305,1.0,-0.07202325173227733,0.7455604600367155,0.37096460336565146,26,1,,4064112033002200581031323374317637b0393a3bb43db637404142c378563412,0,0xbfbd,0x4d14,33,,0_0_0_10_14_16,-22.0
2,1,2,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.5142857142857143,0.0,18,17,0.5142857142857142,1,18,0.05555555555555555,15,17,0.8823529411764706,0.9815119108995289,0.8413532483425711,0.9075595544976442,1.0,-0.07721342614435639,0.9624860521537316,0.12468733141255876,26,1,,406431001102010058212132333431363338393a3b3c2c3e3e5160605158763613,0,0x3e9f,0x09a0,33,,0_0_0_10_14_16,-22.0
3,2,3,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.4285714285714286,0.0,10,25,0.2857142857142857,0,10,0.0,22,25,0.88,0.907997135762286,0.15912386532683925,0.5399856788114298,1.0,0.021080616535533177,0.2031745980487002,0.40672658107750354,26,1,,4024125047330200583031b29334bdbe3f38393a3b3c797e7f4441424378562402,0,0x124f,0xc18d,33,,0_0_0_10_14_16,-22.0
5,3,5,33,1,1,0,35,35,0.5714285714285714,0.5714285714285714,0.2,0.2,0.2,0.2,0.3714285714285714,0.0,12,23,0.34285714285714286,0,12,0.0,19,23,0.8260869565217391,0.9631599589504679,0.7172111385683677,0.8157997947523393,1.0,-0.11137683929952448,0.9740029874213405,0.17295852279286938,26,1,,40543333000107005830313233343536773c393e7b283c2eaf584046077c56b412,0,0x3aa5,0x4bed,33,,0_0_0_10_14_16,-22.0
6,4,6,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.22857142857142856,0.22857142857142856,0.17142857142857143,0.17142857142857143,0.4857142857142857,0.057142857142857134,11,24,0.3142857142857143,0,11,0.0,23,24,0.9583333333333334,0.9659231374958581,0.8491468782073879,0.8463636290329853,0.9958130146115761,-0.11124782227492658,0.9831928070638712,0.12131397099696002,26,6,,40443322110027225a301332373031763339393a3b3c3d3e3f4041424378563434,0,0x3cf4,0x0815,33,,0_0_0_10_14_16,-22.0
8,5,8,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.17142857142857143,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.5428571428571428,0.05714285714285715,17,18,0.4857142857142857,0,17,0.0,16,18,0.8888888888888888,0.949777085136044,0.8238837927577858,0.7838856334045078,0.9912499480689279,-0.10556452930108773,0.9784604955730674,0.13204287504526085,26,6,,404433221100090058303132337035723338393a3b1c0e2d2f5142424378563412,0,0x815d,0x06a2,33,,0_0_0_10_14_16,-22.0
9,6,9,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.34285714285714286,0.34285714285714286,0.3142857142857143,0.3142857142857143,0.4,0.02857142857142858,15,20,0.42857142857142855,0,15,0.0,18,20,0.9,0.9458063866516392,0.7725993609249235,0.7561467253225428,0.9932213019839132,-0.10772758466827113,0.9757705054479643,0.15237952301158633,26,72,,40443b22990002005830313223343536b730b93a3b34283f3a45c16ac9507e761a,0,0x2eda,0xc076,33,,0_0_0_10_14_16,-22.0
10,7,10,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.2,0.2,0.2,0.2,0.45714285714285713,0.0,12,23,0.34285714285714286,0,12,0.0,23,23,1.0,0.9514385414065006,0.6831594123691098,0.7806623364343729,0.9941325926495326,-0.13014851644830197,0.9714128563583885,0.18518216484251768,26,8,,4044bb2a99088389d8b8207b77707132131a391a3b3e3d3e3f4041424378563412,0,0x5309,0x0542,33,,0_0_0_10_14_16,-22.0
11,8,11,33,1,1,0,35,35,0.42857142857142855,0.42857142857142855,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.39999999999999997,0.0,14,21,0.4,0,14,0.0,21,21,1.0,0.895109612509617,0.061724335541508094,0.47554806254808457,1.0,-0.12876944337213792,0.8796296338545124,0.500656499784595,26,1,,4044332211000c401c343132333435363738393a3b3c3d3e3f4041424378563412,0,0x3e96,0xcd6f,33,,0_0_0_10_14_16,-22.0
12,9,12,33,1,1,0,35,35,0.2857142857142857,0.2857142857142857,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.08571428571428572,0.19999999999999998,-0.028571428571428574,19,16,0.5428571428571428,0,19,0.0,16,16,1.0,0.9069494999473786,0.232529104554617,0.5608269689059917,0.9934801327077253,0.11185627709043465,0.9088764014339545,0.3623349131422768,26,4,,4044332211000d027a30113033303136173819181b3e3d3e3f4041424378563412,0,0x3513,0x88db,33,,0_0_0_10_14_16,-22.0
13,10,13,33,1,1,0,35,35,0.5428571428571428,0.5428571428571428,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.5142857142857142,0.02857142857142857,24,11,0.6857142857142857,0,24,0.0,10,11,0.9090909090909091,0.959947233706833,0.7851769547107394,0.8173585330149407,0.995594408879806,-0.1250308006198275,0.9820095771597375,0.14753357242688506,26,2,,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,33,,0_0_0_10_14_16,-22.0
1,0,1,33,1,1,0,35,35,0.8,0.8,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.3428571428571429,0.0,4,31,0.11428571428571428,0,4,0.0,27,31,0.8709677419354839,0.8829677716153628,0.06966936846122103,0.45667753765625924,0.9895403301051386,-0.13265112361973613,0.8969238618493877,0.48965243604292136,26,72,,4064112033002200581031e2f72de12222a1282b3af579b233005543daf1563503,0,0x2c29,0x5c05,33,,0_0_0_10_14_16,-23.0
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.4,0.4,0.48571428571428565,0.0,10,25,0.2857142857142857,1,10,0.1,19,25,0.76,0.9580827803125255,0.3899252798685735,0.7904139015626269,1.0,-0.05869851274813389,0.7247365380175464,0.2911391649134954,26,1,,40643100110201005821211213343316711c7d587d3e2c3e3e5160e0d9d8fe3613,0,0x2dee,0x09a0,33,,0_0_0_10_14_16,-23.0
3,2,3,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.4,0.4,0.4,0.4,0.2857142857142857,0.0,5,30,0.14285714285714285,0,5,0.0,22,30,0.7333333333333333,0.9131241999505672,0.018345324985895074,0.5656209997528355,1.0,0.16699634610321,0.8806979961294329,0.5998785256609531,26,1,,40a49a5847b30a00583031b29234bdac2d6d3d2a2f3c797e7f4441424378560422,0,0x56d7,0xe18f,33,,0_0_0_10_14_16,-23.0
5,3,5,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.34285714285714286,0.0,9,26,0.2571428571428571,0,9,0.0,19,26,0.7307692307692307,0.9389830507318113,0.4069804978680854,0.6949152536590563,1.0,-0.01643031179269518,0.2500267680439361,0.28444525137999,26,1,,40543333000117114920202232342536573e3b14fb223c2eaf584046077c56b410,0,0xc1e7,0x49cf,33,,0_0_0_10_14_16,-23.0
6,4,6,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.2857142857142857,0.2857142857142857,0.4571428571428572,0.02857142857142858,4,31,0.11428571428571428,0,4,0.0,25,31,0.8064516129032258,0.9328786661740213,0.35511076460091,0.6895215978149654,0.9937179332637852,-0.03173491573200348,0.5077722857147817,0.3052528415414178,26,12,,40443322110027225a30133237303176a32130bb2b3db5b63f4041420338163434,0,0xfbd6,0x0815,33,,0_0_0_10_14_16,-23.0
8,5,8,33,1,1,0,35,35,0.8,0.8,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.48571428571428577,0.0,10,25,0.2857142857142857,0,10,0.0,20,25,0.8,0.9374895331070243,0.6899336242114471,0.687447665535121,1.0,-0.11017194515606911,0.9640162990146448,0.18276867744001982,26,1,,405423230010080058303132337035723338393a3b1c0e2d2f5142084dfe703e52,0,0x5893,0x02e2,33,,0_0_0_10_14_16,-23.0
9,6,9,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.3428571428571429,0.0,9,26,0.2571428571428571,0,9,0.0,17,26,0.6538461538461539,0.8955954951616146,0.09567050423933977,0.4779774758080731,1.0,0.05241103804306408,0.5818530191485727,0.45958249692798275,26,1,,40047b22d9401201582021120334153437b9312a333c283f3a45c16ac9507e761a,0,0x2459,0xc076,33,,0_0_0_10_14_16,-23.0
10,7,10,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.4571428571428572,0.0,6,29,0.17142857142857143,0,6,0.0,23,29,0.7931034482758621,0.9404182636436789,0.601580853709995,0.7020913182183939,1.0,-0.09709199814358642,0.9367716059232375,0.21386325051798608,26,1,,40c433221188a38bf8ba027b77707132131a391a3bbeb5be3fc86160615a763410,0,0x1ce3,0x0542,33,,0_0_0_10_14_16,-23.0
11,8,11,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.4857142857142857,0.0,7,28,0.2,0,7,0.0,28,28,1.0,0.9154010868686897,0.03884606511504864,0.5770054343434481,1.0,-0.13558663187052747,0.8594708656243844,0.5406786145395607,26,1,,4044332211008cc81cbcb11a133415363738393a3b3c3d3e3f4051535369563492,0,0x95c0,0xcd6f,33,,0_0_0_10_14_16,-23.0
12,9,12,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.3142857142857143,0.0,14,21,0.4,0,14,0.0,19,21,0.9047619047619048,0.9152659235674384,0.2619869044380334,0.5853131868233712,0.9977541077534552,0.1115377371247254,0.9148260565754377,0.3472052251303339,26,30,,4044332211000d027a30113033303136173819181b3e3d3e3f4041424378563412,0,0x3513,0x88db,33,,0_0_0_10_14_16,-23.0
13,10,13,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.11428571428571428,0.6,0.028571428571428567,17,18,0.4857142857142857,0,17,0.0,17,18,0.9444444444444444,0.9571037490484814,0.7295675778839633,0.787653468793643,0.9994663191121909,-0.12038828380396267,0.9769698836863736,0.1684556177380375,26,2,,4044332a11000e0058303132333435363738393a3b3c3d3e3f4041424378563412,0,0x7286,0x4607,33,,0_0_0_10_14_16,-23.0
1,0,1,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6,0.6,0.6,0.6,0.2571428571428571,0.0,3,32,0.08571428571428572,0,3,0.0,23,32,0.71875,0.9358849054119343,0.45092212032865053,0.7006269611742504,0.9946993914713551,-0.06461744629783377,0.8555165323916087,0.26773393003688833,26,60,,4064142133002600581031c2f52dc30220a1282b3a75f13233885543daf1561523,0,0x1759,0x5c27,33,,0_0_0_10_14_16,-24.0
2,1,2,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.4,0.0,8,27,0.22857142857142856,1,8,0.125,15,27,0.5555555555555556,0.9460114792397407,0.4975414753321712,0.7300573961987034,1.0,-0.055836814961501426,0.8081210652692766,0.2506528919683281,26,1,,40741032332141005c2161161b3c331e791c7d587d7e683e3e1160e0d9d8feb61b,0,0xf793,0x0928,33,,0_0_0_10_14_16,-24.0
3,2,3,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6,0.6,0.6285714285714286,0.6285714285714286,0.22857142857142854,-0.02857142857142858,3,32,0.08571428571428572,0,3,0.0,20,32,0.625,0.8948530109217813,0.13776922426789648,0.48974512854358937,0.9961299815163291,-0.004845681375898002,0.010956783574491591,0.42236924052488656,26,6,,40a49a5847b30a00d8b031b29234bdac2d4d3f0a0d3c7b6c6d76c2ca437056842a,0,0x16ca,0xe987,33,,0_0_0_10_14_16,-24.0
5,3,5,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.6,0.6,0.6,0.6,0.3142857142857143,0.0,6,29,0.17142857142857143,0,6,0.0,19,29,0.6551724137931034,0.9147544568938896,0.01965786661175184,0.5737722844694476,1.0,0.007257705995453063,0.012549813253817876,0.5946721715259418,26,1,,40541773040173510d60022636306176573e3b14fb223c2eaf58c06607de76f654,0,0x841b,0x498b,33,,0_0_0_10_14_16,-24.0
6,4,6,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.5714285714285714,0.5714285714285714,0.6,0.6,0.22857142857142865,-0.02857142857142858,3,32,0.08571428571428572,0,3,0.0,22,32,0.6875,0.9024167827066698,0.09352006961267045,0.5538783180534645,0.9895513988699711,0.14730747828885468,0.9083432560194914,0.46180312858528305,26,16,,404433221100a76256b0573637202176a22130bb2b3dc6d56e7744c89bb2143e34,0,0x151f,0x0815,33,,0_0_0_10_14_16,-24.0
8,5,8,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.42857142857142855,0.42857142857142855,0.45714285714285713,-0.028571428571428525,4,31,0.11428571428571428,0,4,0.0,23,31,0.7419354838709677,0.8975878543812184,0.15583506832277896,0.5159870576174738,0.9929880535721545,0.017169149728476298,0.13810988544987968,0.4090307295088274,26,32,,4044333311010800183435323370357273383d7a3f889ea4ae414b084dfe703e52,0,0x5140,0x02e2,33,,0_0_0_10_14_16,-24.0
