dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_32,0,0,0,0,8,4305479,4305481,803,16.772151585755374,17.865360862778005,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,803,1,1,17.865360862778005,0,0,803,1,16.411766895044842,0,0,803,1,10.369073646165655,0,0,803,1,13.486633724025372,0,0
0_0_0_10_14_32,3,2,3,3,11,8818585,8818587,718,18.585088833373767,17.999613244332128,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,718,1,1,17.999613244332128,0,0,718,1,17.840714393042237,0,0,718,1,5.295443130655463,0,0,718,1,13.801150716661976,0,0
0_0_0_10_14_32,3,2,3,4,12,8822682,8822684,107,19.7363912077841,18.81631106763869,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,107,1,1,18.81631106763869,0,0,107,1,18.868422719163974,0,0,107,1,14.506560850295457,0,0,107,1,14.882284279734069,0,0
0_0_0_10_14_32,3,2,3,5,13,8826778,8826780,468,14.004010443071564,12.809660111415862,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,468,1,1,12.809660111415862,0,0,468,1,13.229879329044978,0,0,468,1,10.884795854475698,0,0,468,1,9.653368993235603,0,0
0_0_0_10_14_32,3,2,3,6,14,8830874,8830876,89,23.821542450989334,21.601580960158962,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,89,1,1,21.601580960158962,0,0,89,1,15.99241488983215,0,0,89,1,12.895177116195473,0,0,89,1,15.055525570667221,0,0
0_0_0_10_14_32,3,2,3,7,15,8834970,8834972,713,14.511872464431285,15.460285672817273,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,713,1,1,15.460285672817273,0,0,713,1,16.673424269455527,0,0,713,1,9.011295176234103,0,0,713,1,11.017111515632463,0,0
0_0_0_10_14_32,3,2,3,8,16,8839066,8839068,865,18.525157987268994,19.35519294980871,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,865,1,1,19.35519294980871,0,0,865,1,18.94147332992943,0,0,865,1,16.38298302762322,0,0,865,1,12.196820979736565,0,0
0_0_0_10_14_32,3,2,3,9,17,8843162,8843164,492,13.9015868827461,12.942031995414364,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,492,1,1,12.942031995414364,0,0,492,1,12.850751953925704,0,0,492,1,13.859274607517309,0,0,492,1,9.282851571032442,0,0
0_0_0_10_14_32,3,2,3,10,18,8847258,8847260,765,17.586534662243416,16.704883467504185,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,765,1,1,16.704883467504185,0,0,765,1,14.747073054598857,0,0,765,1,5.614626352178684,0,0,765,1,11.416181515778064,0,0
0_0_0_10_14_32,3,2,3,11,19,8851354,8851356,1023,29.493717831109542,26.51478421045143,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,1023,1,1,26.51478421045143,0,0,1023,1,26.928200520915194,0,0,1023,1,10.938840146843265,0,0,1023,1,18.631739049302773,0,0
0_0_0_10_14_32,3,2,3,12,20,8855450,8855452,597,15.546629632303144,14.140266466651,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,597,1,1,14.140266466651,0,0,597,1,8.026370734610067,0,0,597,1,4.665719050487003,0,0,597,1,10.169686326644516,0,0
0_0_0_10_14_32,3,2,3,13,21,8859546,8859548,562,14.412940830372163,13.190026693964434,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,562,1,1,13.190026693964434,0,0,562,1,4.3393115193603125,0,0,562,1,2.3978991098001607,0,0,562,1,9.63367752167722,0,0
0_0_0_10_14_32,3,2,3,14,22,8863642,8863644,478,16.217387562246547,14.638957593496745,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,478,1,1,14.638957593496745,0,0,478,1,13.639693490295585,0,0,478,1,15.04366265657396,0,0,478,1,10.837514756919306,0,0
0_0_0_10_14_32,3,2,3,15,23,8867738,8867740,267,17.000240988455676,15.228940050647772,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,267,1,1,15.228940050647772,0,0,267,1,19.259449337610523,0,0,267,1,10.577212318167625,0,0,267,1,12.474465727607676,0,0
0_0_0_10_14_32,3,2,3,16,24,8871834,8871836,917,23.336310084028575,21.735750686815226,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,917,1,1,21.735750686815226,0,0,917,1,4.029956486461413,0,0,917,1,0.38429291053144826,0,0,917,1,15.350876729178346,0,0
0_0_0_10_14_32,3,2,3,17,25,8875930,8875932,656,16.91936503060606,15.150057415733757,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,656,1,1,15.150057415733757,0,0,656,1,15.897909823531053,0,0,656,1,10.02001626915529,0,0,656,1,10.77610002663113,0,0
0_0_0_10_14_32,3,2,3,18,26,8880026,8880028,889,20.682614290309136,19.006758696477103,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,889,1,1,19.006758696477103,0,0,889,1,15.002968678950763,0,0,889,1,8.473493085576873,0,0,889,1,14.856164255162568,0,0
0_0_0_10_14_32,3,2,3,19,27,8884122,8884124,510,15.892338236347722,14.34646770272255,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,510,1,1,14.34646770272255,0,0,510,1,11.734631032187103,0,0,510,1,7.990494493786232,0,0,510,1,10.365174755778327,0,0
0_0_0_10_14_32,3,2,3,20,28,8888218,8888220,860,20.57352794872079,18.06077757731706,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,860,1,1,18.06077757731706,0,0,860,1,17.607452563973375,0,0,860,1,10.299983213473496,0,0,860,1,14.649520186994625,0,0
0_0_0_10_14_32,3,2,3,21,29,8892314,8892316,553,16.346551462127465,15.144921883687807,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,553,1,1,15.144921883687807,0,0,553,1,15.974463399370793,0,0,553,1,8.27553989694655,0,0,553,1,10.81230469285969,0,0
0_0_0_10_14_32,3,2,3,22,30,8896410,8896412,629,16.131231605794056,14.8780365022846,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,629,1,1,14.8780365022846,0,0,629,1,14.979060951057841,0,0,629,1,7.891559502653532,0,0,629,1,11.006636252996246,0,0
0_0_0_10_14_32,3,2,3,23,31,8900506,8900508,759,18.561181229924728,16.372865785422483,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,759,1,1,16.372865785422483,0,0,759,1,17.352459550837768,0,0,759,1,7.670344284315261,0,0,759,1,12.573115886787482,0,0
0_0_0_10_14_32,3,2,3,24,32,8904602,8904604,874,17.639085024484498,16.619320164425424,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,874,1,1,16.619320164425424,0,0,874,1,17.51892243785837,0,0,874,1,16.022399032380985,0,0,874,1,15.017825509053209,0,0
0_0_0_10_14_32,3,2,3,25,33,8908698,8908700,720,17.40782416387295,15.510613394388006,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,720,1,1,15.510613394388006,0,0,720,1,12.798841279831299,0,0,720,1,7.932188719796023,0,0,720,1,12.06013186115964,0,0
0_0_0_10_14_32,3,2,3,26,34,8912794,8912796,314,17.394225153994935,16.20514510086455,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,314,1,1,16.20514510086455,0,0,314,1,13.33554288133268,0,0,314,1,11.352846364966764,0,0,314,1,12.929801279695068,0,0
0_0_0_10_14_32,3,2,3,27,35,8916890,8916892,602,18.19595447279123,16.521345122039712,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,602,1,1,16.521345122039712,0,0,602,1,18.23572067633904,0,0,602,1,9.977570731015557,0,0,602,1,12.432490032157853,0,0
0_0_0_10_14_32,3,2,3,28,36,8920986,8920988,7,15.325660095589198,13.850553508658345,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,7,1,1,13.850553508658345,0,0,7,1,14.436985304445095,0,0,7,1,13.457945770500608,0,0,7,1,12.242189394270904,0,0
0_0_0_10_14_32,3,2,3,29,37,8925082,8925084,610,16.591762924857168,15.286796896582185,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,610,1,1,15.286796896582185,0,0,610,1,14.576155773698215,0,0,610,1,9.69138010400348,0,0,610,1,11.559939969952236,0,0
0_0_0_10_14_32,4,3,4,0,8,10306662,10306664,803,23.693622052033025,21.948879567276197,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,803,1,1,21.948879567276197,0,0,803,1,21.349292851009626,0,0,803,1,11.483226350170693,0,0,803,1,14.68192756874609,0,0
0_0_0_10_14_32,4,3,4,1,9,10310758,10310760,711,22.242264513636485,20.606215716963085,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,711,1,1,20.606215716963085,0,0,711,1,21.24736769105484,0,0,711,1,11.424901352191313,0,0,711,1,13.709152324547318,0,0
0_0_0_10_14_32,4,3,4,2,10,10314854,10314856,871,25.347233896770565,22.069574670205906,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,871,1,1,22.069574670205906,0,0,871,1,0.9243648219267636,0,0,871,1,1.3019174933653452,0,0,871,1,16.218407605360884,0,0
0_0_0_10_14_32,4,3,4,3,11,10318950,10318952,718,23.450868651207113,20.63998304088554,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,718,1,1,20.63998304088554,0,0,718,1,20.655612800584958,0,0,718,1,7.43086648768731,0,0,718,1,14.233618363376868,0,0
0_0_0_10_14_32,4,3,4,4,12,10323046,10323048,86,24.073003110253257,22.379029707772823,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,86,1,1,22.379029707772823,0,0,86,1,9.04761852625717,0,0,86,1,1.2701229944825598,0,0,86,1,15.583704524824507,0,0
0_0_0_10_14_32,4,3,4,5,13,10327142,10327144,468,23.244674197208184,19.93337994778059,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,468,1,1,19.93337994778059,0,0,468,1,21.68471841527975,0,0,468,1,12.820283362253921,0,0,468,1,13.66809249951257,0,0
0_0_0_10_14_32,4,3,4,6,14,10331238,10331240,89,22.007587688878793,20.00738626949253,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,89,1,1,20.00738626949253,0,0,89,1,17.849546932781507,0,0,89,1,13.071495014499906,0,0,89,1,14.637361921016282,0,0
0_0_0_10_14_32,4,3,4,7,15,10335334,10335336,713,23.0823276878658,19.829179613072473,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,713,1,1,19.829179613072473,0,0,713,1,21.089691883357588,0,0,713,1,9.742601303541948,0,0,713,1,14.84413280845276,0,0
0_0_0_10_14_32,4,3,4,8,16,10339430,10339432,865,21.7432734427333,19.44211729932206,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,865,1,1,19.44211729932206,0,0,865,1,18.56037565936077,0,0,865,1,14.636280338165255,0,0,865,1,15.687576115470982,0,0
0_0_0_10_14_32,4,3,4,9,17,10343526,10343528,492,23.170922610763007,19.568434808294647,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,492,1,1,19.568434808294647,0,0,492,1,18.7219494108053,0,0,492,1,13.640520230323999,0,0,492,1,13.709520575699974,0,0
0_0_0_10_14_32,4,3,4,10,18,10347622,10347624,765,22.103889329820902,19.482458403807094,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,765,1,1,19.482458403807094,0,0,765,1,17.731141758618495,0,0,765,1,7.375053485557599,0,0,765,1,15.36325084467316,0,0
0_0_0_10_14_32,4,3,4,11,19,10351718,10351720,1023,15.994081675156744,15.396392532857497,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,1023,1,1,15.396392532857497,0,0,1023,1,12.446912379252836,0,0,1023,1,8.920629514966151,0,0,1023,1,12.693817071634426,0,0
0_0_0_10_14_32,4,3,4,12,20,10355814,10355816,597,20.58727100389449,19.765246777211907,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,597,1,1,19.765246777211907,0,0,597,1,8.416788656636706,0,0,597,1,4.612043749235755,0,0,597,1,14.67457417178948,0,0
0_0_0_10_14_32,4,3,4,13,21,10359910,10359912,562,19.097616935296347,17.969955841472277,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,562,1,1,17.969955841472277,0,0,562,1,7.573709231395447,0,0,562,1,2.6106602963024006,0,0,562,1,14.431613378345581,0,0
0_0_0_10_14_32,4,3,4,14,22,10364006,10364008,478,19.404812900837626,18.28014628469083,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,478,1,1,18.28014628469083,0,0,478,1,19.159741965899833,0,0,478,1,13.563401816832672,0,0,478,1,14.9960041489615,0,0
0_0_0_10_14_32,4,3,4,15,23,10368102,10368104,267,18.858779612634606,17.858465717516545,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,267,1,1,17.858465717516545,0,0,267,1,21.555611095110983,0,0,267,1,12.36220118740793,0,0,267,1,12.82156339242112,0,0
0_0_0_10_14_32,4,3,4,16,24,10372198,10372200,917,15.21606712380837,13.90739583942483,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,917,1,1,13.90739583942483,0,0,916,0,4.65472646884661,0,1,918,0,0.31724239784205077,0,1,917,1,13.071171595519006,0,0
0_0_0_10_14_32,4,3,4,17,25,10376294,10376296,656,22.935897255006203,20.687581832153093,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,656,1,1,20.687581832153093,0,0,656,1,20.8149531970599,0,0,656,1,10.669643576935544,0,0,656,1,16.215880250283845,0,0
0_0_0_10_14_32,4,3,4,18,26,10380390,10380392,889,15.388346836787772,13.773952588165452,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,889,1,1,13.773952588165452,0,0,889,1,9.890090800101332,0,0,889,1,5.01150100998662,0,0,889,1,12.664363995824182,0,0
0_0_0_10_14_32,4,3,4,19,27,10384486,10384488,510,17.21861635016046,15.65541060407293,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,510,1,1,15.65541060407293,0,0,510,1,17.485927360165437,0,0,510,1,8.34092660318358,0,0,510,1,15.466217502914292,0,0
0_0_0_10_14_32,4,3,4,20,28,10388582,10388584,860,14.536313269378825,13.438343611801137,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,860,1,1,13.438343611801137,0,0,860,1,13.878778398527402,0,0,860,1,7.52678581427401,0,0,860,1,12.25258918657713,0,0
0_0_0_10_14_32,4,3,4,21,29,10392678,10392680,553,17.330065124602875,16.095671074137993,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,553,1,1,16.095671074137993,0,0,553,1,15.769903761703093,0,0,553,1,11.1023267454327,0,0,553,1,15.08475999706822,0,0
0_0_0_10_14_32,4,3,4,22,30,10396774,10396776,629,18.777827356639975,17.317595513765585,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,629,1,1,17.317595513765585,0,0,629,1,21.760020557045735,0,0,629,1,7.720808127521463,0,0,629,1,15.844510459646768,0,0
0_0_0_10_14_32,4,3,4,23,31,10400871,10400873,759,15.41662084120901,14.723305180931355,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,759,1,1,14.723305180931355,0,0,759,1,12.112660727103838,0,0,759,1,6.284671206366879,0,0,759,1,9.954620583553806,0,0
0_0_0_10_14_32,4,3,4,24,32,10404967,10404969,874,19.662954686443697,18.930049197965676,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,874,1,1,18.930049197965676,0,0,874,1,16.823444870301408,0,0,874,1,13.588099846073298,0,0,874,1,12.295848090351862,0,0
0_0_0_10_14_32,4,3,4,25,33,10409063,10409065,720,13.307003413603873,12.779809843565502,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,720,1,1,12.779809843565502,0,0,720,1,10.01853924490964,0,0,720,1,8.813758677227366,0,0,720,1,8.981945777375383,0,0
0_0_0_10_14_32,4,3,4,26,34,10413159,10413161,314,13.203809124504515,12.545858211254481,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,314,1,1,12.545858211254481,0,0,314,1,9.695510792570836,0,0,314,1,8.36388202405008,0,0,314,1,10.664232211099812,0,0
0_0_0_10_14_32,4,3,4,27,35,10417255,10417257,602,11.955234497856038,11.35135016246457,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,602,1,1,11.35135016246457,0,0,602,1,12.518736257696904,0,0,602,1,5.551806363893372,0,0,602,1,8.418401953977373,0,0
0_0_0_10_14_32,4,3,4,28,36,10421351,10421353,7,28.005778981094615,23.83644798380311,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,7,1,1,23.83644798380311,0,0,7,1,24.881813583286778,0,0,7,1,15.772322606696056,0,0,7,1,17.665663803071528,0,0
0_0_0_10_14_32,4,3,4,29,37,10425447,10425449,610,12.621681199356187,11.33226275328889,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,610,1,1,11.33226275328889,0,0,610,1,10.514165748798307,0,0,610,1,7.287158081546631,0,0,610,1,8.33165621695083,0,0
0_0_0_10_14_32,5,4,5,0,8,11807031,11807033,222,20.507223852936868,19.653331298625403,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,222,1,1,19.653331298625403,0,0,222,1,18.460057537682662,0,0,222,1,11.984862542274977,0,0,222,1,14.425813826107545,0,0
0_0_0_10_14_32,5,4,5,1,9,11811127,11811129,826,22.137645924653885,21.215146999868956,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,826,1,1,21.215146999868956,0,0,826,1,21.175893301964702,0,0,826,1,14.653947217900907,0,0,826,1,13.437397582845989,0,0
0_0_0_10_14_32,5,4,5,2,10,11815223,11815225,871,24.593212526227344,22.1523121018473,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,871,1,1,22.1523121018473,0,0,871,1,0.986371635010453,0,0,871,1,0.6797157413941712,0,0,871,1,14.416649683549034,0,0
0_0_0_10_14_32,5,4,5,3,11,11819319,11819321,718,18.55319377350255,17.86759061716367,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,718,1,1,17.86759061716367,0,0,718,1,17.864503729320813,0,0,718,1,6.447348827693638,0,0,718,1,12.06044820587744,0,0
0_0_0_10_14_32,5,4,5,4,12,11823415,11823417,86,26.106492898682774,23.91143121469266,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,86,1,1,23.91143121469266,0,0,86,1,8.635433499273292,0,0,86,1,1.2578450473681708,0,0,86,1,16.74845787542401,0,0
0_0_0_10_14_32,5,4,5,5,13,11827511,11827513,468,17.872906911133445,15.789941891114934,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,468,1,1,15.789941891114934,0,0,468,1,16.889326303116466,0,0,468,1,12.011313854760191,0,0,468,1,11.833885531687493,0,0
0_0_0_10_14_32,5,4,5,6,14,11831607,11831609,89,24.095195724112422,22.77640319956432,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,89,1,1,22.77640319956432,0,0,89,1,16.883117868228293,0,0,89,1,13.3106758662632,0,0,89,1,16.46748064976319,0,0
0_0_0_10_14_32,5,4,5,7,15,11835703,11835705,713,19.224149544841506,19.30796534813693,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,713,1,1,19.30796534813693,0,0,713,1,20.18167469098759,0,0,713,1,9.708396465996312,0,0,713,1,12.932694192933553,0,0
