trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,signal_power,added_noise_power,timing_error_samples_1m,cfo_error_bins,cfo_error_hz,decision,correct,true_margin_db,true_power
20260819:31,14.0,20260819,31,exp0_000002_rxg20_0_fulltrim,2,15,1117,2.9146519049103815e-08,4.752768299058107e-06,0.0,0.0,0.0,1117,1,5.275165520749988,0.00837915717722787
20260819:31,14.0,20260819,31,exp0_000002_rxg20_0_fulltrim,2,15,1117,2.9146519049103815e-08,4.752768299058107e-06,0.0,4.096,125.0,1113,0,-13.802510210620634,0.00033487802285293855
20260819:31,14.0,20260819,31,exp0_000002_rxg20_0_fulltrim,2,15,1117,2.9146519049103815e-08,4.752768299058107e-06,0.0,8.192,250.0,1109,0,-12.512940899685143,0.00040186599049986393
20260819:31,14.0,20260819,31,exp0_000002_rxg20_0_fulltrim,2,15,1117,2.9146519049103815e-08,4.752768299058107e-06,0.0,16.384,500.0,1101,0,-6.48677122581786,0.0010420446929437915
20260819:31,14.0,20260819,31,exp0_000002_rxg20_0_fulltrim,2,15,1117,2.9146519049103815e-08,4.752768299058107e-06,0.0,32.768,1000.0,1084,0,-20.70485776120592,6.279334472460152e-05
20260819:31,14.0,20260819,31,exp0_000002_rxg20_0_fulltrim,2,15,1117,2.9146519049103815e-08,4.752768299058107e-06,0.0,65.536,2000.0,1051,0,-8.194480289749798,0.0007007250915533891
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,-65.536,-2000.0,3359,0,-11.571435466195775,0.00042601762553218236
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,-32.768,-1000.0,3326,0,-10.008805498136478,0.0009962104354031137
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,-16.384,-500.0,3309,0,-14.640620252605554,0.000189827436583378
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,-8.192,-250.0,3301,0,-10.094828585922052,0.0008767123126563227
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,-4.096,-125.0,3297,0,-21.44928710309493,7.294580281819174e-05
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,0.0,0.0,3293,1,2.5732380938876247,0.011134183194915437
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,4.096,125.0,3289,0,-13.812197617637912,0.0004699794850824418
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,8.192,250.0,3285,0,-13.64176128172037,0.0004659434540630093
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,16.384,500.0,3277,0,-21.83687042815855,5.100433803236653e-05
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,32.768,1000.0,3260,0,-19.987393363626996,8.031239900131715e-05
20260819:32,14.0,20260819,32,exp0_000003_rxg20_0_fulltrim,3,0,3293,5.121315239779495e-08,8.351057181168109e-06,0.0,65.536,2000.0,3228,0,-11.343073663231253,0.0003899357038009456
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,-65.536,-2000.0,379,0,-18.558851628883243,0.00010180437872609003
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,-32.768,-1000.0,346,0,-14.015142745368562,0.0004899096875968269
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,-16.384,-500.0,329,0,-8.338961106605057,0.0013004559106747499
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,-8.192,-250.0,321,0,-16.3406814968438,0.0002824303325612565
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,-4.096,-125.0,317,0,-25.12869765818689,4.135856153672881e-05
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,0.0,0.0,313,1,3.826919417485658,0.014168215104275683
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,4.096,125.0,309,0,-13.442890280873955,0.0006293275166591207
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,8.192,250.0,305,0,-24.514756521647723,4.634765504000441e-05
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,16.384,500.0,297,0,-17.78518776638331,0.0001545275934149862
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,32.768,1000.0,280,0,-19.18135417547163,0.00013937879982287796
20260819:33,14.0,20260819,33,exp0_000003_rxg20_0_fulltrim,3,1,313,5.1046988779910844e-08,8.323961761155658e-06,0.0,65.536,2000.0,248,0,-14.769743639519152,0.00021609548133719961
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,-65.536,-2000.0,1499,0,-13.25804194859064,0.00021767469350500532
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,-32.768,-1000.0,1466,0,-21.37387878464081,5.120130524644082e-05
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,-16.384,-500.0,3548,0,-21.426473599008112,3.4667492690099166e-05
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,-8.192,-250.0,1441,0,-16.386685166673026,0.00013893925564775842
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,-4.096,-125.0,1437,0,-14.139210592107789,0.0002738101758126832
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,0.0,0.0,1433,1,2.2812813163068983,0.007973608971443336
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,4.096,125.0,1429,0,-7.344681574058473,0.001507879198071882
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,8.192,250.0,1425,0,-15.687481099671764,0.00021716884085255187
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,16.384,500.0,1417,0,-8.63423670805378,0.0008308986610652269
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,32.768,1000.0,1400,0,-5.001816966015243,0.0017593354599988592
20260819:34,14.0,20260819,34,exp0_000003_rxg20_0_fulltrim,3,2,1433,5.189997597138266e-08,8.463053859127973e-06,0.0,65.536,2000.0,3466,0,-22.588106887258768,2.5495471948217864e-05
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,-65.536,-2000.0,2930,0,-17.89538726114017,0.00010101112371225032
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,-32.768,-1000.0,2898,0,-16.701621789315197,0.00013468553907037065
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,-16.384,-500.0,2881,0,-15.402693730912585,0.000275077604750016
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,-8.192,-250.0,2873,0,-12.607735481170014,0.0006425463282785961
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,-4.096,-125.0,2869,0,-19.346164506182465,0.00013684569109526437
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,0.0,0.0,2865,1,3.9464653913333074,0.010931035176260873
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,4.096,125.0,2861,0,-17.053441002175663,0.00018480447395953503
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,8.192,250.0,2857,0,-18.650509278894305,0.00010347784813167019
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,16.384,500.0,1325,0,-9.78905998758895,0.0005613342841788473
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,32.768,1000.0,2832,0,-22.195920901361397,6.9532613815774e-05
20260819:35,14.0,20260819,35,exp0_000003_rxg20_0_fulltrim,3,3,2865,5.0513310594461536e-08,8.236937689518524e-06,0.0,65.536,2000.0,2799,0,-12.70940677606444,0.0004286243516397198
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,-65.536,-2000.0,3534,0,-11.464996873034256,0.0004805507986746539
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,-32.768,-1000.0,3502,0,-17.475689756137538,0.00013119740472568395
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,-16.384,-500.0,3485,0,-20.713880255071942,7.770407429530477e-05
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,-8.192,-250.0,3477,0,-12.013941777096282,0.0006726243116910724
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,-4.096,-125.0,3473,0,-21.310361744070097,7.939023010195001e-05
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,0.0,0.0,3469,1,3.632774445752415,0.009973803354366206
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,4.096,125.0,3465,0,-20.889376267846316,7.074817216659937e-05
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,8.192,250.0,3461,0,-12.379975475447518,0.0004385546757972869
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,16.384,500.0,3452,0,-17.8513666558202,9.37255189957251e-05
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,32.768,1000.0,3436,0,-10.508157344424083,0.0008689790873370497
20260819:36,14.0,20260819,36,exp0_000003_rxg20_0_fulltrim,3,4,3469,5.361470448727404e-08,8.742665545109735e-06,0.0,65.536,2000.0,3403,0,-16.098053687684416,0.00018373720634665483
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,-65.536,-2000.0,4050,0,-38.39613239420333,9.819418299371698e-07
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,-32.768,-1000.0,4018,0,-11.532187384868184,0.0006483444461092974
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,-16.384,-500.0,4001,0,-6.478758504567143,0.0024113957593985824
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,-8.192,-250.0,3993,0,-25.80119116466138,3.396140638790347e-05
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,-4.096,-125.0,3989,0,-13.815626352207723,0.0005536434075467979
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,0.0,0.0,3985,1,3.967444935811689,0.012772584683674815
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,4.096,125.0,3981,0,-18.023536820436764,0.0001817815947817653
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,8.192,250.0,3977,0,-19.815595506583147,0.00010484277512729737
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,16.384,500.0,3969,0,-3.011904082203814,0.002971407231193768
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,32.768,1000.0,3952,0,-16.568043157731754,0.00028047266716729746
20260819:37,14.0,20260819,37,exp0_000003_rxg20_0_fulltrim,3,5,3985,5.443560179526901e-08,8.876524915954249e-06,0.0,65.536,2000.0,3919,0,-7.128620779559046,0.001682554091658739
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,-65.536,-2000.0,3230,0,-11.607347463950282,0.0006688658269029535
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,-32.768,-1000.0,3198,0,-28.258429834349066,1.6718620012047764e-05
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,-16.384,-500.0,3181,0,-15.397181264326086,0.0003882309940378553
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,-8.192,-250.0,3173,0,-20.419297409436222,0.00014856617922347996
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,-4.096,-125.0,3169,0,-9.706357826918838,0.001788587959939747
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,0.0,0.0,3165,1,5.289052082053712,0.016064710652259118
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,4.096,125.0,3161,0,-10.82786054874763,0.0011772984230412759
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,8.192,250.0,3157,0,-24.752909918747577,4.0627503368474184e-05
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,16.384,500.0,3148,0,-11.352561195044968,0.0005824889228601138
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,32.768,1000.0,3132,0,-9.814776225351455,0.0015947057603649256
20260819:38,14.0,20260819,38,exp0_000003_rxg20_0_fulltrim,3,6,3165,5.552728895610455e-08,9.054540552118781e-06,0.0,65.536,2000.0,3099,0,-18.81371802171964,0.00014535777070284837
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,-65.536,-2000.0,1735,0,-7.291989634641086,0.0011903249986958825
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,-32.768,-1000.0,1702,0,-7.691556053178803,0.0018961245464005488
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,-16.384,-500.0,769,0,-9.415011829472968,0.0006913930706504839
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,-8.192,-250.0,1677,0,-9.70801086841046,0.0008758946041270144
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,-4.096,-125.0,1673,0,-9.262678439161794,0.0011943008121262505
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,0.0,0.0,1669,1,2.279373128478604,0.011590783732956744
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,4.096,125.0,1665,0,-27.57163458942555,2.199946206346906e-05
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,8.192,250.0,1661,0,-15.274115836627328,0.00036120073822437995
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,16.384,500.0,1653,0,-15.014476265606575,0.00028789275679725126
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,32.768,1000.0,720,0,-11.181675686573607,0.0006176019154771617
20260819:39,14.0,20260819,39,exp0_000003_rxg20_0_fulltrim,3,7,1669,5.625245592032503e-08,9.17278968345638e-06,0.0,65.536,2000.0,1604,0,-7.989351810611383,0.0009574261805330199
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,-65.536,-2000.0,4014,0,-10.78754777924746,0.0005501725668301122
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,-32.768,-1000.0,3982,0,-14.99622974041922,0.00026255716546221
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,-16.384,-500.0,3965,0,-12.863934774102434,0.0004963661204248661
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,-8.192,-250.0,3957,0,-7.637350901407231,0.002045183873431014
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,-4.096,-125.0,3953,0,-12.31550822259287,0.0007060449648195501
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,0.0,0.0,3949,1,3.4567567561650088,0.011583515941098688
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,4.096,125.0,3945,0,-14.384822142219878,0.0003900719534955001
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,8.192,250.0,3941,0,-8.272222979290039,0.0013698354472980179
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,16.384,500.0,3933,0,-11.439722457837025,0.000406753667064972
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,32.768,1000.0,3916,0,-18.68622692199431,0.0001563877310376419
20260819:40,14.0,20260819,40,exp0_000003_rxg20_0_fulltrim,3,8,3949,5.5432866073034696e-08,9.039143513295585e-06,0.0,65.536,2000.0,3883,0,-6.820056878293574,0.0017256115741859923
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,-65.536,-2000.0,1735,0,-7.035689221773287,0.0013122982910202113
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,-32.768,-1000.0,1702,0,-13.011113925600124,0.0005791780607861154
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,-16.384,-500.0,1685,0,-6.722757775865022,0.0016541713217282372
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,-8.192,-250.0,1677,0,-13.741688490591706,0.000484141133939589
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,-4.096,-125.0,1673,0,-16.535211876511227,0.00028334499394301604
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,0.0,0.0,1669,1,4.575420883827006,0.013825893103325493
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,4.096,125.0,1665,0,-15.964154058258085,0.00034618654994261755
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,8.192,250.0,1661,0,-10.788537994223017,0.0010702839137000653
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,16.384,500.0,1653,0,-13.35838862279872,0.00042251119543635154
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,32.768,1000.0,1636,0,-8.378877149902745,0.0016206676950045878
20260819:41,14.0,20260819,41,exp0_000003_rxg20_0_fulltrim,3,9,1669,5.5078624831428574e-08,8.981379272547382e-06,0.0,65.536,2000.0,1603,0,-11.701216404580013,0.0003828752058228392
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,-65.536,-2000.0,1035,0,-14.004469676383803,0.0001817178375143058
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,-32.768,-1000.0,1002,0,-12.206845387501888,0.00046054744745860354
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,-16.384,-500.0,985,0,-14.382168625732712,0.00016682833919135723
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,-8.192,-250.0,977,0,-8.45971122299627,0.001056448005477828
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,-4.096,-125.0,973,0,-11.017372976861717,0.0006568674474289084
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,0.0,0.0,969,1,3.744051212499761,0.008762652831342754
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,4.096,125.0,965,0,-10.309850835114027,0.0008584029300928719
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,8.192,250.0,961,0,-16.51443624739663,0.00019046055975671054
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,16.384,500.0,953,0,-6.431911104270288,0.0014571854198587447
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,32.768,1000.0,936,0,-11.409801079785657,0.0004794057379928253
20260819:42,14.0,20260819,42,exp0_000003_rxg20_0_fulltrim,3,10,969,5.2387494506482064e-08,8.542550921364464e-06,0.0,65.536,2000.0,1969,0,-12.298931216201316,0.0002785747826062335
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,-65.536,-2000.0,607,0,-12.51459150599735,0.00034792307412913337
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,-32.768,-1000.0,574,0,-13.835904044667318,0.0004468143086890919
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,-16.384,-500.0,557,0,-8.879414476557708,0.00096626549448545
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,-8.192,-250.0,549,0,-9.78238125817094,0.0011326634703680144
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,-4.096,-125.0,545,0,-14.35516500201883,0.0004365920963187199
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,0.0,0.0,541,1,5.052342120668232,0.012584357871120666
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,4.096,125.0,537,0,-25.330538605502365,3.479581648316646e-05
20260819:43,14.0,20260819,43,exp0_000003_rxg20_0_fulltrim,3,11,541,5.1461402441079784e-08,8.391537999271164e-06,0.0,8.192,250.0,533,0,-12.474296814730755,0.0006133313214386239
