dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,3,2,32,40,740,102,ar1_rho0.8,-22.0,101,665,665,665,740,0,0,0,1,0.3706255028866667,0.3693533741359114,0.36368921702257484,2.2475478584467097
0_0_0_10_14_32,3,2,33,41,590,103,ar1_rho0.8,-22.0,101,590,590,590,590,1,1,1,1,1.2071099850848919,1.2034127039700278,1.2093865120978795,3.048183849967682
0_0_0_10_14_32,3,2,34,42,930,104,ar1_rho0.8,-22.0,101,930,930,930,930,1,1,1,1,0.690461646460414,0.6902372373920452,0.6908816986714639,1.3187840826028896
0_0_0_10_14_32,4,3,0,8,803,105,ar1_rho0.8,-22.0,101,803,803,803,803,1,1,1,1,1.995085611964683,1.9966064432474138,1.9954373208181597,3.3441541113506306
0_0_0_10_14_32,4,3,1,9,711,106,ar1_rho0.8,-22.0,101,711,711,711,711,1,1,1,1,1.350590996662673,1.3558022498769957,1.351353011807594,4.727536167122545
0_0_0_10_14_32,4,3,2,10,871,107,ar1_rho0.8,-22.0,101,871,871,871,871,1,1,1,1,0.07908483988203233,0.07984142828415071,0.08249128779421758,4.443180273024371
0_0_0_10_14_32,4,3,3,11,718,108,ar1_rho0.8,-22.0,101,718,718,718,718,1,1,1,1,1.2651440248048114,1.2654144738450253,1.2653530889408553,3.779374548350929
0_0_0_10_14_32,4,3,4,12,86,109,ar1_rho0.8,-22.0,101,309,309,309,130,0,0,0,0,0.5186301492163687,0.5170293969577521,0.525010228572887,1.351145282346278
0_0_0_10_14_32,4,3,5,13,468,110,ar1_rho0.8,-22.0,101,468,468,468,468,1,1,1,1,2.0998032413276584,2.0965926155647603,2.0948083561682083,4.052471485029901
0_0_0_10_14_32,4,3,6,14,89,111,ar1_rho0.8,-22.0,101,89,89,89,89,1,1,1,1,2.4863598705066403,2.478877638772478,2.485222326205982,3.6684994466716208
0_0_0_10_14_32,4,3,7,15,713,112,ar1_rho0.8,-22.0,101,713,713,713,713,1,1,1,1,4.577019773088914,4.575325541135124,4.579372484868976,5.360264072992259
0_0_0_10_14_32,4,3,8,16,865,113,ar1_rho0.8,-22.0,101,865,865,865,865,1,1,1,1,3.3888900801538853,3.3882132569877577,3.390153392223821,4.5619540083356185
0_0_0_10_14_32,4,3,9,17,492,114,ar1_rho0.8,-22.0,101,642,642,642,492,0,0,0,1,0.9579156107528995,0.959326069282307,0.9638556717683266,2.3911856223501764
0_0_0_10_14_32,4,3,10,18,765,115,ar1_rho0.8,-22.0,101,765,765,765,765,1,1,1,1,1.578965662345965,1.576837392416939,1.576947079744001,3.3605555532541977
0_0_0_10_14_32,4,3,11,19,1023,116,ar1_rho0.8,-22.0,101,1023,1023,1023,1023,1,1,1,1,2.405730734077741,2.4070009504631535,2.4071371532166044,1.5731282506901156
0_0_0_10_14_32,4,3,12,20,597,117,ar1_rho0.8,-22.0,101,528,528,528,597,0,0,0,1,1.5172161417286631,1.5158417993821407,1.517857162284547,0.3368695345581891
0_0_0_10_14_32,4,3,13,21,562,118,ar1_rho0.8,-22.0,101,562,562,562,562,1,1,1,1,2.7540190369925535,2.752152749731938,2.750811271592286,5.096751949554156
0_0_0_10_14_32,4,3,14,22,478,119,ar1_rho0.8,-22.0,101,771,771,771,478,0,0,0,1,0.06459830992072964,0.06223796969767013,0.074017825972711,1.6303722564158223
0_0_0_10_14_32,4,3,15,23,267,120,ar1_rho0.8,-22.0,101,267,267,267,267,1,1,1,1,0.47886582626773166,0.48207177174578664,0.4857681418125527,4.8034140775575205
0_0_0_10_14_32,4,3,16,24,917,121,ar1_rho0.8,-22.0,101,216,216,216,917,0,0,0,1,0.7485365178286483,0.742609540230439,0.7439887331794119,0.4831764914052209
0_0_0_10_14_32,4,3,17,25,656,122,ar1_rho0.8,-22.0,101,656,656,656,656,1,1,1,1,3.232645144483101,3.23237901119433,3.2260328151785496,4.888693338729623
0_0_0_10_14_32,4,3,18,26,889,123,ar1_rho0.8,-22.0,101,889,889,889,889,1,1,1,1,0.6272736502078766,0.6278097952537927,0.6301814574990877,1.8914989143360996
0_0_0_10_14_32,4,3,19,27,510,124,ar1_rho0.8,-22.0,101,510,510,510,510,1,1,1,1,2.2905951450337745,2.2884608693911104,2.2907161836371306,1.6038584126321158
0_0_0_10_14_32,4,3,20,28,860,125,ar1_rho0.8,-22.0,101,559,559,559,860,0,0,0,1,0.41754171691780073,0.41848560807341073,0.42067457113402995,0.9769218429665976
0_0_0_10_14_32,4,3,21,29,553,126,ar1_rho0.8,-22.0,101,553,553,553,553,1,1,1,1,3.3253953483696312,3.324860858153032,3.323580180496122,5.305163884964031
0_0_0_10_14_32,4,3,22,30,629,127,ar1_rho0.8,-22.0,101,629,629,629,629,1,1,1,1,0.3210699152980584,0.3191443336010479,0.3232351226847078,4.830528348604718
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-24.0,101,922,922,922,51,0,0,0,0,0.099793343824274,0.09703944345100739,0.09976354007268201,0.2306384331490995
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-24.0,101,771,771,771,32,0,0,0,0,0.9547317478598503,0.9618931653661438,0.9594712372957038,0.009717774868229546
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-24.0,101,926,926,926,922,0,0,0,1,0.18451985177009508,0.18028915131471657,0.1839347139815587,1.6977434124684085
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-24.0,101,718,718,718,718,1,1,1,1,0.569896151869836,0.5662010020360833,0.567431988389299,0.9659100640936248
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-24.0,101,511,511,511,592,0,0,0,0,1.7272357414302066,1.7283124017461917,1.7231912233431401,0.8170423227567615
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-24.0,101,468,468,468,353,1,1,1,0,0.39088075335905315,0.39679265299369304,0.39840386003901507,1.4140755992615681
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-24.0,101,14,14,14,89,0,0,0,1,0.3796435225648671,0.3799240493056276,0.37676219721296356,0.4503100009765981
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-24.0,101,255,255,255,852,0,0,0,0,0.19965396615486258,0.20121135616380398,0.20478513103546298,0.686242799729046
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-24.0,101,983,983,983,349,0,0,0,0,0.05625312053949242,0.055522504224633784,0.0548959992758966,0.08415243959289069
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-24.0,101,492,492,492,492,1,1,1,1,0.7842260250854902,0.7801814370273401,0.7791174819902624,2.9197277069152068
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-24.0,101,223,223,223,765,0,0,0,1,0.02321516670961859,0.02493146092946989,0.02167294889199509,1.4982143267422618
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-24.0,101,999,999,999,126,0,0,0,0,0.053340828437058,0.05283743719618454,0.05609924048530327,0.35748844099142923
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-24.0,101,597,597,597,597,1,1,1,1,1.393312137012162,1.3924473443901306,1.3904525562662124,3.1065123877420264
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-24.0,101,562,562,562,562,1,1,1,1,0.15740536322674387,0.15736201329201285,0.1670218661462725,2.8828058605791274
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-24.0,101,513,513,513,513,0,0,0,0,0.3866152519276588,0.3828204107696329,0.3834511374848014,0.4964811764579025
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-24.0,101,267,267,267,267,1,1,1,1,1.572658186609667,1.5779168237629113,1.5759323964614116,2.135723471292591
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-24.0,101,186,186,186,917,0,0,0,1,0.9942190441757717,0.9917679678476781,0.9870011920947399,1.5352336394532105
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-24.0,101,847,847,847,847,0,0,0,0,0.4729075990130418,0.47226386289599187,0.4693266612179092,0.7610487278506307
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-24.0,101,889,889,889,889,1,1,1,1,1.9517637735125668,1.952149299624927,1.9481498247447089,1.1268927265812942
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-24.0,101,510,510,510,510,1,1,1,1,1.9472367116310885,1.9446778751865539,1.9434722392324644,3.6484916129877965
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-24.0,101,121,121,121,425,0,0,0,0,0.9387880644770809,0.9408783130817269,0.9444143139306383,0.06919710333396262
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-24.0,101,553,553,553,553,1,1,1,1,1.4557005469333877,1.4567215541583145,1.4549920325248116,1.1432273241783433
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-24.0,101,629,629,629,629,1,1,1,1,1.19230897128728,1.1934135872612768,1.192976397267504,1.9479635296750675
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-24.0,101,759,759,759,759,1,1,1,1,1.4408986902660927,1.4411083221866345,1.4353856123605597,2.37474410225144
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-24.0,101,472,472,472,874,0,0,0,1,0.7213639045794003,0.714689972339526,0.7056264218054042,0.9848937202210792
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-24.0,101,720,720,720,574,1,1,1,0,0.29113499499128226,0.29037589069835135,0.2808425133429015,0.45859363999257174
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-24.0,101,314,314,314,314,1,1,1,1,0.7730386622813075,0.7759062167934229,0.7809451910403603,2.2503530385283854
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-24.0,101,562,562,562,889,0,0,0,0,0.5687308699503753,0.5700582601428235,0.5764885082397601,0.6788380289748945
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-24.0,101,585,585,585,7,0,0,0,1,1.044768353933117,1.0486043709694055,1.044460655204033,1.3622349223876733
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-24.0,101,610,610,610,610,1,1,1,1,1.3390498296655955,1.336005355077676,1.3413627599393956,2.651720577231778
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-24.0,101,124,124,124,826,0,0,0,1,0.5232236696770838,0.521540036140064,0.5307829789321867,2.138420432087527
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-24.0,101,52,52,52,928,0,0,0,1,0.3393918008654711,0.34074307195034714,0.3380814683135111,1.8970811851910785
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-24.0,101,761,761,761,761,1,1,1,1,1.4459525095854486,1.4442862474448173,1.450663289889038,0.8502563649807154
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-24.0,101,316,316,316,590,0,0,0,1,0.1283886009298428,0.12640223205553414,0.12032385512840896,2.0889063097363683
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-24.0,101,936,936,936,936,1,1,1,1,1.467127699583926,1.4637236964628504,1.4695887497777358,3.609483252753834
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-24.0,101,803,803,803,803,1,1,1,1,0.6090573883225263,0.6061758731684973,0.6011054579900611,2.5996782342826004
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-24.0,101,826,826,826,826,1,1,1,1,2.5008263993450477,2.4966923999811756,2.4949424755410123,2.413470973190755
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-24.0,101,193,193,193,193,0,0,0,0,0.5546274557704657,0.5528153763518576,0.5533511377499624,0.002361871507207918
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-24.0,101,718,718,718,718,1,1,1,1,1.2063506636854147,1.2070116654480305,1.2057766812030681,1.3516702289239997
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-24.0,101,908,908,908,86,0,0,0,1,0.26829848858206373,0.2665379276485639,0.27010697836167896,2.84483195876105
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-24.0,101,192,192,192,379,0,0,0,0,0.1598235400346286,0.1644035075200253,0.1606357467966407,0.24650232990774903
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-24.0,101,89,89,89,89,1,1,1,1,0.44425019040948527,0.437391959980447,0.4290007308956503,0.9184480346522075
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-24.0,101,713,713,713,713,1,1,1,1,2.066034799512175,2.066910650789746,2.0673994672057603,3.5794286366697485
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-24.0,101,909,909,909,264,0,0,0,0,0.9991110021256554,0.999026761618204,0.9936358643053387,1.1879185815709712
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-24.0,101,492,492,492,492,1,1,1,1,2.859766642250396,2.8608323097825146,2.857121255468374,3.0844881073996455
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-24.0,101,946,946,946,765,0,0,0,1,1.6438724422790703,1.6458772823871661,1.6505041422076836,4.129206672264448
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-24.0,101,1023,1023,1023,1023,1,1,1,1,0.8976336163685579,0.894008027021196,0.8958634740514043,3.0887382258500184
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-24.0,101,92,92,92,597,0,0,0,1,0.4348282685261709,0.4344190927429891,0.43305331403684344,0.3439826600495893
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-24.0,101,562,562,562,562,1,1,1,1,0.2725546966238404,0.2743635311433774,0.2767486050149364,1.478613569915765
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-24.0,101,365,365,365,478,0,0,0,1,1.1812324476182123,1.1823978941871498,1.1908383843248476,1.2257308356201642
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-24.0,101,267,267,267,267,1,1,1,1,0.2178024964242214,0.21940097248732104,0.21862206214231816,4.361210237368212
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-24.0,101,917,917,917,917,1,1,1,1,1.2660109229355878,1.2636073689337097,1.264799795143866,2.5748598323224248
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-24.0,101,39,39,39,422,0,0,0,0,0.3825131951110967,0.3803228839467901,0.37870910636889044,0.130801366139818
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-24.0,101,336,336,336,336,0,0,0,0,0.8384385561922857,0.8365240268100653,0.8362672799684544,0.18357586167120737
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-24.0,101,260,260,260,510,0,0,0,1,0.14126492354393813,0.13741899851039135,0.14470078605968684,2.373548647435324
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-24.0,101,796,796,796,860,0,0,0,1,1.2710916331095776,1.2699734849921576,1.2709687024681535,0.7346279835913717
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-24.0,101,937,937,937,781,0,0,0,0,0.3775818686174235,0.38088131978630696,0.37852831598496917,0.15137888378347747
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-24.0,101,768,768,768,766,0,0,0,0,0.7348907744111882,0.737336952190266,0.7258666831593035,0.46982757192870045
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-24.0,101,517,517,517,242,0,0,0,0,0.0006183037182694746,0.0011311750767047282,0.005148571751192131,0.2919191926351593
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-24.0,101,965,965,965,874,0,0,0,1,0.04302091778489828,0.04786845499390519,0.04265741435205542,1.1264577123322401
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-24.0,101,211,211,211,211,0,0,0,0,0.6940468790154022,0.6915603006987542,0.6845029084718053,0.15098738074466786
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-24.0,101,732,732,732,314,0,0,0,1,0.4960691836410265,0.4937127049634457,0.4887863571727997,3.0392933293682365
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-24.0,101,939,939,939,77,0,0,0,0,0.37325175045262776,0.3744374184484203,0.38061832887904856,0.03617572288518059
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-24.0,101,586,586,586,7,0,0,0,1,0.48584256097294076,0.4800160389580726,0.47999476876854547,2.0720765450027825
0_0_0_10_14_32,2,1,29,37,610,64,ar1_rho0.8,-24.0,101,610,610,610,610,1,1,1,1,0.26771059346865017,0.2702669297900695,0.2756704466352099,3.1932343370967247
0_0_0_10_14_32,2,1,30,38,775,65,ar1_rho0.8,-24.0,101,677,677,677,775,0,0,0,1,0.6150969451809722,0.6173216788999505,0.6131099676400338,0.5543493779134956
0_0_0_10_14_32,2,1,31,39,912,66,ar1_rho0.8,-24.0,101,772,772,772,912,0,0,0,1,0.3395988940084749,0.3393109119000198,0.34783103900546686,1.4134961375997586
0_0_0_10_14_32,2,1,32,40,768,67,ar1_rho0.8,-24.0,101,768,768,768,768,1,1,1,1,0.4962715115755662,0.492023970679193,0.48575713295465195,0.9852777499005498
0_0_0_10_14_32,2,1,33,41,581,68,ar1_rho0.8,-24.0,101,581,581,581,581,1,1,1,1,0.727711271806452,0.7267647672601224,0.7235195194892646,1.0683435040871996
0_0_0_10_14_32,2,1,34,42,93,69,ar1_rho0.8,-24.0,101,663,663,663,93,0,0,0,1,1.1856957197526603,1.1857414495708472,1.1829183828121606,2.981164379101897
0_0_0_10_14_32,3,2,0,8,222,70,ar1_rho0.8,-24.0,101,222,222,222,222,1,1,1,1,2.4191958006103524,2.423928194052844,2.4253545341645273,2.2804540357284155
0_0_0_10_14_32,3,2,1,9,711,71,ar1_rho0.8,-24.0,101,116,116,116,711,0,0,0,1,1.4902165836305434,1.4901764409444689,1.4876357484850877,2.0292167970343393
0_0_0_10_14_32,3,2,2,10,871,72,ar1_rho0.8,-24.0,101,871,871,871,871,1,1,1,1,1.7955112975820133,1.7953455692567244,1.7907113004526583,2.3229977585316655
0_0_0_10_14_32,3,2,3,11,718,73,ar1_rho0.8,-24.0,101,365,365,365,718,0,0,0,1,0.6459468103418521,0.6433675021763335,0.6490589154221682,2.2836222283798078
0_0_0_10_14_32,3,2,4,12,107,74,ar1_rho0.8,-24.0,101,234,234,234,107,0,0,0,1,0.10142636853436762,0.0989474806126436,0.09961476154787718,2.3124722182545514
0_0_0_10_14_32,3,2,5,13,468,75,ar1_rho0.8,-24.0,101,827,827,827,329,0,0,0,0,0.15954040933134178,0.1582373448437571,0.15962333481873398,0.05195022781771766
0_0_0_10_14_32,3,2,6,14,89,76,ar1_rho0.8,-24.0,101,89,89,89,479,1,1,1,0,0.2627401547312437,0.26606036852671183,0.26461874365634513,0.08438112841562644
0_0_0_10_14_32,3,2,7,15,713,77,ar1_rho0.8,-24.0,101,383,383,383,876,0,0,0,0,0.38569670287058244,0.3861604924709946,0.3885759647331176,0.6717774222688109
0_0_0_10_14_32,3,2,8,16,865,78,ar1_rho0.8,-24.0,101,865,865,865,865,1,1,1,1,1.2781678339025855,1.282825623604194,1.276138575491348,2.784173526301919
0_0_0_10_14_32,3,2,9,17,492,79,ar1_rho0.8,-24.0,101,550,550,550,717,0,0,0,0,0.668439723970691,0.6662705437807591,0.6593754335575257,1.0660872125389422
0_0_0_10_14_32,3,2,10,18,765,80,ar1_rho0.8,-24.0,101,172,172,172,765,0,0,0,1,0.12347236058841825,0.12752760054665604,0.1272629270832783,1.3137964855221405
0_0_0_10_14_32,3,2,11,19,1023,81,ar1_rho0.8,-24.0,101,398,398,398,1023,0,0,0,1,0.4301126748955624,0.428784186904712,0.4361052120776394,0.8085626276944926
0_0_0_10_14_32,3,2,12,20,597,82,ar1_rho0.8,-24.0,101,396,396,396,791,0,0,0,0,0.5696555107391383,0.5692873182330596,0.5665441971995476,0.8812383883766988
0_0_0_10_14_32,3,2,13,21,562,83,ar1_rho0.8,-24.0,101,526,526,526,562,0,0,0,1,0.5926552037784458,0.5904763751607702,0.5971005117337584,2.3995316544844063
0_0_0_10_14_32,3,2,14,22,478,84,ar1_rho0.8,-24.0,101,278,278,278,674,0,0,0,0,0.48489522621812453,0.4788384567678292,0.4810598547621111,1.8343581354771166
0_0_0_10_14_32,3,2,15,23,267,85,ar1_rho0.8,-24.0,101,267,267,267,267,1,1,1,1,1.2649787918828006,1.2590577580355018,1.2593584686889816,2.169915147871431
0_0_0_10_14_32,3,2,16,24,917,86,ar1_rho0.8,-24.0,101,801,801,801,917,0,0,0,1,0.49170687690957454,0.48988386223938424,0.4911076930446623,2.304613337665142
0_0_0_10_14_32,3,2,17,25,656,87,ar1_rho0.8,-24.0,101,656,656,656,656,1,1,1,1,1.5455908275029195,1.5451846926790647,1.54060318633518,2.5648521427155773
0_0_0_10_14_32,3,2,18,26,889,88,ar1_rho0.8,-24.0,101,502,502,502,889,0,0,0,1,0.7195502902921189,0.7219476753072752,0.7136600869868003,2.1011854475728793
0_0_0_10_14_32,3,2,19,27,510,89,ar1_rho0.8,-24.0,101,510,510,510,510,1,1,1,1,0.48239319444492523,0.47964266766826547,0.4776664907387865,3.290985705371046
0_0_0_10_14_32,3,2,20,28,860,90,ar1_rho0.8,-24.0,101,322,322,322,112,0,0,0,0,0.7423750202936374,0.7450545963069698,0.7393104427912923,1.1608446637650416
0_0_0_10_14_32,3,2,21,29,553,91,ar1_rho0.8,-24.0,101,553,553,553,553,1,1,1,1,1.6648767391144919,1.6624648682984886,1.6582032998965122,1.8419725372761186
0_0_0_10_14_32,3,2,22,30,629,92,ar1_rho0.8,-24.0,101,768,768,768,461,0,0,0,0,0.7342560607480387,0.733948879597644,0.7351380185903316,1.0742695175150567
0_0_0_10_14_32,3,2,23,31,759,93,ar1_rho0.8,-24.0,101,1012,1012,1012,122,0,0,0,0,0.78697331353617,0.7914766486755315,0.7957892220981593,0.29840104559326763
0_0_0_10_14_32,3,2,24,32,874,94,ar1_rho0.8,-24.0,101,874,874,874,874,1,1,1,1,0.8320734773935546,0.834762668796517,0.8527268995621652,1.5237229045369038
0_0_0_10_14_32,3,2,25,33,720,95,ar1_rho0.8,-24.0,101,720,720,720,720,1,1,1,1,2.3744629150560916,2.3755683818012594,2.3717754184114073,4.056917528214317
0_0_0_10_14_32,3,2,26,34,314,96,ar1_rho0.8,-24.0,101,1000,1000,1000,314,0,0,0,1,0.19346381687777953,0.19277436651741242,0.19523142790753453,1.2444813883624637
0_0_0_10_14_32,3,2,27,35,602,97,ar1_rho0.8,-24.0,101,350,350,350,602,0,0,0,1,0.07465095569971181,0.07211717669559245,0.06792160206919287,0.696996627469474
0_0_0_10_14_32,3,2,28,36,7,98,ar1_rho0.8,-24.0,101,255,255,255,7,0,0,0,1,0.3055143086154629,0.3057091239501455,0.31014301800430677,1.3992182989149213
0_0_0_10_14_32,3,2,29,37,610,99,ar1_rho0.8,-24.0,101,119,119,119,610,0,0,0,1,1.025473929334973,1.024899126828349,1.016748605164174,1.7924535076882044
0_0_0_10_14_32,3,2,30,38,778,100,ar1_rho0.8,-24.0,101,912,912,912,912,0,0,0,0,1.0689042883936914,1.0700646743259845,1.066231157684718,0.5344794900451476
0_0_0_10_14_32,3,2,31,39,897,101,ar1_rho0.8,-24.0,101,273,273,273,897,0,0,0,1,0.02360713466656388,0.026006118273194392,0.03236254555194604,0.26366042850634275
0_0_0_10_14_32,3,2,32,40,740,102,ar1_rho0.8,-24.0,101,665,665,665,490,0,0,0,0,0.344901152476524,0.3436698109212162,0.3380801143468721,0.07348030833165374
0_0_0_10_14_32,3,2,33,41,590,103,ar1_rho0.8,-24.0,101,947,947,947,590,0,0,0,1,0.38624305305775314,0.3864000140639714,0.3861119910393601,1.0805924938373332
0_0_0_10_14_32,3,2,34,42,930,104,ar1_rho0.8,-24.0,101,302,302,302,967,0,0,0,0,0.025566792904024915,0.02497899761407906,0.030595493298906137,0.3910167050434518
0_0_0_10_14_32,4,3,0,8,803,105,ar1_rho0.8,-24.0,101,803,803,803,803,1,1,1,1,0.44708794896388243,0.448724207528964,0.44814049711895904,1.9081725032975039
0_0_0_10_14_32,4,3,1,9,711,106,ar1_rho0.8,-24.0,101,954,954,954,711,0,0,0,1,0.18347314042756677,0.17820339003677088,0.18345417261003882,3.1246301895408903
0_0_0_10_14_32,4,3,2,10,871,107,ar1_rho0.8,-24.0,101,778,778,778,871,0,0,0,1,1.6576090604165348,1.6567391950354724,1.6533910972005708,2.687123179005249
0_0_0_10_14_32,4,3,3,11,718,108,ar1_rho0.8,-24.0,101,755,755,755,718,0,0,0,1,0.47411639676067324,0.47400669007161345,0.47458067003699467,2.1515711434811484
0_0_0_10_14_32,4,3,4,12,86,109,ar1_rho0.8,-24.0,101,309,309,309,130,0,0,0,0,0.521907274383513,0.520302360229916,0.5282803547923075,1.6352078316333951
0_0_0_10_14_32,4,3,5,13,468,110,ar1_rho0.8,-24.0,101,468,468,468,468,1,1,1,1,0.5924875390744325,0.5889661593594441,0.587038178669889,2.224602078699711
0_0_0_10_14_32,4,3,6,14,89,111,ar1_rho0.8,-24.0,101,89,89,89,89,1,1,1,1,1.0911134939380627,1.082861167972166,1.0891433309810352,2.022859374309734
0_0_0_10_14_32,4,3,7,15,713,112,ar1_rho0.8,-24.0,101,713,713,713,713,1,1,1,1,3.2616846323735738,3.2599267784284303,3.2637274800568274,3.823948330067277
0_0_0_10_14_32,4,3,8,16,865,113,ar1_rho0.8,-24.0,101,865,865,865,865,1,1,1,1,1.829162326980963,1.8288469593078842,1.8318802552368754,3.0058820701518094
0_0_0_10_14_32,4,3,9,17,492,114,ar1_rho0.8,-24.0,101,642,642,642,492,0,0,0,1,0.958878115427112,0.9602899096971645,0.9648148882234154,0.8883751050886844
0_0_0_10_14_32,4,3,10,18,765,115,ar1_rho0.8,-24.0,101,165,165,165,765,0,0,0,1,0.11273406658485749,0.11535423241192952,0.11636536781594312,1.4570215854850355
0_0_0_10_14_32,4,3,11,19,1023,116,ar1_rho0.8,-24.0,101,1023,1023,1023,954,1,1,1,0,0.875629984089757,0.8770974982669834,0.8768407197725326,0.4872510945206544
0_0_0_10_14_32,4,3,12,20,597,117,ar1_rho0.8,-24.0,101,528,528,528,528,0,0,0,0,3.0027379721556544,3.0037149111213686,3.0061868463155412,1.778340678863584
0_0_0_10_14_32,4,3,13,21,562,118,ar1_rho0.8,-24.0,101,562,562,562,562,1,1,1,1,1.5935252603211443,1.5916649434309502,1.5906313865465618,4.935696010478721
0_0_0_10_14_32,4,3,14,22,478,119,ar1_rho0.8,-24.0,101,771,771,771,478,0,0,0,1,0.0644606611442026,0.06210218241528307,0.07387495844748262,0.6388228456376605
0_0_0_10_14_32,4,3,15,23,267,120,ar1_rho0.8,-24.0,101,932,932,932,267,0,0,0,1,1.1038623703405728,1.1004485530123358,1.0968155023844146,4.197968930802064
0_0_0_10_14_32,4,3,16,24,917,121,ar1_rho0.8,-24.0,101,216,216,216,483,0,0,0,0,0.7495015851717085,0.7435720687137926,0.7449389855875224,0.2413601268853462
0_0_0_10_14_32,4,3,17,25,656,122,ar1_rho0.8,-24.0,101,656,656,656,656,1,1,1,1,1.7662287998898596,1.7656866023313402,1.7580595604024891,3.3017802274559833
