dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,4,3,18,26,889,123,ar1_rho0.8,-24.0,101,548,548,548,583,0,0,0,0,0.5258758540434036,0.5261938917718436,0.5164810569331417,0.19065717216444902
0_0_0_10_14_32,4,3,19,27,510,124,ar1_rho0.8,-24.0,101,510,510,510,299,1,1,1,0,0.44655369621411833,0.4447824446918605,0.44709669514306905,0.770743262308933
0_0_0_10_14_32,4,3,20,28,860,125,ar1_rho0.8,-24.0,101,559,559,559,449,0,0,0,0,0.41754597317675385,0.4184891635069039,0.42068069205887826,0.3202068189410768
0_0_0_10_14_32,4,3,21,29,553,126,ar1_rho0.8,-24.0,101,553,553,553,553,1,1,1,1,1.941782925591996,1.9409367269925384,1.9402905426644623,4.740653539268013
0_0_0_10_14_32,4,3,22,30,629,127,ar1_rho0.8,-24.0,101,830,830,830,629,0,0,0,1,0.9347514072397805,0.93378719874479,0.9371252706452264,3.657298446347279
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-26.0,101,922,922,922,51,0,0,0,0,0.09792992235821707,0.09517837784332439,0.09786825116970624,0.23125306566714857
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-26.0,101,771,771,771,32,0,0,0,0,0.9511715143035039,0.9583362782109961,0.9559023552880024,0.00881219276938268
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-26.0,101,926,926,926,756,0,0,0,0,0.17307153823455199,0.16887059652337638,0.17254284769194606,0.09070360925477577
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-26.0,101,149,149,149,94,0,0,0,0,0.1860433078247074,0.18811217921311765,0.19436663725126704,0.6782770108454595
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-26.0,101,511,511,511,592,0,0,0,0,1.726481349772052,1.727557151227025,1.7224325311524118,0.816566839529637
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-26.0,101,263,263,263,353,0,0,0,0,0.09061494317291628,0.08209401819607368,0.07810388397236118,1.416144435971913
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-26.0,101,14,14,14,14,0,0,0,0,0.38473588033310524,0.3850002211589349,0.38180564426777724,0.5525170960234989
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-26.0,101,255,255,255,852,0,0,0,0,0.20399575188836114,0.20554826117937874,0.20910988865466823,0.684556227657078
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-26.0,101,983,983,983,349,0,0,0,0,0.0524832910950777,0.05175875207251619,0.051135499668011196,0.08408626240611312
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-26.0,101,446,446,446,492,0,0,0,1,0.5184320791619623,0.5222561213642148,0.5222726781270663,1.2826817977427978
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-26.0,101,223,223,223,765,0,0,0,1,0.022430709333295506,0.024142390675627297,0.02093682419817911,0.7108066489253675
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-26.0,101,999,999,999,126,0,0,0,0,0.0657078704766517,0.06516577578454975,0.06846192307955112,0.363286660219542
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-26.0,101,597,597,597,597,1,1,1,1,0.308156057330351,0.307290461482193,0.30518569382355565,1.6924413283770903
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-26.0,101,647,647,647,562,0,0,0,1,0.023459067543284022,0.021986511052344636,0.01629592120401917,2.3832349814767335
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-26.0,101,513,513,513,513,0,0,0,0,0.3794102495117147,0.37562615862088955,0.37628629621616083,0.4725516108107065
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-26.0,101,267,267,267,267,1,1,1,1,0.17888381797535724,0.18468172383947778,0.1832436724645986,0.45444057379950165
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-26.0,101,186,186,186,186,0,0,0,0,1.1304728419893482,1.1262262491620658,1.129964120651059,0.026417345526257373
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-26.0,101,847,847,847,847,0,0,0,0,1.0205112040803015,1.021190190337315,1.0168774332491242,0.7590023217297821
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-26.0,101,889,889,889,68,1,1,1,0,0.569489710312001,0.5697143436148402,0.5648397403608901,0.5861396655996485
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-26.0,101,510,510,510,510,1,1,1,1,0.9414081773381634,0.9388238211676905,0.9372785081619524,2.328820008614356
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-26.0,101,121,121,121,425,0,0,0,0,0.9400690907973965,0.9421526715905065,0.94573786901118,0.07329076511669079
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-26.0,101,553,553,553,114,1,1,1,0,0.26909105219323703,0.2699771226250843,0.26783125624935233,0.57955425337805
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-26.0,101,817,817,817,629,0,0,0,1,0.1834418685717839,0.18244244510697008,0.18350895224862934,0.31992116861079284
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-26.0,101,759,759,759,759,1,1,1,1,0.1066375616534547,0.10691699186191511,0.10064569216922542,0.868912316952044
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-26.0,101,472,472,472,272,0,0,0,0,0.7218127303383002,0.7151384563892415,0.7060668977035753,0.7637297569106611
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-26.0,101,68,68,68,574,0,0,0,0,0.4171262818209821,0.4202610957243288,0.4246491540954273,0.6008879210074057
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-26.0,101,516,516,516,314,0,0,0,1,0.1535074002069243,0.14894594058898988,0.1492201571556042,0.49020508095138526
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-26.0,101,562,562,562,889,0,0,0,0,0.5634228377025903,0.5647748906861573,0.5711936202387666,1.3678144642680643
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-26.0,101,585,585,585,963,0,0,0,0,1.0445216152960697,1.0483594935238552,1.044228626686021,0.46524132315605415
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-26.0,101,491,491,491,610,0,0,0,1,0.03948083793202634,0.04255829709785609,0.03650536510173525,1.026171311566454
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-26.0,101,124,124,124,826,0,0,0,1,0.5221622460269348,0.5204800446479143,0.5297385058346241,1.5443428785364928
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-26.0,101,52,52,52,928,0,0,0,1,0.3381845527282567,0.3395348905630269,0.33700340890696345,1.2211460949415094
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-26.0,101,761,761,761,713,1,1,1,0,0.06638842474847319,0.064470086169977,0.07145639807378218,0.9265520616036835
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-26.0,101,316,316,316,590,0,0,0,1,0.12786461538950045,0.1258819986859737,0.11979524907155051,0.19325238523972088
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-26.0,101,936,936,936,936,1,1,1,1,0.19575871122863384,0.19222935699274132,0.19855050986360492,2.1750547392050352
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-26.0,101,211,211,548,803,0,0,0,1,0.0002877715711000309,0.0015631304441569463,0.0034550873477336283,1.0853982958405335
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-26.0,101,826,826,826,826,1,1,1,1,1.3598374045341786,1.3555241199007229,1.3535664460500851,1.0675141855193013
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-26.0,101,193,193,193,193,0,0,0,0,0.5534134914697848,0.5516039357781151,0.5521373031180509,0.0022211599292281457
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-26.0,101,718,718,718,381,1,1,1,0,0.11847688544343142,0.11908839025820919,0.11768598005954116,0.3535879309556719
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-26.0,101,908,908,908,86,0,0,0,1,0.271400534532266,0.2696369652052118,0.2731956002182576,1.2446330670374752
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-26.0,101,192,192,192,379,0,0,0,0,0.16025407578637849,0.16482864574086128,0.16106471187156612,0.2515577997523287
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-26.0,101,490,490,490,315,0,0,0,0,0.3494517118895973,0.3533121704676146,0.35595777720672434,0.5251184972110888
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-26.0,101,713,713,713,713,1,1,1,1,0.8126914939581044,0.8133030923688629,0.8136168737607332,2.554739755449613
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-26.0,101,909,909,909,264,0,0,0,0,1.0877850415956545,1.0905434508326834,1.0815733612838492,1.8746236444377824
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-26.0,101,492,492,492,492,1,1,1,1,1.635097937972052,1.6365362765920246,1.6320234869272263,1.4759700837856267
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-26.0,101,946,946,946,765,0,0,0,1,1.6456935698740092,1.6476939502527874,1.6523229688203223,2.7240662650622385
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-26.0,101,153,153,153,1023,0,0,0,1,0.43588897728230713,0.4398909236995816,0.43775670830925517,1.7213518614716365
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-26.0,101,92,92,92,92,0,0,0,0,0.4352824177668083,0.4348709038440094,0.43350761474549226,0.48285414076411126
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-26.0,101,446,446,446,446,0,0,0,0,1.052685199787739,1.050507676389742,1.0475729634954274,0.15226957275126507
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-26.0,101,365,365,365,305,0,0,0,0,1.1795507003130277,1.1807182041770035,1.189165831281354,0.10532089813514667
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-26.0,101,731,731,731,267,0,0,0,1,0.4674195137513434,0.4701469494942897,0.473150872252294,3.0524573320958743
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-26.0,101,917,917,917,917,1,1,1,1,0.065881932592205,0.06363233373254817,0.06439140250539503,1.135986584823315
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-26.0,101,39,39,39,422,0,0,0,0,0.3834080302745789,0.3812175892677623,0.3796113655736577,0.1423046182487065
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-26.0,101,336,336,336,336,0,0,0,0,0.8394341622124896,0.837518084695522,0.8372638605170329,0.17075686939432216
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-26.0,101,260,260,260,510,0,0,0,1,0.14047112760322664,0.13662645094280418,0.14390047735331837,0.6123671599467224
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-26.0,101,796,796,796,796,0,0,0,0,1.2704520832804134,1.2693364565172702,1.2702670185845808,0.7002123112506892
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-26.0,101,937,937,937,781,0,0,0,0,0.37801488727116206,0.3813148511002815,0.3789884810392714,0.14928115702099481
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-26.0,101,768,768,768,766,0,0,0,0,0.7366651229244887,0.7391102464777555,0.7276194601952684,1.3713285982687753
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-26.0,101,517,517,517,242,0,0,0,0,0.00047817110667697975,0.0009901132326936685,0.004985795387918967,0.29241022279535783
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-26.0,101,965,965,965,874,0,0,0,1,0.04454244875017269,0.04939224883521425,0.044183872428721474,0.32746130059830686
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-26.0,101,211,211,211,211,0,0,0,0,0.6953370972300476,0.6928486776267699,0.6857921179985073,0.44052816626186014
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-26.0,101,732,732,732,314,0,0,0,1,1.1387132159441926,1.135673864065883,1.1371574438933334,1.5755723061400269
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-26.0,101,939,939,939,77,0,0,0,0,0.3741203330064407,0.3753023544374479,0.3814818678862938,0.6222016298788651
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-26.0,101,586,586,586,7,0,0,0,1,0.48402237789740044,0.4781956804088374,0.47816479462368655,0.25027273262732047
0_0_0_10_14_32,2,1,29,37,610,64,ar1_rho0.8,-26.0,101,286,286,286,610,0,0,0,1,1.0172224732343484,1.0146000296368216,1.0088566307919562,1.6593113313509356
0_0_0_10_14_32,2,1,30,38,775,65,ar1_rho0.8,-26.0,101,677,677,677,677,0,0,0,0,0.621888173136868,0.6241022791375532,0.6198783219761373,1.3748595678824458
0_0_0_10_14_32,2,1,31,39,912,66,ar1_rho0.8,-26.0,101,772,772,772,451,0,0,0,0,0.33852456701479217,0.3382414773597687,0.3467444473518441,0.0559864725208039
0_0_0_10_14_32,2,1,32,40,768,67,ar1_rho0.8,-26.0,101,266,266,266,596,0,0,0,0,0.343392818387066,0.3473260064460601,0.35340292045142524,0.7629971520020371
0_0_0_10_14_32,2,1,33,41,581,68,ar1_rho0.8,-26.0,101,892,892,892,480,0,0,0,0,0.03487004704384422,0.03628489873986877,0.03866543118501541,0.12708236207332535
0_0_0_10_14_32,2,1,34,42,93,69,ar1_rho0.8,-26.0,101,663,663,663,93,0,0,0,1,1.1847373579298308,1.184783726678504,1.1819532487590874,1.4539019914306242
0_0_0_10_14_32,3,2,0,8,222,70,ar1_rho0.8,-26.0,101,222,222,222,222,1,1,1,1,1.3941685443090783,1.3991112904871201,1.4013130493883696,0.5002052172512726
0_0_0_10_14_32,3,2,1,9,711,71,ar1_rho0.8,-26.0,101,116,116,116,711,0,0,0,1,1.4919922875790275,1.4919501290337038,1.4894113076458346,0.41161739340637277
0_0_0_10_14_32,3,2,2,10,871,72,ar1_rho0.8,-26.0,101,871,871,871,871,1,1,1,1,0.4811418648829699,0.4806747395553696,0.47577921916625987,0.6669433999378014
0_0_0_10_14_32,3,2,3,11,718,73,ar1_rho0.8,-26.0,101,365,365,365,718,0,0,0,1,0.645409447703788,0.6428331737797667,0.649153255395601,1.5857058584006547
0_0_0_10_14_32,3,2,4,12,107,74,ar1_rho0.8,-26.0,101,234,234,234,107,0,0,0,1,0.4798466015659093,0.4773726497182347,0.4699720008582248,0.5771123601265057
0_0_0_10_14_32,3,2,5,13,468,75,ar1_rho0.8,-26.0,101,827,827,827,329,0,0,0,0,0.15727884933475014,0.15597775429645316,0.1573667774772553,0.052388103494911145
0_0_0_10_14_32,3,2,6,14,89,76,ar1_rho0.8,-26.0,101,187,187,187,479,0,0,0,0,0.7702224438062716,0.768965306148765,0.7723717498915792,0.6577817253135453
0_0_0_10_14_32,3,2,7,15,713,77,ar1_rho0.8,-26.0,101,383,383,383,876,0,0,0,0,0.38579695716127843,0.38626066151190097,0.3886660590566352,0.7209900593819076
0_0_0_10_14_32,3,2,8,16,865,78,ar1_rho0.8,-26.0,101,235,235,235,865,0,0,0,1,0.1434547543234941,0.13851399164093742,0.1448444175344323,2.2993129391506892
0_0_0_10_14_32,3,2,9,17,492,79,ar1_rho0.8,-26.0,101,550,550,550,717,0,0,0,0,0.6737245151366998,0.6715416641160853,0.6646786577014409,1.0683461392849323
0_0_0_10_14_32,3,2,10,18,765,80,ar1_rho0.8,-26.0,101,172,172,172,995,0,0,0,0,0.12677524194145215,0.1308301548618734,0.13055988095970586,0.26930193524986973
0_0_0_10_14_32,3,2,11,19,1023,81,ar1_rho0.8,-26.0,101,398,398,398,304,0,0,0,0,0.43142641775005,0.4300933563716415,0.43741961607283136,0.4488850472686038
0_0_0_10_14_32,3,2,12,20,597,82,ar1_rho0.8,-26.0,101,396,396,396,791,0,0,0,0,0.5753079942941565,0.5749217795479634,0.5721267133520948,0.8830492442034227
0_0_0_10_14_32,3,2,13,21,562,83,ar1_rho0.8,-26.0,101,526,526,526,562,0,0,0,1,0.6017752216675204,0.5995784828139828,0.6061611178840041,0.8237855012629697
0_0_0_10_14_32,3,2,14,22,478,84,ar1_rho0.8,-26.0,101,278,278,278,674,0,0,0,0,0.4845348893826993,0.47847924329750463,0.48070689044515724,1.8342254530570905
0_0_0_10_14_32,3,2,15,23,267,85,ar1_rho0.8,-26.0,101,615,615,615,267,0,0,0,1,0.2195089482859348,0.22467634880341042,0.22277720303395313,0.6322092567295889
0_0_0_10_14_32,3,2,16,24,917,86,ar1_rho0.8,-26.0,101,801,801,801,917,0,0,0,1,1.194353273907294,1.1938848917293146,1.193875515269817,0.6374950312094723
0_0_0_10_14_32,3,2,17,25,656,87,ar1_rho0.8,-26.0,101,656,656,656,656,1,1,1,1,0.08008059848438073,0.07925413293451063,0.07422599778704768,1.008459673491809
0_0_0_10_14_32,3,2,18,26,889,88,ar1_rho0.8,-26.0,101,502,502,502,889,0,0,0,1,0.72008145551204,0.7224768777230559,0.7141925371520143,0.5456345259710335
0_0_0_10_14_32,3,2,19,27,510,89,ar1_rho0.8,-26.0,101,870,870,870,510,0,0,0,1,0.8590631996614034,0.8620118400489883,0.8643186096159572,1.7190292288172149
0_0_0_10_14_32,3,2,20,28,860,90,ar1_rho0.8,-26.0,101,322,322,322,112,0,0,0,0,0.7416316876327446,0.7443103754372139,0.7385722366506682,1.21192616140353
0_0_0_10_14_32,3,2,21,29,553,91,ar1_rho0.8,-26.0,101,553,553,553,553,1,1,1,1,0.300546197578783,0.297943315352482,0.2936957469488318,0.05697917156592158
0_0_0_10_14_32,3,2,22,30,629,92,ar1_rho0.8,-26.0,101,768,768,768,461,0,0,0,0,0.7355501126822327,0.7352407557608904,0.7364491595052824,1.0746174659399796
0_0_0_10_14_32,3,2,23,31,759,93,ar1_rho0.8,-26.0,101,1012,1012,1012,122,0,0,0,0,0.7872153095272926,0.7917211431080449,0.7960402418410797,0.2980419630956207
0_0_0_10_14_32,3,2,24,32,874,94,ar1_rho0.8,-26.0,101,670,670,670,825,0,0,0,0,0.2777185850053721,0.27543525644297895,0.26125567414699213,0.1907140784692155
0_0_0_10_14_32,3,2,25,33,720,95,ar1_rho0.8,-26.0,101,720,720,720,720,1,1,1,1,0.966902897932657,0.9681222796807663,0.9637881003104043,2.642385337692233
0_0_0_10_14_32,3,2,26,34,314,96,ar1_rho0.8,-26.0,101,1000,1000,1000,181,0,0,0,0,1.111694229222755,1.1139685385437206,1.1121664616761509,0.2324434410585312
0_0_0_10_14_32,3,2,27,35,602,97,ar1_rho0.8,-26.0,101,350,350,350,170,0,0,0,0,0.07331625610768414,0.07078531240715553,0.06659816103387342,1.0713177488880976
0_0_0_10_14_32,3,2,28,36,7,98,ar1_rho0.8,-26.0,101,255,255,255,818,0,0,0,0,0.3058209239947971,0.30601734646261447,0.31045022741833467,0.1491454905156295
0_0_0_10_14_32,3,2,29,37,610,99,ar1_rho0.8,-26.0,101,119,119,119,792,0,0,0,0,1.0258108626718905,1.025238869609523,1.0170911545314352,0.03401660419001398
0_0_0_10_14_32,3,2,30,38,778,100,ar1_rho0.8,-26.0,101,912,912,912,912,0,0,0,0,1.0718748645251146,1.0730330766620442,1.0692303765502578,0.5400324622322873
0_0_0_10_14_32,3,2,31,39,897,101,ar1_rho0.8,-26.0,101,273,273,273,728,0,0,0,0,0.024673344194727317,0.027068722586073676,0.03338057982641863,0.07666440337064023
0_0_0_10_14_32,3,2,32,40,740,102,ar1_rho0.8,-26.0,101,665,665,665,490,0,0,0,0,0.32448316314035053,0.32328568881166564,0.31775515397614684,0.055099558004161185
0_0_0_10_14_32,3,2,33,41,590,103,ar1_rho0.8,-26.0,101,947,947,947,547,0,0,0,0,0.38808094834162665,0.3882328326553619,0.3880171907800183,0.08810351528679579
0_0_0_10_14_32,3,2,34,42,930,104,ar1_rho0.8,-26.0,101,302,302,302,967,0,0,0,0,0.02325817661489004,0.02267454312653383,0.028295862286567615,0.4004694437895221
0_0_0_10_14_32,4,3,0,8,803,105,ar1_rho0.8,-26.0,101,775,775,775,803,0,0,0,1,1.006118651033263,1.004856922053297,1.0115048958302615,0.5724645082503228
0_0_0_10_14_32,4,3,1,9,711,106,ar1_rho0.8,-26.0,101,954,954,954,711,0,0,0,1,0.20101918459896342,0.1965731816656138,0.19048736282949438,1.62110999679553
0_0_0_10_14_32,4,3,2,10,871,107,ar1_rho0.8,-26.0,101,778,778,778,871,0,0,0,1,2.6907390938029385,2.6905882107408594,2.6874844578784396,0.9851628559544077
0_0_0_10_14_32,4,3,3,11,718,108,ar1_rho0.8,-26.0,101,755,755,755,718,0,0,0,1,0.5151712898567546,0.5176771752022243,0.517060087711042,0.6122391754640628
0_0_0_10_14_32,4,3,4,12,86,109,ar1_rho0.8,-26.0,101,309,309,309,130,0,0,0,0,0.5245095426152435,0.5229015668434727,0.5308773077088231,1.629819071915347
0_0_0_10_14_32,4,3,5,13,468,110,ar1_rho0.8,-26.0,101,520,520,520,468,0,0,0,1,0.512702963836537,0.5124816616370966,0.5136938863334706,0.4647901816028519
0_0_0_10_14_32,4,3,6,14,89,111,ar1_rho0.8,-26.0,101,118,118,118,89,0,0,0,1,0.18131627189966387,0.19037375099513404,0.18424687294074174,0.4959650113069761
0_0_0_10_14_32,4,3,7,15,713,112,ar1_rho0.8,-26.0,101,713,713,713,713,1,1,1,1,2.0570552300864713,2.0552345369275975,2.0588075601642664,2.374293478508899
0_0_0_10_14_32,4,3,8,16,865,113,ar1_rho0.8,-26.0,101,865,865,865,865,1,1,1,1,0.3590176559838546,0.3591202671195276,0.36335826324416504,1.5362261054132798
0_0_0_10_14_32,4,3,9,17,492,114,ar1_rho0.8,-26.0,101,642,642,642,642,0,0,0,0,0.9596425686947854,0.9610550986889422,0.9655764033208294,0.4716745859885996
0_0_0_10_14_32,4,3,10,18,765,115,ar1_rho0.8,-26.0,101,165,165,165,855,0,0,0,0,0.8153361083195442,0.8140333912945084,0.8116673283583281,0.10593584136243411
0_0_0_10_14_32,4,3,11,19,1023,116,ar1_rho0.8,-26.0,101,406,406,406,954,0,0,0,0,0.5652212493940455,0.5635318294373536,0.5642375733601077,1.2329011348048262
0_0_0_10_14_32,4,3,12,20,597,117,ar1_rho0.8,-26.0,101,528,528,528,528,0,0,0,0,3.0067301073809642,3.0077013320012447,3.0100932401787377,2.647553138647976
0_0_0_10_14_32,4,3,13,21,562,118,ar1_rho0.8,-26.0,101,562,562,562,562,1,1,1,1,0.5997568003087866,0.5979041801189589,0.5972944435129592,4.264580207603371
0_0_0_10_14_32,4,3,14,22,478,119,ar1_rho0.8,-26.0,101,771,771,771,477,0,0,0,0,0.0643503460858507,0.061993989436365395,0.07376114087838859,0.28669675334741823
0_0_0_10_14_32,4,3,15,23,267,120,ar1_rho0.8,-26.0,101,932,932,932,267,0,0,0,1,1.8484199203719238,1.8462852877118072,1.8438221128328407,2.8371134605258734
0_0_0_10_14_32,4,3,16,24,917,121,ar1_rho0.8,-26.0,101,216,216,216,483,0,0,0,0,0.7502638242205638,0.7443362538512467,0.7456934192090088,0.24127377997543548
0_0_0_10_14_32,4,3,17,25,656,122,ar1_rho0.8,-26.0,101,656,656,656,656,1,1,1,1,0.4234904983975251,0.4226601226012591,0.41356875240765556,1.8062688402652594
0_0_0_10_14_32,4,3,18,26,889,123,ar1_rho0.8,-26.0,101,548,548,548,583,0,0,0,0,0.5260295704996961,0.5263508255377732,0.5166514004291923,0.19118062718371368
0_0_0_10_14_32,4,3,19,27,510,124,ar1_rho0.8,-26.0,101,933,933,933,299,0,0,0,0,0.26932720207681937,0.27137589402587653,0.27058088055261625,0.9814103253212534
0_0_0_10_14_32,4,3,20,28,860,125,ar1_rho0.8,-26.0,101,559,559,559,449,0,0,0,0,0.41755142089010633,0.41849258992776006,0.42068615629696965,0.32021358040406434
0_0_0_10_14_32,4,3,21,29,553,126,ar1_rho0.8,-26.0,101,553,553,553,553,1,1,1,1,0.6730114247286199,0.671848080018103,0.671874162116297,3.4520608443817706
0_0_0_10_14_32,4,3,22,30,629,127,ar1_rho0.8,-26.0,101,830,830,830,629,0,0,0,1,0.9338425337578586,0.9328808254230415,0.9362685146425542,2.228890094636843
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-22.0,202,447,447,447,803,0,0,0,1,0.49633289601314867,0.49737117735137537,0.4918651648164121,0.3476008690365748
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-22.0,202,711,711,711,711,1,1,1,1,0.030805105159316656,0.03127109313799791,0.026482987099591713,4.411607074174521
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-22.0,202,922,922,922,922,1,1,1,1,3.242464198087778,3.246580670261743,3.248744618925074,3.9496546150154455
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-22.0,202,284,284,284,718,0,0,0,1,0.7365659715531765,0.7385146422602785,0.7397688059802603,0.7170921001529268
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-22.0,202,48,48,48,107,0,0,0,1,0.04325627407350967,0.043867962993488205,0.04897145514619772,1.8745655761491256
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-22.0,202,468,468,468,468,1,1,1,1,3.5731128465936797,3.5721675114217626,3.5727015357592524,4.87471235722057
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-22.0,202,89,89,89,89,1,1,1,1,0.16395402384590002,0.16430881589122273,0.17400426847366113,3.2114338149491353
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-22.0,202,152,152,152,713,0,0,0,1,2.3182516945815896,2.3221262205994746,2.3114567477317944,2.2610425167015595
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-22.0,202,153,153,153,693,0,0,0,0,0.46362363321958866,0.46338403047992144,0.45669058861193773,0.41231348096280585
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-22.0,202,889,889,889,492,0,0,0,1,0.1723605220502315,0.17147164403763882,0.1731999600103977,2.6357912318561434
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-22.0,202,569,569,569,697,0,0,0,0,3.466979504645988,3.4680945309093576,3.4739969678659315,0.06150997894012932
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-22.0,202,1023,1023,1023,1023,1,1,1,1,0.8844743121275571,0.8901185974359991,0.8963488295283649,2.6623123873624994
