dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,gt_symbol,selected_symbol,selected_local_score,gt_local_score,selected_minus_gt_local_score,selected_energy,gt_energy,selected_energy_score,gt_energy_score,selected_minus_gt_energy_db,selected_tau_hat,gt_tau_hat,selected_minus_gt_tau_hat,expected_tau,selected_tau_residual,gt_tau_residual,selected_minus_gt_abs_tau_residual,selected_tau_gain_db,gt_tau_gain_db,selected_minus_gt_tau_gain_db,selected_corrected_coherence,gt_corrected_coherence,selected_minus_gt_corrected_coherence,selected_tau_local_step_abs_mean,gt_tau_local_step_abs_mean,selected_minus_gt_tau_local_step_abs_mean,selected_tau_local_second_abs,gt_tau_local_second_abs,selected_minus_gt_tau_local_second_abs,selected_rank,gt_rank,top1_bin,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,candidate_count,hard_anchor,high_confidence
0_0_0_10_14_16,-25.5,42,3,15,267,455,266,454,0.7998504651167028,0.7043816177220779,0.09546884739462491,1.0439622893763953,0.7154045315974713,1.0,0.6852781358844043,1.6413312432769782,-0.125,-0.09375,-0.03125,-0.1171558286868597,-0.007844171313140302,0.023405828686859698,-0.015561657373719395,0.42474347859485506,0.4120031153916199,0.012740363203235183,0.9381135277729268,0.8487996915704525,0.08931383620247424,0.125,0.125,0.0,0.1875,0.25,-0.0625,1,3,455,1.5039312151545439,11.765151458245061,0.9882854245833792,4,0,1
0_0_0_10_14_16,-25.5,42,3,25,720,306,719,305,0.8929296625435189,0.7881550802447396,0.10477458229877934,0.7065406445559006,0.5494243149499631,1.0,0.7776259146355357,1.0922927483630822,0.0,-0.03125,0.03125,0.0707462049623927,-0.0707462049623927,-0.1019962049623927,-0.03125,0.0,0.07231495892014053,-0.07231495892014053,0.8385779454571752,0.934565614993705,-0.09598766953652982,0.09375,0.125,-0.03125,0.1875,0.25,-0.0625,1,5,306,0.3294953799648581,9.935787916938736,0.8385780160300074,16,0,0
0_0_0_10_14_16,-25.5,42,3,29,610,635,609,634,0.7829241863633942,0.5277850113818712,0.25513917498152305,1.2399778221894309,0.7421514834006757,1.0,0.5985199655347526,2.229213577438753,-0.09375,0.09375,-0.1875,0.04590701842209366,-0.13965701842209366,0.04784298157790634,0.09181403684418732,0.3361945851801441,0.30210548851028546,0.034089096669858654,0.915402304759121,0.8976783209567317,0.017723983802389265,0.203125,0.0625,0.140625,0.09375,0.0,0.09375,1,3,635,1.8200602702738256,12.518782464805703,0.8861612424226278,4,0,1
0_0_0_10_14_16,-25.5,42,5,6,89,296,88,295,0.8746146513607258,0.686727196455908,0.18788745490481784,1.0079706557452397,0.6756819861102805,1.0,0.6703389451458954,1.7370554836604186,0.03125,-0.0625,0.09375,0.030061728857415204,0.0011882711425847958,-0.0925617288574152,-0.09137345771483041,0.07576973679892567,0.08805689521699861,-0.012287158418072944,0.8990919144077617,0.9048802081435758,-0.005788293735814132,0.0625,0.046875,0.015625,0.0,0.09375,-0.09375,1,3,296,0.14106489204610426,11.314378611086306,0.8986384189990647,16,0,0
0_0_0_10_14_16,-25.5,42,5,10,765,613,764,612,0.7911660557037079,0.5777762203564933,0.21338983534721456,0.7880690018509995,0.4014324145296122,0.9933505120025797,0.5060002278617938,2.929518075529206,-0.0625,-0.03125,-0.03125,0.005203142670529348,-0.06770314267052935,-0.03645314267052935,0.03125,0.0528069816733692,0.012918071017044282,0.03988891065632491,0.8700712666137845,0.68549693778274,0.18457432883104452,0.3125,0.3125,0.0,0.3125,0.375,-0.0625,2,14,225,0.028974800359415766,10.724197346158462,0.9620782312900926,16,0,0
0_0_0_10_14_16,-25.5,42,5,23,759,952,758,951,0.8700647473706685,0.7221271674783862,0.1479375798922823,0.6688155342217819,0.5276921433696771,0.9044031182662353,0.7135695801435624,1.0292572351324616,-0.03125,-0.03125,0.0,-0.07558726243684988,0.04433726243684988,0.04433726243684988,0.0,0.009094747112490099,0.027078435325275634,-0.017983688212785537,0.9542962658197233,0.7736282692086975,0.18066799661102573,0.140625,0.1875,-0.046875,0.28125,0.375,-0.09375,2,4,601,0.4363794893228989,10.315977629509769,0.9232252130860186,16,0,0
0_0_0_10_14_16,-25.5,42,5,24,874,680,873,679,0.8695905757430005,0.8090034967541789,0.06058707898882154,0.6855761186025155,0.5927103452737725,0.9254453987479533,0.8000877611402709,0.6321317338019715,0.03125,0.125,-0.09375,-0.08180190898357137,0.11305190898357131,0.20680190898357131,-0.09375,0.01456188633006849,0.3722240950084063,-0.3576622086783378,0.798070273503111,0.9117612055713049,-0.11369093206819392,0.125,0.21875,-0.09375,0.25,0.4375,-0.1875,2,3,473,0.3364919951722392,10.334490124366408,0.9540580120345167,16,0,0
0_0_0_10_14_16,-25.5,42,5,28,7,368,6,367,0.8699837429089223,0.798032576206491,0.07195116670243129,0.7397344344187538,0.7542483425941668,0.9447228892348427,0.963258759173545,-0.08438529065648376,-0.03125,-0.25,0.21875,-0.10666049517045728,0.07541049517045728,-0.14333950482954272,-0.06792900965908544,0.045082347283150366,0.17150523715123,-0.12642288986807965,0.900925431588951,0.786922437436416,0.11400299415253501,0.015625,0.234375,-0.21875,0.03125,0.46875,-0.4375,4,3,663,0.030795337512993102,10.584081684101942,0.9584973717447322,16,0,0
0_0_0_10_14_16,-25.5,42,5,29,610,144,609,143,0.7917404947110933,0.5240710207895743,0.26766947392151896,1.3188906200849146,0.8377258843720483,1.0,0.635174647248695,1.9710684493192212,-0.03125,0.03125,-0.0625,-0.11287514171717872,0.08162514171717872,0.14412514171717872,-0.0625,0.015945949368325715,0.024622856279682838,-0.008676906911357123,0.9452041706988356,0.7449176153321442,0.20028655536669138,0.03125,0.234375,-0.203125,0.0625,0.46875,-0.40625,1,3,144,1.7323908062061313,12.477278855678833,0.9449366314072886,4,0,1
0_0_0_10_14_16,-25.5,42,5,30,823,697,822,696,0.8779446987848248,0.7192927728409926,0.15865192594383226,0.6649738879103815,0.6508197878645241,0.9131152404820146,0.8936794029218467,0.09343842849126305,0.03125,-0.15625,0.1875,-0.11908978826390021,0.15033978826390015,-0.03716021173609979,0.11317957652780036,0.037334140082517286,1.0009684339463103,-0.963634293863793,0.9094995051411694,0.9049954135482429,0.004504091592926529,0.09375,0.140625,-0.046875,0.0625,0.28125,-0.21875,3,4,284,0.02542037430538246,10.012449213443592,0.9001427665047668,16,0,0
0_0_0_10_14_16,-25.5,42,5,31,913,720,912,719,0.9015023822468219,0.7961270799537944,0.1053753022930275,0.6827061301106028,0.716697038271267,0.9525728357373248,1.0,-0.21101807306470402,0.15625,-0.0625,0.21875,-0.1253044348106217,0.2815544348106217,0.0628044348106217,0.21875,0.3115521544818993,0.08881013544507702,0.2227420190368223,0.9060473345592394,0.9503102716718884,-0.04426293711264906,0.09375,0.078125,0.015625,0.1875,0.15625,0.03125,2,1,913,0.2110180730647038,9.694351209929362,0.950623639999695,16,0,0
0_0_0_10_14_16,-25.5,42,5,33,581,277,580,276,0.7969607394715202,0.6556055661488145,0.14135517332270575,1.0240162956529844,0.8345561043022975,1.0,0.8149832261898979,0.8885132972399162,0.0,-0.09375,0.09375,0.11226627209593532,-0.11226627209593532,-0.20601627209593532,-0.09375,0.0,0.4008114870902595,-0.4008114870902595,0.9797382664767965,0.8720741848125193,0.10766408166427721,0.109375,0.234375,-0.125,0.03125,0.46875,-0.4375,1,2,277,0.8885132972399162,11.424660695590582,0.9797382631434679,16,0,0
0_0_0_10_14_16,-25.5,42,6,2,871,311,870,310,0.8549840347078747,0.6684770136936891,0.1865070210141856,0.6950763642561562,0.4636249419493197,0.8804392283485604,0.5872643742818648,1.7586572882328615,-0.0625,0.28125,-0.34375,-0.018618742818016842,-0.04388125718198316,0.2998687428180169,-0.25598748563603374,0.13643260822490202,0.6541445754561037,-0.5177119672312017,0.9985000183972632,0.8558853403889368,0.1426146780083264,0.125,0.21875,-0.09375,0.25,0.4375,-0.1875,2,12,220,0.5530061551013606,10.598445703465602,0.8293804024997283,16,0,0
0_0_0_10_14_16,-25.5,42,6,11,1023,912,1022,911,0.8257190108591625,0.7688969746224862,0.056822036236676365,0.7390654794735987,0.5957321644952032,1.0,0.806061412744531,0.9363186861672033,-0.0625,-0.21875,0.15625,-0.07460254904790337,0.012102549047903421,-0.14414745095209663,-0.1320449019041932,0.011787150996529824,0.0711474900322384,-0.05936033903570857,0.9563303756406695,0.7786199441443157,0.1777104314963538,0.0625,0.21875,-0.15625,0.125,0.4375,-0.3125,1,2,912,0.9363186861672033,9.997677226168717,0.949187365593613,16,0,0
0_0_0_10_14_16,-25.5,42,6,23,759,718,758,717,0.842479841400243,0.8257524043284689,0.016727437071774154,0.6375900681996463,0.6366098214816738,0.860987406854385,0.8596637035505243,0.006682088547492341,-0.03125,0.15625,-0.1875,0.10075237597891462,-0.13200237597891462,0.05549762402108538,0.07650475195782924,0.010771135860711935,0.42477189033858326,-0.4140007544778713,0.9129751693814487,0.7938374676556156,0.11913770172583316,0.09375,0.09375,0.0,0.1875,0.1875,0.0,4,5,859,0.39036867758641297,10.273079156807906,0.9782698900840712,16,0,0
0_0_0_10_14_16,-25.5,42,6,26,314,223,313,222,0.8874484952163558,0.7121346280020753,0.17531386721428055,0.8551356097690501,0.5738259249585589,1.0,0.6710350012362768,1.7325482640726824,-0.03125,0.09375,-0.125,0.08209110723561908,-0.11334110723561908,0.011658892764380924,0.10168221447123815,0.010590178370896527,0.4044950883694822,-0.3939049099985857,0.8832324617537608,0.8790903188480164,0.004142142905744439,0.03125,0.125,-0.09375,0.0,0.25,-0.25,1,5,223,0.6280856288411649,11.069510421871868,0.8765531549742361,16,0,0
0_0_0_10_14_16,-25.5,42,8,7,713,945,712,944,0.9468126012015865,0.6725992816657518,0.2742133195358347,0.7275975860480663,0.45565728363955316,1.0,0.626249031575885,2.0325293271204234,-0.03125,0.1875,-0.21875,0.09562495593640774,-0.12687495593640774,0.09187504406359226,0.03499991187281548,0.0008805012506246146,1.5788175681909058,-1.5779370669402812,0.9893193211975626,0.9416184228402311,0.04770089835733149,0.25,0.03125,0.21875,0.5,0.0625,0.4375,1,14,945,0.20711381126619008,10.221724516603597,0.9909422732076022,16,0,0
0_0_0_10_14_16,-25.5,42,8,13,562,628,561,627,0.9089666110935471,0.6422323714352379,0.2667342396583092,0.8841388464122737,0.5604904095414476,1.0,0.6339393544530347,1.979522867336728,0.0625,0.09375,-0.03125,0.05818133259912772,0.004318667400872278,0.03556866740087228,-0.03125,0.18665879987871198,0.4343251263714298,-0.2476663264927178,0.960133113556976,0.9013269311952576,0.05880618236171831,0.109375,0.046875,0.0625,0.03125,0.09375,-0.0625,1,4,628,1.5432724638282755,10.970481511369899,0.946290064741033,4,0,1
0_0_0_10_14_16,-25.5,42,8,14,478,532,477,531,0.8835179038064381,0.7142762779072229,0.1692416258992152,0.9043314595706455,0.588996389395934,1.0,0.6513058714949219,1.8621500666185922,-0.0625,0.125,-0.1875,0.051940728709581,-0.114440728709581,0.073059271290419,0.04138145741916199,0.12948627901169638,0.5749336467026506,-0.44544736769095417,0.9043589724896353,0.9775124912265405,-0.07315351873690523,0.0625,0.0625,0.0,0.125,0.125,0.0,1,10,532,0.5437847078567236,11.252863888084354,0.9023437677259265,16,0,0
0_0_0_10_14_16,-25.5,42,8,15,267,481,266,480,0.817410264865019,0.787093960330063,0.03031630453495604,0.7355264812243298,0.6045188144740656,1.0,0.8218858598643604,0.8518849130785916,-0.0625,0.03125,-0.09375,0.04570012482003438,-0.10820012482003438,-0.014450124820034382,0.09375,0.17542079395780782,0.07524425847367197,0.10017653548413585,0.739894446984008,0.696647536758156,0.04324691022585192,0.125,0.125,0.0,0.25,0.25,0.0,1,4,481,0.4203814708036596,10.168886025670542,0.7124771533543377,16,0,0
0_0_0_10_14_16,-25.5,42,8,24,874,246,873,245,0.7558022698680646,0.710884653247536,0.04491761662052862,0.6732536306451529,0.616895719213062,0.9730745566063362,0.8916187022569293,0.37966947522301775,-0.03125,-0.09375,0.0625,-0.010465310185885646,-0.020784689814114354,-0.08328468981411435,-0.0625,0.050790401250684264,0.14798458032516043,-0.09719417907447617,0.8166451740468704,0.9043812082846706,-0.08773603423780019,0.140625,0.203125,-0.0625,0.28125,0.40625,-0.125,2,4,332,0.11853882977037476,9.795271062596818,0.789921415742336,16,0,0
0_0_0_10_14_16,-25.5,42,9,12,597,895,596,894,0.8000644352966897,0.6808551001224135,0.11920933517427623,0.7642885621255715,0.45596070272063116,1.0,0.5965818740667186,2.2432994593270488,0.03125,-0.0625,0.09375,-0.013855008167003136,0.045105008167003136,-0.048644991832996864,-0.003539983665993729,0.011355549089374667,0.12505540582702035,-0.11369985673764568,0.9952607329686745,0.9611393073068769,0.034121425661797544,0.09375,0.1875,-0.09375,0.1875,0.375,-0.1875,1,11,895,0.8771747240599709,10.309502574302993,0.9954767573611814,16,0,0
0_0_0_10_14_16,-25.5,42,9,24,874,849,873,848,0.8018651427193848,0.6664475830990997,0.13541755962028512,0.7069404089679701,0.43983877398492055,1.0,0.6221723477754243,2.0608929485928917,-0.03125,0.0,-0.03125,-0.08887220934294143,0.05762220934294149,0.08887220934294149,-0.03125,0.0065707220184801005,0.0,0.0065707220184801005,0.9793717580185709,0.7779363978319211,0.20143536018664976,0.109375,0.140625,-0.03125,0.21875,0.28125,-0.0625,1,15,849,0.8139779509384593,9.68721344721758,0.979928240015889,16,0,0
0_0_0_10_14_16,-25.5,42,9,30,794,603,793,602,0.8822316292272612,0.7010022635209288,0.1812293657063324,0.9018587631958894,0.5884165866746116,1.0,0.6524487100280066,1.8545362318864609,-0.0625,0.46875,0.46875,-0.1263808099309106,0.06388080993091061,-0.4048691900690895,-0.3409883801381789,0.24113243784450342,3.0024380031964033,-2.7613055653519,0.96750506830414,0.9705100337113457,-0.0030049654072057397,0.0625,0.265625,-0.203125,0.0,0.46875,-0.46875,1,4,603,0.6643414799481971,11.123894076056075,0.9464315281816097,16,0,0
0_0_0_10_14_16,-25.5,42,9,31,905,290,904,289,0.7818483234886591,0.629438506755338,0.1524098167333211,0.9676484074816472,0.49341637611718525,1.0,0.5099128694908162,2.925040269061985,-0.125,0.40625,0.46875,0.11736775663776122,-0.24236775663776122,0.2888822433622388,-0.046514486724477555,0.49385858613775285,0.5609876212694308,-0.06712903513167795,0.848634124675345,0.980431503776609,-0.131797379101264,0.140625,0.1875,-0.046875,0.28125,0.25,0.03125,1,6,290,0.9290371708539602,11.124673574725124,0.8466201511960346,16,0,0
0_0_0_10_14_16,-25.5,42,10,24,874,66,873,65,0.7702929169496556,0.5900066664663777,0.18028625048327795,0.6600464181094736,0.517418603039971,0.7791422165600584,0.6107792818824263,1.0573243950912574,-0.1875,0.15625,-0.34375,0.07320916551870338,-0.2607091655187034,0.08304083448129662,0.17766833103740676,0.5873653137212804,0.5774644118781509,0.009900901843129528,0.9578494972130445,0.7930076281562446,0.16484186905679987,0.3125,0.046875,0.265625,0.0,0.09375,-0.09375,4,9,814,0.2992084239893636,10.69512608276031,0.9420398010936306,16,0,0
0_0_0_10_14_16,-25.5,42,10,25,720,90,719,89,0.8815463547742627,0.7722901092851633,0.1092562454890994,0.7394974056539105,0.821403473874657,0.9002852181347787,1.0,-0.4561988051770891,-0.5,0.09375,0.40625,0.06694526814823176,0.43305473185176824,0.026804731851768238,0.40625,1.2799678273742818,0.2105699306790481,1.0693978966952338,0.9901018443435289,0.7558463299710926,0.2342555143724363,0.21875,0.046875,0.171875,0.4375,0.09375,0.34375,2,1,720,0.4561988051770893,10.562886766252774,0.7704551259074711,16,0,0
0_0_0_10_14_16,-25.5,42,10,26,314,57,313,56,0.8025390538218841,0.6446725157146276,0.15786653810725648,0.6550623030478988,0.623347705613142,0.8692478887953973,0.8271635759966153,0.2155224246509248,-0.375,0.125,-0.5,0.060681370777760035,-0.43568137077776004,0.06431862922223996,0.37136274155552007,1.4518180949285717,0.6479753422883617,0.80384275264021,0.9381215939401982,0.7362969422106326,0.20182465172956565,0.140625,0.046875,0.09375,0.03125,0.03125,0.0,3,4,159,0.2136162635667259,10.238106725090873,0.963685263867414,16,0,0
0_0_0_10_14_16,-25.5,42,10,28,7,782,6,781,0.8223106447604895,0.6010349222044646,0.2212757225560249,0.8722773118541092,0.6182423875565668,1.0,0.7087681625496292,1.4949579893640605,0.125,-0.5,-0.375,0.04815357603681669,0.07684642396318331,0.4518464239631833,-0.375,0.6102464684951865,0.6590414417164567,-0.048794973221270244,0.9091497836502817,0.9634762748296003,-0.05432649117931865,0.265625,0.375,-0.109375,0.46875,0.125,0.34375,1,4,782,0.6494112288767108,11.03542177144676,0.8834060860166669,16,0,0
0_0_0_10_14_16,-25.5,42,10,30,826,474,825,473,0.7038851620668811,0.609078245730484,0.09480691633639715,0.638553922176758,0.5312159901507165,0.8756763900990437,0.7284792786681906,0.7992643752937318,0.125,0.03125,0.09375,0.03562578129587335,0.08937421870412665,-0.004375781295873349,0.0849984374082533,0.7360783653225151,0.052138903738987274,0.6839394615835279,0.8948238614368575,0.9078710504681943,-0.013047189031336726,0.171875,0.171875,0.0,0.03125,0.15625,-0.125,4,10,805,0.3769934113157883,9.730932083310558,0.9455938153794929,16,0,0
0_0_0_10_14_16,-25.5,42,11,5,468,992,467,991,0.9048195380729627,0.6142636540283208,0.29055588404464183,0.6223885361372972,0.48764170888495073,0.9508509281806211,0.7449921465304019,1.0596074018933146,0.0,0.25,-0.25,0.0100049489842301,-0.0100049489842301,0.2399950510157699,-0.2299901020315398,0.0,2.5994456751500064,-2.5994456751500064,0.914193889678429,0.920106841989132,-0.00591295231070299,0.046875,0.203125,-0.15625,0.09375,0.40625,-0.3125,2,9,818,0.21887565232157602,9.441437512411415,0.8859564061785657,16,0,0
0_0_0_10_14_16,-25.5,42,11,7,713,719,712,718,0.9099231112339152,0.7876199138162184,0.1223031974176968,0.6853824736092271,0.7141561065054738,0.9597096032168058,1.0,-0.17860159459853753,-0.0625,0.21875,-0.28125,-0.0022344974620231994,-0.0602655025379768,0.2209844974620232,-0.1607189949240464,0.13489903931452327,1.542542330796133,-1.4076432914816097,0.8924053430432459,0.946610306675846,-0.05420496363260008,0.140625,0.140625,0.0,0.28125,0.28125,0.0,2,1,713,0.17860159459853747,9.911486792038879,0.9167433246358188,16,0,0
0_0_0_10_14_16,-25.5,42,11,11,1023,609,1022,608,0.7804337741659125,0.7394965844459316,0.04093718971998095,1.0215915762983627,0.9350181217378726,1.0,0.9152562955988922,0.38457275137547714,-0.125,-0.21875,0.09375,-0.026713390354529742,-0.09828660964547026,-0.19203660964547026,-0.09375,0.5470239970727038,0.20354142403916003,0.34348257303354374,0.8898939090759449,0.9551117863489377,-0.06521787727299277,0.078125,0.171875,-0.09375,0.15625,0.34375,-0.1875,1,2,609,0.38457275137547714,11.489055873025858,0.868606228282852,16,0,0
0_0_0_10_14_16,-25.5,42,11,15,267,887,266,886,0.811727209574919,0.7959284698867716,0.01579873968814738,0.8280608867495545,0.9489835553241086,0.872576644878472,1.0,-0.5919641538787026,0.40625,0.0625,0.34375,-0.05119228324703623,0.4574422832470362,0.11369228324703617,0.34375,1.5184167504034232,0.1797492203499112,1.338667530053512,0.9629684470184247,0.9482692985909854,0.014699148427439246,0.453125,0.109375,0.34375,0.09375,0.21875,-0.125,2,1,267,0.5919641538787028,10.946201196766195,0.9699774557238626,16,0,0
0_0_0_10_14_16,-25.5,42,11,18,889,422,888,421,0.9073364934899867,0.5563963332807965,0.35094016020919017,0.8682127105130952,0.5638683106740281,0.9485130034851245,0.6160200357023439,1.8744845157933665,-0.125,0.1875,-0.3125,-0.06955145291641612,-0.05544854708358388,0.25705145291641607,-0.2016029058328322,0.5952834301735184,0.9235895275222462,-0.32830609734872784,0.9154424432468701,0.9752481797017152,-0.059805736454845104,0.171875,0.140625,0.03125,0.34375,0.28125,0.0625,2,8,853,0.22956710844771228,10.946600704454843,0.8645291872072347,16,0,0
0_0_0_10_14_16,-25.5,42,11,21,553,58,552,57,0.8129064053824429,0.7876556287681729,0.02525077661427,0.7163330654981479,0.8762717275075751,0.8174782353593114,1.0,-0.8752380122324777,-0.03125,0.03125,-0.0625,-0.08791062258579607,0.05666062258579607,0.11916062258579607,-0.0625,0.026347516296696436,0.026038909552133116,0.0003086067445633202,0.904505232620505,0.8279188069595899,0.07658642566091511,0.03125,0.03125,0.0,0.0625,0.0625,0.0,2,1,553,0.8752380122324778,10.895741810537988,0.8169337099587096,16,0,0
0_0_0_10_14_16,-25.5,42,11,25,720,722,719,721,0.7884258745546396,0.5732781497858247,0.21514772476881494,0.7480056016607364,0.5020318351035122,1.0,0.6711605287298538,1.7317359249353592,0.0,-0.0625,0.0625,-0.11238951547830256,0.11238951547830256,0.04988951547830256,0.0625,0.0,0.20288329414233525,-0.20288329414233525,0.9228391629257287,0.8811076717122628,0.041731491213465866,0.0625,0.0,0.0625,0.125,0.0,0.125,1,7,722,0.6185445849215275,10.252031326666586,0.9228391636975973,16,0,0
0_0_0_10_14_16,-25.5,42,11,29,610,301,609,300,0.8594396518338969,0.8437450618372158,0.015694589996681163,0.6739985897145608,0.6139850142131422,0.962990958266751,0.8772451845172832,0.4050121654653819,0.125,0.125,0.0,0.11313159162919084,0.011868408370809158,0.011868408370809158,0.0,0.5662330513403429,0.8110855419700984,-0.24485249062975556,0.8871756549058908,0.9951849528942813,-0.10800929798839054,0.078125,0.078125,0.0,0.15625,0.15625,0.0,2,4,684,0.16377790542434856,9.91264649234051,0.9114655124088525,16,0,0
0_0_0_10_14_16,-25.5,42,11,34,93,435,92,434,0.8318552804040045,0.7111845362110683,0.12067074419293622,0.5900789206044834,0.5333421952709614,0.9397100126445269,0.8493558803092192,0.4390415643853002,-0.125,0.125,-0.25,0.08253297551355776,-0.20753297551355776,0.04246702448644224,0.16506595102711552,0.5281205327009587,0.5220803040439946,0.006040228656964075,0.9515469207076751,0.917890781569248,0.03365613913842713,0.28125,0.03125,0.25,nan,nan,nan,2,3,689,0.27006145696422185,9.22547810143223,0.9507715405920123,16,0,0
0_0_0_10_14_16,-25.5,42,12,9,492,435,491,434,0.8177586210636422,0.8082786943751348,0.00947992668850739,1.0537000199606297,1.2090359129397257,0.8715208611120553,1.0,-0.5972221296314394,0.03125,0.0,0.03125,-0.008312567854925956,0.039562567854925956,0.008312567854925956,0.03125,0.01820873267085523,0.0,0.01820873267085523,0.8477429558426209,0.9436058940801443,-0.09586293823752334,0.125,0.09375,0.03125,0.25,0.1875,0.0625,2,1,492,0.597222129631439,12.167693571090599,0.9436059017509618,40,0,0
0_0_0_10_14_16,-25.5,42,12,11,1023,372,1022,371,0.7315759428088436,0.6993907928280154,0.03218514998082822,0.6632994261856631,0.7137650831051054,0.8009132015452176,0.8618488955256307,-0.3184567715886691,-0.0625,-0.21875,0.15625,-0.020675962785967006,-0.041824037214032994,-0.198074037214033,-0.15625,0.17151454149621093,0.13985134277228914,0.03166319872392179,0.8115205611835578,0.9195702912103043,-0.10804973002674656,0.0625,0.21875,-0.15625,0.125,0.4375,-0.3125,4,3,265,0.5656486033529428,10.644819164168279,0.8868917309005735,40,0,0
0_0_0_10_14_16,-25.5,42,12,15,267,869,266,868,0.8423201728351786,0.7850423222932543,0.05727785054192425,0.7096551573582133,0.742217313428629,0.9561285414914444,1.0,-0.19483717443850568,0.34375,-0.03125,0.375,-0.045402752648049216,0.38915275264804916,0.01415275264804916,0.375,2.0175892555027057,0.011835872324652585,2.005753383178053,0.926217161607673,0.8635097498544863,0.06270741175318673,0.25,0.109375,0.140625,0.5,0.03125,0.46875,2,1,267,0.1948371744385061,10.034945499939907,0.86009588604132,40,0,0
0_0_0_10_14_16,-25.5,42,12,16,917,415,916,414,0.9487734414223418,0.5886414097179296,0.3601320317044122,0.9242928868107505,0.6675990137709142,1.0,0.7222808087103731,1.4129392436428585,0.09375,-0.125,0.21875,-0.05158445011356977,0.14533445011356982,-0.07341554988643023,0.07191890022713959,0.3236699349840215,0.31941777551092393,0.004252159473097594,0.9841384000018363,0.8371357280064816,0.14700267199535466,0.140625,0.140625,0.0,0.21875,0.28125,-0.0625,1,2,415,1.4129392436428585,10.95045032686629,0.9935035404356842,4,0,1
0_0_0_10_14_16,-25.5,42,12,28,7,921,6,920,0.7908209071627648,0.7776490041466961,0.013171903016068631,1.222772884402957,1.184687233354694,1.0,0.9688530457830203,0.13742091107594634,0.0,0.46875,-0.46875,-0.1257648196998164,0.12576481969981645,-0.40548518030018355,-0.2797203606003671,0.0,0.4573597212603612,-0.4573597212603612,0.9388060573321051,0.9935901599386887,-0.05478410260658362,0.0625,0.40625,-0.34375,0.125,0.1875,-0.0625,1,2,921,0.13742091107594634,12.22450979133405,0.9388060477517646,40,0,0
0_0_0_10_14_16,-25.5,42,12,29,610,576,609,575,0.7806802645416029,0.7453031322578936,0.03537713228370931,0.9212762338847966,0.855148397315034,1.0,0.9282214886940937,0.32348381711814567,0.09375,0.09375,0.0,0.1180534828346631,-0.024303482834663104,-0.024303482834663104,0.0,0.40952298879265925,0.23367014557432897,0.17585284321833028,0.8956384541626998,0.9557192692711634,-0.060080815108463526,0.046875,0.1875,-0.140625,0.09375,0.375,-0.28125,1,2,576,0.32348381711814567,10.860013991774045,0.8712017636106861,40,0,0
0_0_0_10_14_16,-25.5,42,12,32,761,652,760,651,0.7906911099118191,0.5162856839276366,0.2744054259841825,0.6859440404594039,0.3901519569257097,1.0,0.5687810286454409,2.4505489767210835,-0.1875,0.25,-0.4375,0.09950839043810134,-0.28700839043810134,0.15049160956189866,0.13651678087620267,1.511130804544535,2.6385207641195345,-1.1273899595749994,0.9696309050409393,0.9862378363276899,-0.016606931286750615,0.390625,0.046875,0.34375,0.21875,0.09375,0.125,1,26,652,0.33330287025018335,9.99320928774289,0.9379407327454606,40,0,0
0_0_0_10_14_16,-25.5,42,13,2,871,1013,870,1012,0.8768539040015788,0.5963220118623714,0.2805318921392074,0.6991473050955079,0.3692896432566819,0.9801597270182054,0.5177204192694033,2.772015599627566,0.28125,0.28125,0.0,0.03923874561916951,0.2420112543808305,0.2420112543808305,0.0,0.29127053176861323,1.2827576385479411,-0.9914871067793278,0.9249197896453064,0.9700105124938494,-0.045090722848542986,0.25,0.25,0.0,0.5,0.5,0.0,2,33,184,0.08703145827756949,9.844599396787533,0.8952995260276817,40,0,0
0_0_0_10_14_16,-25.0,42,1,0,222,664,221,663,0.849708031993509,0.714723395078419,0.13498463691509,0.7545397048630917,0.5887478414200729,0.9841515458891419,0.7679080299393827,1.0775277000842378,-0.03125,-0.15625,0.125,-0.09225872194980422,0.06100872194980422,-0.06399127805019578,-0.0029825561003915535,0.08118223791373241,0.7030027692828698,-0.6218205313691374,0.9687395815619655,0.9118402356004432,0.05689934596152224,0.09375,0.21875,-0.125,nan,nan,nan,2,7,265,0.06938021003818917,10.579521961704357,0.9048699241279986,16,0,0
0_0_0_10_14_16,-25.0,42,1,7,713,998,712,997,0.8946809778863996,0.88299045906578,0.011690518820619555,0.7070813405953267,0.6415948873417534,1.0,0.9073848375090241,0.42208482113401197,-0.09375,0.1875,-0.28125,0.11391204841022062,-0.20766204841022062,0.07358795158977938,0.13407409682044125,0.06302291276497649,0.6469498839821047,-0.5839269712171282,0.9387027654324663,0.9354730402413028,0.0032297251911634905,0.0625,0.25,-0.1875,0.0625,0.5,-0.4375,1,2,998,0.42208482113401197,10.533606420945887,0.9348372408801151,16,0,0
