dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,null_bin_count,savaux_bin,savaux_error,gls_offpacket_fixed_bin,gls_offpacket_fixed_error,gls_packet_null_bin,gls_packet_null_error,gls_symbol_null_bin,gls_symbol_null_error
0_0_0_10_14_32,-26.0,46,2,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,46,2,24,32,874,1000,900,1,900,1,900,1,908,1
0_0_0_10_14_32,-26.0,46,2,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,46,2,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,46,2,27,35,602,1000,177,1,177,1,177,1,177,1
0_0_0_10_14_32,-26.0,46,2,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,46,2,29,37,610,1000,576,1,576,1,576,1,576,1
0_0_0_10_14_32,-26.0,46,2,30,38,775,1000,413,1,413,1,413,1,413,1
0_0_0_10_14_32,-26.0,46,2,31,39,912,1002,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-26.0,46,2,32,40,768,1002,768,0,768,0,768,0,768,0
0_0_0_10_14_32,-26.0,46,2,33,41,581,1000,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-26.0,46,2,34,42,93,1000,991,1,991,1,991,1,991,1
0_0_0_10_14_32,-26.0,46,3,0,8,222,1000,307,1,307,1,307,1,307,1
0_0_0_10_14_32,-26.0,46,3,1,9,711,1002,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,46,3,2,10,871,1002,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,46,3,3,11,718,1001,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,46,3,4,12,107,1000,586,1,586,1,586,1,586,1
0_0_0_10_14_32,-26.0,46,3,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,46,3,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,46,3,7,15,713,1000,376,1,376,1,376,1,376,1
0_0_0_10_14_32,-26.0,46,3,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,46,3,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,46,3,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,46,3,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,46,3,12,20,597,1000,421,1,421,1,421,1,421,1
0_0_0_10_14_32,-26.0,46,3,13,21,562,1000,654,1,654,1,654,1,654,1
0_0_0_10_14_32,-26.0,46,3,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,46,3,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,46,3,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,46,3,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,46,3,18,26,889,1000,709,1,709,1,709,1,709,1
0_0_0_10_14_32,-26.0,46,3,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,46,3,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,46,3,21,29,553,1000,703,1,536,1,703,1,703,1
0_0_0_10_14_32,-26.0,46,3,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,46,3,23,31,759,1000,191,1,191,1,191,1,191,1
0_0_0_10_14_32,-26.0,46,3,24,32,874,1000,421,1,421,1,421,1,421,1
0_0_0_10_14_32,-26.0,46,3,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,46,3,26,34,314,1000,29,1,29,1,29,1,29,1
0_0_0_10_14_32,-26.0,46,3,27,35,602,1001,102,1,102,1,102,1,102,1
0_0_0_10_14_32,-26.0,46,3,28,36,7,1000,962,1,962,1,962,1,962,1
0_0_0_10_14_32,-26.0,46,3,29,37,610,1002,52,1,52,1,52,1,52,1
0_0_0_10_14_32,-26.0,46,3,30,38,778,1000,348,1,348,1,348,1,778,0
0_0_0_10_14_32,-26.0,46,3,31,39,897,1000,897,0,897,0,897,0,897,0
0_0_0_10_14_32,-26.0,46,3,32,40,740,1000,440,1,440,1,440,1,440,1
0_0_0_10_14_32,-26.0,46,3,33,41,590,1000,590,0,590,0,590,0,590,0
0_0_0_10_14_32,-26.0,46,3,34,42,930,1000,693,1,693,1,367,1,693,1
0_0_0_10_14_32,-26.0,46,4,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-26.0,46,4,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,46,4,2,10,871,1000,368,1,818,1,368,1,368,1
0_0_0_10_14_32,-26.0,46,4,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,46,4,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,46,4,5,13,468,1000,80,1,80,1,80,1,80,1
0_0_0_10_14_32,-26.0,46,4,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,46,4,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,46,4,8,16,865,1000,798,1,798,1,798,1,798,1
0_0_0_10_14_32,-26.0,46,4,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,46,4,10,18,765,1000,726,1,726,1,726,1,726,1
0_0_0_10_14_32,-26.0,46,4,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,46,4,12,20,597,1001,381,1,381,1,381,1,381,1
0_0_0_10_14_32,-26.0,46,4,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,46,4,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,46,4,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,46,4,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,46,4,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,46,4,18,26,889,1000,834,1,834,1,834,1,834,1
0_0_0_10_14_32,-26.0,46,4,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,46,4,20,28,860,1004,734,1,734,1,734,1,734,1
0_0_0_10_14_32,-26.0,46,4,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,46,4,22,30,629,1000,756,1,756,1,756,1,756,1
0_0_0_10_14_32,-26.0,46,4,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,46,4,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,46,4,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,46,4,26,34,314,1000,67,1,67,1,67,1,67,1
0_0_0_10_14_32,-26.0,46,4,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,46,4,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,46,4,29,37,610,1000,337,1,337,1,337,1,337,1
0_0_0_10_14_32,-26.0,46,4,30,38,810,1002,712,1,712,1,712,1,712,1
0_0_0_10_14_32,-26.0,46,4,31,39,912,1000,560,1,560,1,560,1,560,1
0_0_0_10_14_32,-26.0,46,4,32,40,753,1000,732,1,732,1,732,1,732,1
0_0_0_10_14_32,-26.0,46,4,33,41,591,1000,591,0,591,0,591,0,591,0
0_0_0_10_14_32,-26.0,46,4,34,42,89,1000,207,1,779,1,207,1,207,1
0_0_0_10_14_32,-26.0,46,5,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-26.0,46,5,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-26.0,46,5,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,46,5,3,11,718,1000,951,1,951,1,951,1,951,1
0_0_0_10_14_32,-26.0,46,5,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,46,5,5,13,468,1000,554,1,554,1,554,1,554,1
0_0_0_10_14_32,-26.0,46,5,6,14,89,1002,336,1,336,1,336,1,336,1
0_0_0_10_14_32,-26.0,46,5,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,46,5,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,46,5,9,17,492,1000,198,1,198,1,198,1,198,1
0_0_0_10_14_32,-26.0,46,5,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,46,5,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,46,5,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,46,5,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,46,5,14,22,478,1000,626,1,626,1,626,1,626,1
0_0_0_10_14_32,-26.0,46,5,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,46,5,16,24,917,1001,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,46,5,17,25,656,1001,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,46,5,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,46,5,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,46,5,20,28,860,1000,380,1,380,1,380,1,380,1
0_0_0_10_14_32,-26.0,46,5,21,29,553,1000,658,1,658,1,423,1,658,1
0_0_0_10_14_32,-26.0,46,5,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,46,5,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,46,5,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,46,5,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,46,5,26,34,314,1000,693,1,341,1,693,1,341,1
0_0_0_10_14_32,-26.0,46,5,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,46,5,28,36,7,1000,524,1,524,1,524,1,524,1
0_0_0_10_14_32,-26.0,46,5,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,46,5,30,38,823,1000,823,0,823,0,823,0,823,0
0_0_0_10_14_32,-26.0,46,5,31,39,913,1000,913,0,913,0,913,0,913,0
0_0_0_10_14_32,-26.0,46,5,32,40,741,1000,273,1,273,1,273,1,273,1
0_0_0_10_14_32,-26.0,46,5,33,41,581,1000,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-26.0,46,5,34,42,91,1000,91,0,91,0,91,0,91,0
0_0_0_10_14_32,-26.0,46,6,0,8,803,1001,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-26.0,46,6,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-26.0,46,6,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,46,6,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,46,6,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-26.0,46,6,5,13,468,1002,763,1,763,1,763,1,763,1
0_0_0_10_14_32,-26.0,46,6,6,14,89,1000,652,1,652,1,652,1,652,1
0_0_0_10_14_32,-26.0,46,6,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,46,6,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,46,6,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,46,6,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,46,6,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,46,6,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,46,6,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,46,6,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,46,6,15,23,267,1000,426,1,426,1,426,1,426,1
0_0_0_10_14_32,-26.0,46,6,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,46,6,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,46,6,18,26,889,1000,136,1,136,1,136,1,136,1
0_0_0_10_14_32,-26.0,46,6,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,46,6,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,46,6,21,29,553,1000,799,1,799,1,799,1,799,1
0_0_0_10_14_32,-26.0,46,6,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,46,6,23,31,759,1000,759,0,82,1,759,0,82,1
0_0_0_10_14_32,-26.0,46,6,24,32,874,1000,546,1,546,1,546,1,546,1
0_0_0_10_14_32,-26.0,46,6,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,46,6,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,46,6,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,46,6,28,36,7,1000,507,1,507,1,507,1,507,1
0_0_0_10_14_32,-26.0,46,6,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,46,6,30,38,791,1000,857,1,857,1,857,1,857,1
0_0_0_10_14_32,-26.0,46,6,31,39,928,1000,928,0,928,0,928,0,928,0
0_0_0_10_14_32,-26.0,46,6,32,40,760,1000,760,0,760,0,760,0,760,0
0_0_0_10_14_32,-26.0,46,6,33,41,584,1000,463,1,463,1,463,1,463,1
0_0_0_10_14_32,-26.0,46,6,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-26.0,46,7,0,8,222,1000,147,1,147,1,147,1,147,1
0_0_0_10_14_32,-26.0,46,7,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,46,7,2,10,922,1004,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-26.0,46,7,3,11,691,1000,691,0,691,0,691,0,691,0
0_0_0_10_14_32,-26.0,46,7,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-26.0,46,7,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,46,7,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,46,7,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,46,7,8,16,865,1000,603,1,603,1,603,1,603,1
0_0_0_10_14_32,-26.0,46,7,9,17,492,1001,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,46,7,10,18,765,1000,648,1,648,1,648,1,648,1
0_0_0_10_14_32,-26.0,46,7,11,19,1023,1000,519,1,519,1,519,1,519,1
0_0_0_10_14_32,-26.0,46,7,12,20,597,1000,763,1,763,1,763,1,763,1
0_0_0_10_14_32,-26.0,46,7,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,46,7,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,46,7,15,23,267,1000,948,1,948,1,948,1,246,1
0_0_0_10_14_32,-26.0,46,7,16,24,917,1001,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,46,7,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,46,7,18,26,889,1002,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,46,7,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,46,7,20,28,860,1000,1023,1,1023,1,1023,1,1023,1
0_0_0_10_14_32,-26.0,46,7,21,29,553,1002,679,1,679,1,553,0,553,0
0_0_0_10_14_32,-26.0,46,7,22,30,629,1000,318,1,318,1,318,1,318,1
0_0_0_10_14_32,-26.0,46,7,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,46,7,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,46,7,25,33,720,1000,253,1,253,1,253,1,253,1
0_0_0_10_14_32,-26.0,46,7,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,46,7,27,35,602,1000,82,1,82,1,82,1,82,1
0_0_0_10_14_32,-26.0,46,7,28,36,7,1000,1010,1,1010,1,1010,1,1010,1
0_0_0_10_14_32,-26.0,46,7,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,46,7,30,38,807,1000,807,0,807,0,807,0,807,0
0_0_0_10_14_32,-26.0,46,7,31,39,921,1000,913,1,913,1,913,1,913,1
0_0_0_10_14_32,-26.0,46,7,32,40,740,1000,740,0,740,0,740,0,740,0
0_0_0_10_14_32,-26.0,46,7,33,41,587,1000,587,0,587,0,587,0,587,0
0_0_0_10_14_32,-26.0,46,7,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-26.0,47,0,0,8,803,1000,714,1,714,1,714,1,714,1
0_0_0_10_14_32,-26.0,47,0,1,9,711,1000,935,1,935,1,935,1,935,1
0_0_0_10_14_32,-26.0,47,0,2,10,922,1000,999,1,999,1,999,1,999,1
0_0_0_10_14_32,-26.0,47,0,3,11,718,1000,405,1,405,1,405,1,627,1
0_0_0_10_14_32,-26.0,47,0,4,12,107,1000,847,1,847,1,847,1,847,1
0_0_0_10_14_32,-26.0,47,0,5,13,468,1000,163,1,163,1,163,1,163,1
0_0_0_10_14_32,-26.0,47,0,6,14,89,1000,496,1,496,1,496,1,639,1
0_0_0_10_14_32,-26.0,47,0,7,15,713,1002,514,1,514,1,514,1,689,1
0_0_0_10_14_32,-26.0,47,0,8,16,865,1000,927,1,927,1,927,1,927,1
0_0_0_10_14_32,-26.0,47,0,9,17,492,1000,29,1,29,1,29,1,29,1
0_0_0_10_14_32,-26.0,47,0,10,18,765,1000,535,1,535,1,535,1,535,1
0_0_0_10_14_32,-26.0,47,0,11,19,1023,1000,809,1,809,1,809,1,809,1
0_0_0_10_14_32,-26.0,47,0,12,20,597,1000,373,1,373,1,373,1,373,1
0_0_0_10_14_32,-26.0,47,0,13,21,562,1002,905,1,905,1,905,1,905,1
0_0_0_10_14_32,-26.0,47,0,14,22,478,1000,8,1,8,1,8,1,8,1
0_0_0_10_14_32,-26.0,47,0,15,23,267,1002,716,1,716,1,716,1,716,1
0_0_0_10_14_32,-26.0,47,0,16,24,917,1000,981,1,981,1,981,1,981,1
0_0_0_10_14_32,-26.0,47,0,17,25,656,1000,725,1,725,1,725,1,725,1
0_0_0_10_14_32,-26.0,47,0,18,26,889,1000,463,1,463,1,463,1,463,1
0_0_0_10_14_32,-26.0,47,0,19,27,510,1000,286,1,286,1,286,1,286,1
0_0_0_10_14_32,-26.0,47,0,20,28,860,1000,299,1,299,1,299,1,299,1
0_0_0_10_14_32,-26.0,47,0,21,29,553,1000,459,1,459,1,459,1,459,1
0_0_0_10_14_32,-26.0,47,0,22,30,629,1000,408,1,408,1,408,1,408,1
0_0_0_10_14_32,-26.0,47,0,23,31,759,1000,734,1,734,1,734,1,734,1
0_0_0_10_14_32,-26.0,47,0,24,32,874,1000,871,1,871,1,871,1,871,1
0_0_0_10_14_32,-26.0,47,0,25,33,720,1000,228,1,228,1,228,1,228,1
0_0_0_10_14_32,-26.0,47,0,26,34,314,1002,22,1,22,1,22,1,22,1
0_0_0_10_14_32,-26.0,47,0,27,35,602,1000,663,1,663,1,663,1,663,1
0_0_0_10_14_32,-26.0,47,0,28,36,7,1002,691,1,691,1,691,1,691,1
0_0_0_10_14_32,-26.0,47,0,29,37,610,1000,739,1,879,1,739,1,739,1
0_0_0_10_14_32,-26.0,47,0,30,38,826,1000,829,1,829,1,829,1,829,1
0_0_0_10_14_32,-26.0,47,0,31,39,928,1000,991,1,991,1,991,1,991,1
0_0_0_10_14_32,-26.0,47,0,32,40,761,1000,375,1,375,1,375,1,375,1
0_0_0_10_14_32,-26.0,47,0,33,41,590,1000,434,1,434,1,434,1,434,1
0_0_0_10_14_32,-26.0,47,0,34,42,936,1000,793,1,793,1,793,1,793,1
0_0_0_10_14_32,-26.0,47,2,0,8,803,1000,629,1,629,1,629,1,629,1
0_0_0_10_14_32,-26.0,47,2,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-26.0,47,2,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-26.0,47,2,3,11,718,1000,696,1,696,1,696,1,696,1
0_0_0_10_14_32,-26.0,47,2,4,12,86,1000,997,1,997,1,997,1,997,1
0_0_0_10_14_32,-26.0,47,2,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,47,2,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,47,2,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,47,2,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,47,2,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,47,2,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,47,2,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,47,2,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,47,2,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,47,2,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,47,2,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,47,2,16,24,917,1000,411,1,411,1,411,1,411,1
0_0_0_10_14_32,-26.0,47,2,17,25,656,1000,656,0,656,0,656,0,400,1
0_0_0_10_14_32,-26.0,47,2,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,47,2,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,47,2,20,28,860,1004,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,47,2,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,47,2,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,47,2,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,47,2,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,47,2,25,33,720,1000,485,1,485,1,485,1,485,1
0_0_0_10_14_32,-26.0,47,2,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,47,2,27,35,602,1000,513,1,513,1,513,1,513,1
0_0_0_10_14_32,-26.0,47,2,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,47,2,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,47,2,30,38,775,1000,9,1,9,1,9,1,9,1
0_0_0_10_14_32,-26.0,47,2,31,39,912,1000,425,1,425,1,425,1,216,1
0_0_0_10_14_32,-26.0,47,2,32,40,768,1000,841,1,841,1,841,1,841,1
0_0_0_10_14_32,-26.0,47,2,33,41,581,1000,553,1,553,1,553,1,553,1
0_0_0_10_14_32,-26.0,47,2,34,42,93,1000,93,0,93,0,93,0,93,0
0_0_0_10_14_32,-26.0,47,3,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-26.0,47,3,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,47,3,2,10,871,1000,342,1,342,1,342,1,342,1
0_0_0_10_14_32,-26.0,47,3,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,47,3,4,12,107,1000,670,1,670,1,670,1,923,1
0_0_0_10_14_32,-26.0,47,3,5,13,468,1002,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,47,3,6,14,89,1002,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,47,3,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,47,3,8,16,865,1000,528,1,528,1,528,1,528,1
0_0_0_10_14_32,-26.0,47,3,9,17,492,1002,418,1,418,1,418,1,418,1
0_0_0_10_14_32,-26.0,47,3,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,47,3,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,47,3,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,47,3,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,47,3,14,22,478,1000,90,1,90,1,90,1,90,1
0_0_0_10_14_32,-26.0,47,3,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,47,3,16,24,917,1001,715,1,715,1,715,1,715,1
0_0_0_10_14_32,-26.0,47,3,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,47,3,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,47,3,19,27,510,1000,344,1,344,1,344,1,344,1
0_0_0_10_14_32,-26.0,47,3,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,47,3,21,29,553,1000,983,1,983,1,983,1,305,1
0_0_0_10_14_32,-26.0,47,3,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,47,3,23,31,759,1000,184,1,184,1,184,1,184,1
0_0_0_10_14_32,-26.0,47,3,24,32,874,1000,180,1,180,1,180,1,180,1
0_0_0_10_14_32,-26.0,47,3,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,47,3,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,47,3,27,35,602,1000,639,1,639,1,639,1,639,1
0_0_0_10_14_32,-26.0,47,3,28,36,7,1000,786,1,786,1,786,1,786,1
0_0_0_10_14_32,-26.0,47,3,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,47,3,30,38,778,1000,778,0,778,0,778,0,778,0
0_0_0_10_14_32,-26.0,47,3,31,39,897,1000,897,0,897,0,897,0,897,0
0_0_0_10_14_32,-26.0,47,3,32,40,740,1000,740,0,740,0,740,0,740,0
0_0_0_10_14_32,-26.0,47,3,33,41,590,1000,299,1,299,1,299,1,299,1
0_0_0_10_14_32,-26.0,47,3,34,42,930,1000,930,0,930,0,930,0,930,0
0_0_0_10_14_32,-26.0,47,4,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-26.0,47,4,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,47,4,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,47,4,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,47,4,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,47,4,5,13,468,1001,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,47,4,6,14,89,1002,320,1,94,1,679,1,94,1
0_0_0_10_14_32,-26.0,47,4,7,15,713,1000,1000,1,1000,1,1000,1,1000,1
