dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_16,13,10,13,14,22,20612678,20612680,478,24.982161641674566,21.42112325748206,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,21.42112325748206,0,0,478,1,19.946912842946166,0,0,478,1,7.802527683586154,0,0,478,1,17.198709017531414,0,0
0_0_0_10_14_16,13,10,13,15,23,20616774,20616776,267,22.7968595662363,21.176581675865577,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,21.176581675865577,0,0,267,1,22.05750765853514,0,0,267,1,13.170199306184667,0,0,267,1,18.831772707628613,0,0
0_0_0_10_14_16,13,10,13,16,24,20620870,20620872,917,20.174114677809563,17.59414841025708,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,17.59414841025708,0,0,917,1,17.60459849067524,0,0,917,1,12.351185561016242,0,0,917,1,18.8604930992462,0,0
0_0_0_10_14_16,13,10,13,17,25,20624966,20624968,656,25.885148683568914,21.676257079656178,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,21.676257079656178,0,0,656,1,20.91216188466483,0,0,656,1,9.890716895042862,0,0,656,1,18.504397848469154,0,0
0_0_0_10_14_16,13,10,13,18,26,20629062,20629064,889,18.084308147744938,16.867407187165128,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,16.867407187165128,0,0,889,1,14.468357961153004,0,0,889,1,0.8677354372709347,0,0,889,1,17.88011868196208,0,0
0_0_0_10_14_16,13,10,13,19,27,20633158,20633160,510,20.936828773073234,19.091784950205177,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,19.091784950205177,0,0,510,1,19.34602143163891,0,0,510,1,13.109179288615842,0,0,510,1,17.84069523427816,0,0
0_0_0_10_14_16,13,10,13,20,28,20637254,20637256,860,18.722717150755695,16.535581643479176,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,16.535581643479176,0,0,860,1,18.538199399937582,0,0,860,1,11.691874833345553,0,0,860,1,17.448703684569683,0,0
0_0_0_10_14_16,13,10,13,21,29,20641350,20641352,553,19.932252433624345,18.37507388599455,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,18.37507388599455,0,0,553,1,19.311848227234254,0,0,553,1,10.56754793877835,0,0,553,1,17.87048775547764,0,0
0_0_0_10_14_16,13,10,13,22,30,20645446,20645448,629,21.307557767366518,20.132981254217597,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,20.132981254217597,0,0,629,1,18.15627964058462,0,0,629,1,5.980732460820814,0,0,629,1,17.950572713035747,0,0
0_0_0_10_14_16,13,10,13,23,31,20649542,20649544,759,18.056692287845287,16.910446823461406,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,16.910446823461406,0,0,759,1,16.09388837286945,0,0,759,1,9.657926985255074,0,0,759,1,17.791440512081053,0,0
0_0_0_10_14_16,13,10,13,24,32,20653638,20653640,874,15.348053541730133,13.741117309363544,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,13.741117309363544,0,0,874,1,13.103043507556357,0,0,874,1,6.180387803188908,0,0,874,1,15.959241232869836,0,0
0_0_0_10_14_16,13,10,13,25,33,20657734,20657736,720,18.435266304463745,17.728292803043377,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,17.728292803043377,0,0,720,1,15.811955028162721,0,0,720,1,7.767893059999507,0,0,720,1,17.83740530122484,0,0
0_0_0_10_14_16,13,10,13,26,34,20661830,20661832,314,18.65001484992132,18.541396409366417,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,18.541396409366417,0,0,314,1,21.53821247476619,0,0,314,1,9.266198853016425,0,0,314,1,15.725795757959002,0,0
0_0_0_10_14_16,13,10,13,27,35,20665926,20665928,602,19.569933008217507,18.208325374126076,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,18.208325374126076,0,0,602,1,20.500609819609615,0,0,602,1,12.952920231274645,0,0,602,1,16.643550792222825,0,0
0_0_0_10_14_16,13,10,13,28,36,20670022,20670024,7,11.50362232486967,10.609522791954218,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,10.609522791954218,0,0,7,1,9.820711359740603,0,0,7,1,9.95088428621174,0,0,7,1,13.132067973889342,0,0
0_0_0_10_14_16,13,10,13,29,37,20674119,20674121,610,12.49885320417168,12.597317827963014,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,12.597317827963014,0,0,610,1,13.423307989930457,0,0,610,1,8.98738284040952,0,0,610,1,10.69297278097035,0,0
